domain,year,gender,variable,value
Education,1996,Male,inbreeding3,0.183673469
Education,1996,Male,inbreeding4,0.265306122
Education,1996,Female,inbreeding1,0.113636364
Education,1996,Female,inbreeding2,0.295454545
Education,1996,Female,inbreeding3,0.204545455
Education,1996,Female,inbreeding4,0.386363636
Education,1997,Male,inbreeding1,0.044444444
Education,1997,Male,inbreeding2,0.2
Education,1997,Male,inbreeding3,0.222222222
Education,1997,Male,inbreeding4,0.377777778
Education,1997,Female,inbreeding1,0.071428571
Education,1997,Female,inbreeding2,0.166666667
Education,1997,Female,inbreeding3,0.214285714
Education,1997,Female,inbreeding4,0.30952381
Education,1998,Male,inbreeding1,0.035714286
Education,1998,Male,inbreeding2,0.160714286
Education,1998,Male,inbreeding3,0.142857143
Education,1998,Male,inbreeding4,0.267857143
Education,1998,Female,inbreeding1,0.15
Education,1998,Female,inbreeding2,0.3
Education,1998,Female,inbreeding3,0.275
Education,1998,Female,inbreeding4,0.425
Education,1999,Male,inbreeding1,0.048387097
Education,1999,Male,inbreeding2,0.177419355
Education,1999,Male,inbreeding3,0.14516129
Education,1999,Male,inbreeding4,0.274193548
Education,1999,Female,inbreeding1,0.083333333
Education,1999,Female,inbreeding2,0.166666667
Education,1999,Female,inbreeding3,0.1875
Education,1999,Female,inbreeding4,0.270833333
Education,2000,Male,inbreeding1,0.111111111
Education,2000,Male,inbreeding2,0.209876543
Education,2000,Male,inbreeding3,0.172839506
Education,2000,Male,inbreeding4,0.271604938
Education,2000,Female,inbreeding1,0.076923077
Education,2000,Female,inbreeding2,0.215384615
Education,2000,Female,inbreeding3,0.123076923
Education,2000,Female,inbreeding4,0.261538462
Education,2001,Male,inbreeding1,0.090909091
Education,2001,Male,inbreeding2,0.181818182
Education,2001,Male,inbreeding3,0.238636364
Education,2001,Male,inbreeding4,0.329545455
Education,2001,Female,inbreeding1,0.08
Education,2001,Female,inbreeding2,0.18
Education,2001,Female,inbreeding3,0.2
Education,2001,Female,inbreeding4,0.3
Education,2002,Male,inbreeding1,0.054054054
Education,2002,Male,inbreeding2,0.135135135
Education,2002,Male,inbreeding3,0.162162162
Education,2002,Male,inbreeding4,0.243243243
Education,2002,Female,inbreeding1,0.093333333
Education,2002,Female,inbreeding2,0.266666667
Education,2002,Female,inbreeding3,0.253333333
Education,2002,Female,inbreeding4,0.426666667
Education,2003,Male,inbreeding1,0.054054054
Education,2003,Male,inbreeding2,0.216216216
Education,2003,Male,inbreeding3,0.148648649
Education,2003,Male,inbreeding4,0.310810811
Education,2003,Female,inbreeding1,0.138461538
Education,2003,Female,inbreeding2,0.276923077
Education,2003,Female,inbreeding3,0.246153846
Education,2003,Female,inbreeding4,0.384615385
Education,2004,Male,inbreeding1,0.106796117
Education,2004,Male,inbreeding2,0.194174757
Education,2004,Male,inbreeding3,0.203883495
Education,2004,Male,inbreeding4,0.291262136
Education,2004,Female,inbreeding1,0.054054054
Education,2004,Female,inbreeding2,0.175675676
Education,2004,Female,inbreeding3,0.22972973
Education,2004,Female,inbreeding4,0.351351351
Education,2005,Male,inbreeding1,0.107142857
Education,2005,Male,inbreeding2,0.207142857
Education,2005,Male,inbreeding3,0.164285714
Education,2005,Male,inbreeding4,0.264285714
Education,2005,Female,inbreeding1,0.055555556
Education,2005,Female,inbreeding2,0.255555556
Education,2005,Female,inbreeding3,0.133333333
Education,2005,Female,inbreeding4,0.333333333
Education,2006,Male,inbreeding1,0.098484848
Education,2006,Male,inbreeding2,0.181818182
Education,2006,Male,inbreeding3,0.227272727
Education,2006,Male,inbreeding4,0.310606061
Education,2006,Female,inbreeding1,0.027777778
Education,2006,Female,inbreeding2,0.111111111
Education,2006,Female,inbreeding3,0.157407407
Education,2006,Female,inbreeding4,0.240740741
Education,2007,Male,inbreeding1,0.077922078
Education,2007,Male,inbreeding2,0.162337662
Education,2007,Male,inbreeding3,0.168831169
Education,2007,Male,inbreeding4,0.253246753
Education,2007,Female,inbreeding1,0.147540984
Education,2007,Female,inbreeding2,0.229508197
Education,2007,Female,inbreeding3,0.262295082
Education,2007,Female,inbreeding4,0.344262295
Education,2008,Male,inbreeding1,0.044025157
Education,2008,Male,inbreeding2,0.157232704
Education,2008,Male,inbreeding3,0.119496855
Education,2008,Male,inbreeding4,0.232704403
Education,2008,Female,inbreeding1,0.040322581
Education,2008,Female,inbreeding2,0.201612903
Education,2008,Female,inbreeding3,0.193548387
Education,2008,Female,inbreeding4,0.35483871
Education,2009,Male,inbreeding1,0.091463415
Education,2009,Male,inbreeding2,0.195121951
Education,2009,Male,inbreeding3,0.201219512
Education,2009,Male,inbreeding4,0.304878049
Education,2009,Female,inbreeding1,0.103896104
Education,2009,Female,inbreeding2,0.201298701
Education,2009,Female,inbreeding3,0.246753247
Education,2009,Female,inbreeding4,0.344155844
Education,2010,Male,inbreeding1,0.046783626
Education,2010,Male,inbreeding2,0.140350877
Education,2010,Male,inbreeding3,0.122807018
Education,2010,Male,inbreeding4,0.216374269
Education,2010,Female,inbreeding1,0.087248322
Education,2010,Female,inbreeding2,0.201342282
Education,2010,Female,inbreeding3,0.194630872
Education,2010,Female,inbreeding4,0.308724832
Education,2011,Male,inbreeding1,0.074626866
Education,2011,Male,inbreeding2,0.134328358
Education,2011,Male,inbreeding3,0.149253731
Education,2011,Male,inbreeding4,0.208955224
Education,2011,Female,inbreeding1,0.062937063
Education,2011,Female,inbreeding2,0.153846154
Education,2011,Female,inbreeding3,0.181818182
Education,2011,Female,inbreeding4,0.272727273
Education,2012,Male,inbreeding1,0.067307692
Education,2012,Male,inbreeding2,0.149038462
Education,2012,Male,inbreeding3,0.158653846
Education,2012,Male,inbreeding4,0.240384615
Education,2012,Female,inbreeding1,0.075
Education,2012,Female,inbreeding2,0.18125
Education,2012,Female,inbreeding3,0.1875
Education,2012,Female,inbreeding4,0.29375
Education,2013,Male,inbreeding1,0.085201794
Education,2013,Male,inbreeding2,0.170403587
Education,2013,Male,inbreeding3,0.233183857
Education,2013,Male,inbreeding4,0.31838565
Education,2013,Female,inbreeding1,0.082278481
Education,2013,Female,inbreeding2,0.202531646
Education,2013,Female,inbreeding3,0.208860759
Education,2013,Female,inbreeding4,0.329113924
Education,2014,Male,inbreeding1,0.080508475
Education,2014,Male,inbreeding2,0.152542373
Education,2014,Male,inbreeding3,0.228813559
Education,2014,Male,inbreeding4,0.300847458
Education,2014,Female,inbreeding1,0.076086957
Education,2014,Female,inbreeding2,0.173913043
Education,2014,Female,inbreeding3,0.157608696
Education,2014,Female,inbreeding4,0.255434783
Education,2015,Male,inbreeding1,0.094420601
Education,2015,Male,inbreeding2,0.184549356
Education,2015,Male,inbreeding3,0.188841202
Education,2015,Male,inbreeding4,0.278969957
Education,2015,Female,inbreeding1,0.102702703
Education,2015,Female,inbreeding2,0.167567568
Education,2015,Female,inbreeding3,0.232432432
Education,2015,Female,inbreeding4,0.297297297
Education,2016,Male,inbreeding1,0.089068826
Education,2016,Male,inbreeding2,0.157894737
Education,2016,Male,inbreeding3,0.246963563
Education,2016,Male,inbreeding4,0.315789474
Education,2016,Female,inbreeding1,0.078313253
Education,2016,Female,inbreeding2,0.168674699
Education,2016,Female,inbreeding3,0.222891566
Education,2016,Female,inbreeding4,0.313253012
Education,2017,Male,inbreeding1,0.087301587
Education,2017,Male,inbreeding2,0.126984127
Education,2017,Male,inbreeding3,0.23015873
Education,2017,Male,inbreeding4,0.26984127
Education,2017,Female,inbreeding1,0.086757991
Education,2017,Female,inbreeding2,0.141552511
Education,2017,Female,inbreeding3,0.210045662
Education,2017,Female,inbreeding4,0.264840183
Education,2018,Male,inbreeding1,0.111627907
Education,2018,Male,inbreeding2,0.186046512
Education,2018,Male,inbreeding3,0.246511628
Education,2018,Male,inbreeding4,0.320930233
Education,2018,Female,inbreeding1,0.127777778
Education,2018,Female,inbreeding2,0.188888889
Education,2018,Female,inbreeding3,0.238888889
Education,2018,Female,inbreeding4,0.3
Education,2019,Male,inbreeding1,0.093457944
Education,2019,Male,inbreeding2,0.182242991
Education,2019,Male,inbreeding3,0.210280374
Education,2019,Male,inbreeding4,0.299065421
Education,2019,Female,inbreeding1,0.124352332
Education,2019,Female,inbreeding2,0.18134715
Education,2019,Female,inbreeding3,0.248704663
Education,2019,Female,inbreeding4,0.305699482
Education,2020,Male,inbreeding1,0.098591549
Education,2020,Male,inbreeding2,0.147887324
Education,2020,Male,inbreeding3,0.225352113
Education,2020,Male,inbreeding4,0.274647887
Education,2020,Female,inbreeding1,0.085714286
Education,2020,Female,inbreeding2,0.114285714
Education,2020,Female,inbreeding3,0.257142857
Education,2020,Female,inbreeding4,0.285714286
Education,2021,Male,inbreeding1,0.061068702
Education,2021,Male,inbreeding2,0.122137405
Education,2021,Male,inbreeding3,0.160305344
Education,2021,Male,inbreeding4,0.221374046
Education,2021,Female,inbreeding1,0.056074766
Education,2021,Female,inbreeding2,0.168224299
Education,2021,Female,inbreeding3,0.186915888
Education,2021,Female,inbreeding4,0.299065421
Education,2022,Male,inbreeding1,0.065789474
Education,2022,Male,inbreeding2,0.105263158
Education,2022,Male,inbreeding3,0.223684211
Education,2022,Male,inbreeding4,0.263157895
Education,2022,Female,inbreeding1,0.084745763
Education,2022,Female,inbreeding2,0.118644068
Education,2022,Female,inbreeding3,0.237288136
Education,2022,Female,inbreeding4,0.271186441
Engineering,1975,Male,inbreeding1,0.137931034
Engineering,1975,Male,inbreeding2,0.172413793
Engineering,1975,Male,inbreeding3,0.206896552
Engineering,1975,Male,inbreeding4,0.24137931
Engineering,1975,Female,inbreeding1,0
Engineering,1975,Female,inbreeding2,0.166666667
Engineering,1975,Female,inbreeding3,0
Engineering,1975,Female,inbreeding4,0.166666667
Engineering,1976,Male,inbreeding1,0.060606061
Engineering,1976,Male,inbreeding2,0.121212121
Engineering,1976,Male,inbreeding3,0.151515152
Engineering,1976,Male,inbreeding4,0.212121212
Engineering,1976,Female,inbreeding1,0.1
Engineering,1976,Female,inbreeding2,0.1
Engineering,1976,Female,inbreeding3,0.2
Engineering,1976,Female,inbreeding4,0.2
Engineering,1977,Male,inbreeding1,0.111111111
Engineering,1977,Male,inbreeding2,0.222222222
Engineering,1977,Male,inbreeding3,0.177777778
Engineering,1977,Male,inbreeding4,0.288888889
Engineering,1977,Female,inbreeding1,0
Engineering,1977,Female,inbreeding2,0.1
Engineering,1977,Female,inbreeding3,0.2
Engineering,1977,Female,inbreeding4,0.3
Engineering,1978,Male,inbreeding1,0.03030303
Engineering,1978,Male,inbreeding2,0.181818182
Engineering,1978,Male,inbreeding3,0.060606061
Engineering,1978,Male,inbreeding4,0.212121212
Engineering,1978,Female,inbreeding1,0.066666667
Engineering,1978,Female,inbreeding2,0.133333333
Engineering,1978,Female,inbreeding3,0.2
Engineering,1978,Female,inbreeding4,0.266666667
Engineering,1979,Male,inbreeding1,0.033898305
Engineering,1979,Male,inbreeding2,0.13559322
Engineering,1979,Male,inbreeding3,0.118644068
Engineering,1979,Male,inbreeding4,0.220338983
Engineering,1979,Female,inbreeding1,0.066666667
Engineering,1979,Female,inbreeding2,0.2
Engineering,1979,Female,inbreeding3,0.066666667
Engineering,1979,Female,inbreeding4,0.2
Engineering,1980,Male,inbreeding1,0.032786885
Engineering,1980,Male,inbreeding2,0.163934426
Engineering,1980,Male,inbreeding3,0.098360656
Engineering,1980,Male,inbreeding4,0.229508197
Engineering,1980,Female,inbreeding1,0.058823529
Engineering,1980,Female,inbreeding2,0.176470588
Engineering,1980,Female,inbreeding3,0.176470588
Engineering,1980,Female,inbreeding4,0.294117647
Engineering,1981,Male,inbreeding1,0.111111111
Engineering,1981,Male,inbreeding2,0.277777778
Engineering,1981,Male,inbreeding3,0.166666667
Engineering,1981,Male,inbreeding4,0.333333333
Engineering,1981,Female,inbreeding1,0.214285714
Engineering,1981,Female,inbreeding2,0.285714286
Engineering,1981,Female,inbreeding3,0.285714286
Engineering,1981,Female,inbreeding4,0.357142857
Engineering,1982,Male,inbreeding1,0.049180328
Engineering,1982,Male,inbreeding2,0.114754098
Engineering,1982,Male,inbreeding3,0.147540984
Engineering,1982,Male,inbreeding4,0.213114754
Engineering,1982,Female,inbreeding1,0.086956522
Engineering,1982,Female,inbreeding2,0.304347826
Engineering,1982,Female,inbreeding3,0.217391304
Engineering,1982,Female,inbreeding4,0.434782609
Engineering,1983,Male,inbreeding1,0.038961039
Engineering,1983,Male,inbreeding2,0.207792208
Engineering,1983,Male,inbreeding3,0.077922078
Engineering,1983,Male,inbreeding4,0.246753247
Engineering,1983,Female,inbreeding1,0.130434783
Engineering,1983,Female,inbreeding2,0.304347826
Engineering,1983,Female,inbreeding3,0.173913043
Engineering,1983,Female,inbreeding4,0.347826087
Engineering,1984,Male,inbreeding1,0.020408163
Engineering,1984,Male,inbreeding2,0.142857143
Engineering,1984,Male,inbreeding3,0.112244898
Engineering,1984,Male,inbreeding4,0.234693878
Engineering,1984,Female,inbreeding1,0.131578947
Engineering,1984,Female,inbreeding2,0.236842105
Engineering,1984,Female,inbreeding3,0.184210526
Engineering,1984,Female,inbreeding4,0.289473684
Engineering,1985,Male,inbreeding1,0.052083333
Engineering,1985,Male,inbreeding2,0.1875
Engineering,1985,Male,inbreeding3,0.09375
Engineering,1985,Male,inbreeding4,0.229166667
Engineering,1985,Female,inbreeding1,0.108695652
Engineering,1985,Female,inbreeding2,0.282608696
Engineering,1985,Female,inbreeding3,0.173913043
Engineering,1985,Female,inbreeding4,0.347826087
Engineering,1986,Male,inbreeding1,0.058823529
Engineering,1986,Male,inbreeding2,0.176470588
Engineering,1986,Male,inbreeding3,0.176470588
Engineering,1986,Male,inbreeding4,0.294117647
Engineering,1986,Female,inbreeding1,0.1
Engineering,1986,Female,inbreeding2,0.2
Engineering,1986,Female,inbreeding3,0.18
Engineering,1986,Female,inbreeding4,0.28
Engineering,1987,Male,inbreeding1,0.028037383
Engineering,1987,Male,inbreeding2,0.130841121
Engineering,1987,Male,inbreeding3,0.074766355
Engineering,1987,Male,inbreeding4,0.177570093
Engineering,1987,Female,inbreeding1,0.117647059
Engineering,1987,Female,inbreeding2,0.215686275
Engineering,1987,Female,inbreeding3,0.235294118
Engineering,1987,Female,inbreeding4,0.333333333
Engineering,1988,Male,inbreeding1,0.086956522
Engineering,1988,Male,inbreeding2,0.152173913
Engineering,1988,Male,inbreeding3,0.15942029
Engineering,1988,Male,inbreeding4,0.224637681
Engineering,1988,Female,inbreeding1,0.120689655
Engineering,1988,Female,inbreeding2,0.206896552
Engineering,1988,Female,inbreeding3,0.224137931
Engineering,1988,Female,inbreeding4,0.310344828
Engineering,1989,Male,inbreeding1,0.063694268
Engineering,1989,Male,inbreeding2,0.210191083
Engineering,1989,Male,inbreeding3,0.152866242
Engineering,1989,Male,inbreeding4,0.299363057
Engineering,1989,Female,inbreeding1,0.131147541
Engineering,1989,Female,inbreeding2,0.245901639
Engineering,1989,Female,inbreeding3,0.163934426
Engineering,1989,Female,inbreeding4,0.278688525
Engineering,1990,Male,inbreeding1,0.057324841
Engineering,1990,Male,inbreeding2,0.121019108
Engineering,1990,Male,inbreeding3,0.146496815
Engineering,1990,Male,inbreeding4,0.210191083
Engineering,1990,Female,inbreeding1,0.101123596
Engineering,1990,Female,inbreeding2,0.269662921
Engineering,1990,Female,inbreeding3,0.179775281
Engineering,1990,Female,inbreeding4,0.348314607
Engineering,1991,Male,inbreeding1,0.063583815
Engineering,1991,Male,inbreeding2,0.184971098
Engineering,1991,Male,inbreeding3,0.161849711
Engineering,1991,Male,inbreeding4,0.283236994
Engineering,1991,Female,inbreeding1,0.057971014
Engineering,1991,Female,inbreeding2,0.231884058
Engineering,1991,Female,inbreeding3,0.130434783
Engineering,1991,Female,inbreeding4,0.304347826
Engineering,1992,Male,inbreeding1,0.061797753
Engineering,1992,Male,inbreeding2,0.168539326
Engineering,1992,Male,inbreeding3,0.157303371
Engineering,1992,Male,inbreeding4,0.264044944
Engineering,1992,Female,inbreeding1,0.101265823
Engineering,1992,Female,inbreeding2,0.227848101
Engineering,1992,Female,inbreeding3,0.227848101
Engineering,1992,Female,inbreeding4,0.35443038
Engineering,1993,Male,inbreeding1,0.06547619
Engineering,1993,Male,inbreeding2,0.232142857
Engineering,1993,Male,inbreeding3,0.148809524
Engineering,1993,Male,inbreeding4,0.31547619
Engineering,1993,Female,inbreeding1,0.079207921
Engineering,1993,Female,inbreeding2,0.207920792
Engineering,1993,Female,inbreeding3,0.148514851
Engineering,1993,Female,inbreeding4,0.277227723
Engineering,1994,Male,inbreeding1,0.078534031
Engineering,1994,Male,inbreeding2,0.193717277
Engineering,1994,Male,inbreeding3,0.136125654
Engineering,1994,Male,inbreeding4,0.251308901
Engineering,1994,Female,inbreeding1,0.117647059
Engineering,1994,Female,inbreeding2,0.245098039
Engineering,1994,Female,inbreeding3,0.215686275
Engineering,1994,Female,inbreeding4,0.343137255
Engineering,1995,Male,inbreeding1,0.072815534
Engineering,1995,Male,inbreeding2,0.208737864
Engineering,1995,Male,inbreeding3,0.169902913
Engineering,1995,Male,inbreeding4,0.305825243
Engineering,1995,Female,inbreeding1,0.110091743
Engineering,1995,Female,inbreeding2,0.256880734
Engineering,1995,Female,inbreeding3,0.165137615
Engineering,1995,Female,inbreeding4,0.311926606
Engineering,1996,Male,inbreeding1,0.057692308
Engineering,1996,Male,inbreeding2,0.184615385
Engineering,1996,Male,inbreeding3,0.153846154
Engineering,1996,Male,inbreeding4,0.280769231
Engineering,1996,Female,inbreeding1,0.04587156
Engineering,1996,Female,inbreeding2,0.211009174
Engineering,1996,Female,inbreeding3,0.174311927
Engineering,1996,Female,inbreeding4,0.339449541
Engineering,1997,Male,inbreeding1,0.042801556
Engineering,1997,Male,inbreeding2,0.178988327
Engineering,1997,Male,inbreeding3,0.155642023
Engineering,1997,Male,inbreeding4,0.291828794
Engineering,1997,Female,inbreeding1,0.087301587
Engineering,1997,Female,inbreeding2,0.238095238
Engineering,1997,Female,inbreeding3,0.206349206
Engineering,1997,Female,inbreeding4,0.357142857
Engineering,1998,Male,inbreeding1,0.063333333
Engineering,1998,Male,inbreeding2,0.16
Engineering,1998,Male,inbreeding3,0.133333333
Engineering,1998,Male,inbreeding4,0.23
Engineering,1998,Female,inbreeding1,0.074324324
Engineering,1998,Female,inbreeding2,0.162162162
Engineering,1998,Female,inbreeding3,0.148648649
Engineering,1998,Female,inbreeding4,0.236486486
Engineering,1999,Male,inbreeding1,0.060790274
Engineering,1999,Male,inbreeding2,0.185410334
Engineering,1999,Male,inbreeding3,0.176291793
Engineering,1999,Male,inbreeding4,0.300911854
Engineering,1999,Female,inbreeding1,0.111111111
Engineering,1999,Female,inbreeding2,0.222222222
Engineering,1999,Female,inbreeding3,0.209876543
Engineering,1999,Female,inbreeding4,0.320987654
Engineering,2000,Male,inbreeding1,0.102150538
Engineering,2000,Male,inbreeding2,0.166666667
Engineering,2000,Male,inbreeding3,0.22311828
Engineering,2000,Male,inbreeding4,0.287634409
Engineering,2000,Female,inbreeding1,0.093023256
Engineering,2000,Female,inbreeding2,0.195348837
Engineering,2000,Female,inbreeding3,0.213953488
Engineering,2000,Female,inbreeding4,0.31627907
Engineering,2001,Male,inbreeding1,0.082706767
Engineering,2001,Male,inbreeding2,0.180451128
Engineering,2001,Male,inbreeding3,0.182957393
Engineering,2001,Male,inbreeding4,0.280701754
Engineering,2001,Female,inbreeding1,0.077586207
Engineering,2001,Female,inbreeding2,0.185344828
Engineering,2001,Female,inbreeding3,0.202586207
Engineering,2001,Female,inbreeding4,0.310344828
Engineering,2002,Male,inbreeding1,0.06768559
Engineering,2002,Male,inbreeding2,0.194323144
Engineering,2002,Male,inbreeding3,0.15720524
Engineering,2002,Male,inbreeding4,0.283842795
Engineering,2002,Female,inbreeding1,0.082969432
Engineering,2002,Female,inbreeding2,0.179039301
Engineering,2002,Female,inbreeding3,0.165938865
Engineering,2002,Female,inbreeding4,0.262008734
Engineering,2003,Male,inbreeding1,0.073319756
Engineering,2003,Male,inbreeding2,0.181262729
Engineering,2003,Male,inbreeding3,0.156822811
Engineering,2003,Male,inbreeding4,0.264765784
Engineering,2003,Female,inbreeding1,0.099137931
Engineering,2003,Female,inbreeding2,0.215517241
Engineering,2003,Female,inbreeding3,0.206896552
Engineering,2003,Female,inbreeding4,0.323275862
Engineering,2004,Male,inbreeding1,0.071969697
Engineering,2004,Male,inbreeding2,0.185606061
Engineering,2004,Male,inbreeding3,0.151515152
Engineering,2004,Male,inbreeding4,0.265151515
Engineering,2004,Female,inbreeding1,0.077821012
Engineering,2004,Female,inbreeding2,0.155642023
Engineering,2004,Female,inbreeding3,0.155642023
Engineering,2004,Female,inbreeding4,0.233463035
Engineering,2005,Male,inbreeding1,0.067880795
Engineering,2005,Male,inbreeding2,0.180463576
Engineering,2005,Male,inbreeding3,0.167218543
Engineering,2005,Male,inbreeding4,0.279801325
Engineering,2005,Female,inbreeding1,0.078313253
Engineering,2005,Female,inbreeding2,0.15060241
Engineering,2005,Female,inbreeding3,0.189759036
Engineering,2005,Female,inbreeding4,0.262048193
Engineering,2006,Male,inbreeding1,0.065522621
Engineering,2006,Male,inbreeding2,0.173166927
Engineering,2006,Male,inbreeding3,0.168486739
Engineering,2006,Male,inbreeding4,0.276131045
Engineering,2006,Female,inbreeding1,0.091863517
Engineering,2006,Female,inbreeding2,0.212598425
Engineering,2006,Female,inbreeding3,0.204724409
Engineering,2006,Female,inbreeding4,0.325459318
Engineering,2007,Male,inbreeding1,0.08
Engineering,2007,Male,inbreeding2,0.172857143
Engineering,2007,Male,inbreeding3,0.185714286
Engineering,2007,Male,inbreeding4,0.278571429
Engineering,2007,Female,inbreeding1,0.06443299
Engineering,2007,Female,inbreeding2,0.18556701
Engineering,2007,Female,inbreeding3,0.18814433
Engineering,2007,Female,inbreeding4,0.309278351
Engineering,2008,Male,inbreeding1,0.06362545
Engineering,2008,Male,inbreeding2,0.183673469
Engineering,2008,Male,inbreeding3,0.159663866
Engineering,2008,Male,inbreeding4,0.279711885
Engineering,2008,Female,inbreeding1,0.074688797
Engineering,2008,Female,inbreeding2,0.205394191
Engineering,2008,Female,inbreeding3,0.182572614
Engineering,2008,Female,inbreeding4,0.313278008
Engineering,2009,Male,inbreeding1,0.069339112
Engineering,2009,Male,inbreeding2,0.170097508
Engineering,2009,Male,inbreeding3,0.165763814
Engineering,2009,Male,inbreeding4,0.26652221
Engineering,2009,Female,inbreeding1,0.075819672
Engineering,2009,Female,inbreeding2,0.174180328
Engineering,2009,Female,inbreeding3,0.18442623
Engineering,2009,Female,inbreeding4,0.282786885
Engineering,2010,Male,inbreeding1,0.079689018
Engineering,2010,Male,inbreeding2,0.19047619
Engineering,2010,Male,inbreeding3,0.184645287
Engineering,2010,Male,inbreeding4,0.295432459
Engineering,2010,Female,inbreeding1,0.070017953
Engineering,2010,Female,inbreeding2,0.157989228
Engineering,2010,Female,inbreeding3,0.172351885
Engineering,2010,Female,inbreeding4,0.26032316
Engineering,2011,Male,inbreeding1,0.074175824
Engineering,2011,Male,inbreeding2,0.164835165
Engineering,2011,Male,inbreeding3,0.187728938
Engineering,2011,Male,inbreeding4,0.278388278
Engineering,2011,Female,inbreeding1,0.084317032
Engineering,2011,Female,inbreeding2,0.160202361
Engineering,2011,Female,inbreeding3,0.18549747
Engineering,2011,Female,inbreeding4,0.261382799
Engineering,2012,Male,inbreeding1,0.062953995
Engineering,2012,Male,inbreeding2,0.18401937
Engineering,2012,Male,inbreeding3,0.192897498
Engineering,2012,Male,inbreeding4,0.313962873
Engineering,2012,Female,inbreeding1,0.087643678
Engineering,2012,Female,inbreeding2,0.17816092
Engineering,2012,Female,inbreeding3,0.199712644
Engineering,2012,Female,inbreeding4,0.290229885
Engineering,2013,Male,inbreeding1,0.076239822
Engineering,2013,Male,inbreeding2,0.155440415
Engineering,2013,Male,inbreeding3,0.19022946
Engineering,2013,Male,inbreeding4,0.269430052
Engineering,2013,Female,inbreeding1,0.078683834
Engineering,2013,Female,inbreeding2,0.161659514
Engineering,2013,Female,inbreeding3,0.193133047
Engineering,2013,Female,inbreeding4,0.276108727
Engineering,2014,Male,inbreeding1,0.060740741
Engineering,2014,Male,inbreeding2,0.156296296
Engineering,2014,Male,inbreeding3,0.200740741
Engineering,2014,Male,inbreeding4,0.296296296
Engineering,2014,Female,inbreeding1,0.06741573
Engineering,2014,Female,inbreeding2,0.154806492
Engineering,2014,Female,inbreeding3,0.196004994
Engineering,2014,Female,inbreeding4,0.283395755
Engineering,2015,Male,inbreeding1,0.080949058
Engineering,2015,Male,inbreeding2,0.168876483
Engineering,2015,Male,inbreeding3,0.198883461
Engineering,2015,Male,inbreeding4,0.286810886
Engineering,2015,Female,inbreeding1,0.079584775
Engineering,2015,Female,inbreeding2,0.183391003
Engineering,2015,Female,inbreeding3,0.201845444
Engineering,2015,Female,inbreeding4,0.305651672
Engineering,2016,Male,inbreeding1,0.079376329
Engineering,2016,Male,inbreeding2,0.167965982
Engineering,2016,Male,inbreeding3,0.208362863
Engineering,2016,Male,inbreeding4,0.296952516
Engineering,2016,Female,inbreeding1,0.090401786
Engineering,2016,Female,inbreeding2,0.155133929
Engineering,2016,Female,inbreeding3,0.203125
Engineering,2016,Female,inbreeding4,0.267857143
Engineering,2017,Male,inbreeding1,0.077723803
Engineering,2017,Male,inbreeding2,0.150589868
Engineering,2017,Male,inbreeding3,0.20888272
Engineering,2017,Male,inbreeding4,0.281748786
Engineering,2017,Female,inbreeding1,0.08988764
Engineering,2017,Female,inbreeding2,0.150561798
Engineering,2017,Female,inbreeding3,0.243820225
Engineering,2017,Female,inbreeding4,0.304494382
Engineering,2018,Male,inbreeding1,0.084659913
Engineering,2018,Male,inbreeding2,0.163531114
Engineering,2018,Male,inbreeding3,0.227206946
Engineering,2018,Male,inbreeding4,0.306078148
Engineering,2018,Female,inbreeding1,0.084429825
Engineering,2018,Female,inbreeding2,0.158991228
Engineering,2018,Female,inbreeding3,0.234649123
Engineering,2018,Female,inbreeding4,0.309210526
Engineering,2019,Male,inbreeding1,0.084057971
Engineering,2019,Male,inbreeding2,0.154347826
Engineering,2019,Male,inbreeding3,0.241304348
Engineering,2019,Male,inbreeding4,0.311594203
Engineering,2019,Female,inbreeding1,0.089605735
Engineering,2019,Female,inbreeding2,0.136200717
Engineering,2019,Female,inbreeding3,0.249701314
Engineering,2019,Female,inbreeding4,0.296296296
Engineering,2020,Male,inbreeding1,0.098360656
Engineering,2020,Male,inbreeding2,0.163934426
Engineering,2020,Male,inbreeding3,0.265368852
Engineering,2020,Male,inbreeding4,0.330942623
Engineering,2020,Female,inbreeding1,0.090655509
Engineering,2020,Female,inbreeding2,0.147838215
Engineering,2020,Female,inbreeding3,0.244072524
Engineering,2020,Female,inbreeding4,0.30125523
Engineering,2021,Male,inbreeding1,0.067226891
Engineering,2021,Male,inbreeding2,0.12289916
Engineering,2021,Male,inbreeding3,0.238445378
Engineering,2021,Male,inbreeding4,0.294117647
Engineering,2021,Female,inbreeding1,0.077310924
Engineering,2021,Female,inbreeding2,0.115966387
Engineering,2021,Female,inbreeding3,0.265546218
Engineering,2021,Female,inbreeding4,0.304201681
Engineering,2022,Male,inbreeding1,0.0675
Engineering,2022,Male,inbreeding2,0.1025
Engineering,2022,Male,inbreeding3,0.255
Engineering,2022,Male,inbreeding4,0.29
Engineering,2022,Female,inbreeding1,0.047794118
Engineering,2022,Female,inbreeding2,0.110294118
Engineering,2022,Female,inbreeding3,0.257352941
Engineering,2022,Female,inbreeding4,0.319852941
Humanities,1975,Male,inbreeding1,0
Humanities,1975,Male,inbreeding2,0.133333333
Humanities,1975,Male,inbreeding3,0.066666667
Humanities,1975,Male,inbreeding4,0.2
Humanities,1975,Female,inbreeding1,0.2
Humanities,1975,Female,inbreeding2,0.2
