domain,year,gender,variable,value
Humanities,1975,Female,inbreeding3,0.4
Humanities,1975,Female,inbreeding4,0.4
Humanities,1976,Male,inbreeding1,0.055555556
Humanities,1976,Male,inbreeding2,0.111111111
Humanities,1976,Male,inbreeding3,0.055555556
Humanities,1976,Male,inbreeding4,0.111111111
Humanities,1976,Female,inbreeding1,0.153846154
Humanities,1976,Female,inbreeding2,0.307692308
Humanities,1976,Female,inbreeding3,0.230769231
Humanities,1976,Female,inbreeding4,0.384615385
Humanities,1977,Male,inbreeding1,0
Humanities,1977,Male,inbreeding2,0.055555556
Humanities,1977,Male,inbreeding3,0.055555556
Humanities,1977,Male,inbreeding4,0.111111111
Humanities,1977,Female,inbreeding1,0
Humanities,1977,Female,inbreeding2,0
Humanities,1977,Female,inbreeding3,0.1
Humanities,1977,Female,inbreeding4,0.1
Humanities,1978,Male,inbreeding1,0.068965517
Humanities,1978,Male,inbreeding2,0.068965517
Humanities,1978,Male,inbreeding3,0.24137931
Humanities,1978,Male,inbreeding4,0.24137931
Humanities,1978,Female,inbreeding1,0
Humanities,1978,Female,inbreeding2,0.25
Humanities,1978,Female,inbreeding3,0.125
Humanities,1978,Female,inbreeding4,0.375
Humanities,1979,Male,inbreeding1,0.047619048
Humanities,1979,Male,inbreeding2,0.095238095
Humanities,1979,Male,inbreeding3,0.047619048
Humanities,1979,Male,inbreeding4,0.095238095
Humanities,1979,Female,inbreeding1,0.153846154
Humanities,1979,Female,inbreeding2,0.461538462
Humanities,1979,Female,inbreeding3,0.230769231
Humanities,1979,Female,inbreeding4,0.538461538
Humanities,1980,Male,inbreeding1,0
Humanities,1980,Male,inbreeding2,0.058823529
Humanities,1980,Male,inbreeding3,0.088235294
Humanities,1980,Male,inbreeding4,0.147058824
Humanities,1980,Female,inbreeding1,0.1
Humanities,1980,Female,inbreeding2,0.5
Humanities,1980,Female,inbreeding3,0.1
Humanities,1980,Female,inbreeding4,0.5
Humanities,1981,Male,inbreeding1,0.088235294
Humanities,1981,Male,inbreeding2,0.147058824
Humanities,1981,Male,inbreeding3,0.147058824
Humanities,1981,Male,inbreeding4,0.205882353
Humanities,1981,Female,inbreeding1,0
Humanities,1981,Female,inbreeding2,0.166666667
Humanities,1981,Female,inbreeding3,0
Humanities,1981,Female,inbreeding4,0.166666667
Humanities,1982,Male,inbreeding1,0.071428571
Humanities,1982,Male,inbreeding2,0.166666667
Humanities,1982,Male,inbreeding3,0.166666667
Humanities,1982,Male,inbreeding4,0.261904762
Humanities,1982,Female,inbreeding1,0.2
Humanities,1982,Female,inbreeding2,0.2
Humanities,1982,Female,inbreeding3,0.3
Humanities,1982,Female,inbreeding4,0.3
Humanities,1983,Male,inbreeding1,0.073170732
Humanities,1983,Male,inbreeding2,0.097560976
Humanities,1983,Male,inbreeding3,0.170731707
Humanities,1983,Male,inbreeding4,0.195121951
Humanities,1983,Female,inbreeding1,0.166666667
Humanities,1983,Female,inbreeding2,0.166666667
Humanities,1983,Female,inbreeding3,0.277777778
Humanities,1983,Female,inbreeding4,0.277777778
Humanities,1984,Male,inbreeding1,0.044444444
Humanities,1984,Male,inbreeding2,0.222222222
Humanities,1984,Male,inbreeding3,0.088888889
Humanities,1984,Male,inbreeding4,0.266666667
Humanities,1984,Female,inbreeding1,0.12
Humanities,1984,Female,inbreeding2,0.24
Humanities,1984,Female,inbreeding3,0.12
Humanities,1984,Female,inbreeding4,0.24
Humanities,1985,Male,inbreeding1,0.204081633
Humanities,1985,Male,inbreeding2,0.265306122
Humanities,1985,Male,inbreeding3,0.285714286
Humanities,1985,Male,inbreeding4,0.346938776
Humanities,1985,Female,inbreeding1,0.058823529
Humanities,1985,Female,inbreeding2,0.205882353
Humanities,1985,Female,inbreeding3,0.176470588
Humanities,1985,Female,inbreeding4,0.323529412
Humanities,1986,Male,inbreeding1,0.044117647
Humanities,1986,Male,inbreeding2,0.132352941
Humanities,1986,Male,inbreeding3,0.117647059
Humanities,1986,Male,inbreeding4,0.205882353
Humanities,1986,Female,inbreeding1,0.102564103
Humanities,1986,Female,inbreeding2,0.205128205
Humanities,1986,Female,inbreeding3,0.153846154
Humanities,1986,Female,inbreeding4,0.256410256
Humanities,1987,Male,inbreeding1,0.113207547
Humanities,1987,Male,inbreeding2,0.20754717
Humanities,1987,Male,inbreeding3,0.188679245
Humanities,1987,Male,inbreeding4,0.283018868
Humanities,1987,Female,inbreeding1,0.046511628
Humanities,1987,Female,inbreeding2,0.209302326
Humanities,1987,Female,inbreeding3,0.162790698
Humanities,1987,Female,inbreeding4,0.325581395
Humanities,1988,Male,inbreeding1,0.064516129
Humanities,1988,Male,inbreeding2,0.129032258
Humanities,1988,Male,inbreeding3,0.14516129
Humanities,1988,Male,inbreeding4,0.209677419
Humanities,1988,Female,inbreeding1,0.088888889
Humanities,1988,Female,inbreeding2,0.244444444
Humanities,1988,Female,inbreeding3,0.177777778
Humanities,1988,Female,inbreeding4,0.333333333
Humanities,1989,Male,inbreeding1,0.049019608
Humanities,1989,Male,inbreeding2,0.147058824
Humanities,1989,Male,inbreeding3,0.117647059
Humanities,1989,Male,inbreeding4,0.215686275
Humanities,1989,Female,inbreeding1,0.041666667
Humanities,1989,Female,inbreeding2,0.166666667
Humanities,1989,Female,inbreeding3,0.145833333
Humanities,1989,Female,inbreeding4,0.270833333
Humanities,1990,Male,inbreeding1,0.083333333
Humanities,1990,Male,inbreeding2,0.114583333
Humanities,1990,Male,inbreeding3,0.145833333
Humanities,1990,Male,inbreeding4,0.177083333
Humanities,1990,Female,inbreeding1,0.081632653
Humanities,1990,Female,inbreeding2,0.163265306
Humanities,1990,Female,inbreeding3,0.204081633
Humanities,1990,Female,inbreeding4,0.285714286
Humanities,1991,Male,inbreeding1,0.065217391
Humanities,1991,Male,inbreeding2,0.22826087
Humanities,1991,Male,inbreeding3,0.152173913
Humanities,1991,Male,inbreeding4,0.315217391
Humanities,1991,Female,inbreeding1,0.045454545
Humanities,1991,Female,inbreeding2,0.151515152
Humanities,1991,Female,inbreeding3,0.196969697
Humanities,1991,Female,inbreeding4,0.303030303
Humanities,1992,Male,inbreeding1,0.086956522
Humanities,1992,Male,inbreeding2,0.195652174
Humanities,1992,Male,inbreeding3,0.173913043
Humanities,1992,Male,inbreeding4,0.282608696
Humanities,1992,Female,inbreeding1,0.096153846
Humanities,1992,Female,inbreeding2,0.230769231
Humanities,1992,Female,inbreeding3,0.173076923
Humanities,1992,Female,inbreeding4,0.307692308
Humanities,1993,Male,inbreeding1,0.038095238
Humanities,1993,Male,inbreeding2,0.095238095
Humanities,1993,Male,inbreeding3,0.133333333
Humanities,1993,Male,inbreeding4,0.19047619
Humanities,1993,Female,inbreeding1,0.101449275
Humanities,1993,Female,inbreeding2,0.202898551
Humanities,1993,Female,inbreeding3,0.217391304
Humanities,1993,Female,inbreeding4,0.31884058
Humanities,1994,Male,inbreeding1,0.029850746
Humanities,1994,Male,inbreeding2,0.104477612
Humanities,1994,Male,inbreeding3,0.089552239
Humanities,1994,Male,inbreeding4,0.164179104
Humanities,1994,Female,inbreeding1,0.078651685
Humanities,1994,Female,inbreeding2,0.202247191
Humanities,1994,Female,inbreeding3,0.191011236
Humanities,1994,Female,inbreeding4,0.314606742
Humanities,1995,Male,inbreeding1,0.118110236
Humanities,1995,Male,inbreeding2,0.173228346
Humanities,1995,Male,inbreeding3,0.220472441
Humanities,1995,Male,inbreeding4,0.275590551
Humanities,1995,Female,inbreeding1,0.06741573
Humanities,1995,Female,inbreeding2,0.157303371
Humanities,1995,Female,inbreeding3,0.112359551
Humanities,1995,Female,inbreeding4,0.202247191
Humanities,1996,Male,inbreeding1,0.06122449
Humanities,1996,Male,inbreeding2,0.153061224
Humanities,1996,Male,inbreeding3,0.173469388
Humanities,1996,Male,inbreeding4,0.265306122
Humanities,1996,Female,inbreeding1,0.117647059
Humanities,1996,Female,inbreeding2,0.211764706
Humanities,1996,Female,inbreeding3,0.2
Humanities,1996,Female,inbreeding4,0.294117647
Humanities,1997,Male,inbreeding1,0.059259259
Humanities,1997,Male,inbreeding2,0.177777778
Humanities,1997,Male,inbreeding3,0.17037037
Humanities,1997,Male,inbreeding4,0.288888889
Humanities,1997,Female,inbreeding1,0.088888889
Humanities,1997,Female,inbreeding2,0.155555556
Humanities,1997,Female,inbreeding3,0.177777778
Humanities,1997,Female,inbreeding4,0.244444444
Humanities,1998,Male,inbreeding1,0.075949367
Humanities,1998,Male,inbreeding2,0.17721519
Humanities,1998,Male,inbreeding3,0.120253165
Humanities,1998,Male,inbreeding4,0.221518987
Humanities,1998,Female,inbreeding1,0.110091743
Humanities,1998,Female,inbreeding2,0.211009174
Humanities,1998,Female,inbreeding3,0.247706422
Humanities,1998,Female,inbreeding4,0.348623853
Humanities,1999,Male,inbreeding1,0.06875
Humanities,1999,Male,inbreeding2,0.14375
Humanities,1999,Male,inbreeding3,0.18125
Humanities,1999,Male,inbreeding4,0.25625
Humanities,1999,Female,inbreeding1,0.063636364
Humanities,1999,Female,inbreeding2,0.163636364
Humanities,1999,Female,inbreeding3,0.190909091
Humanities,1999,Female,inbreeding4,0.290909091
Humanities,2000,Male,inbreeding1,0.076923077
Humanities,2000,Male,inbreeding2,0.173076923
Humanities,2000,Male,inbreeding3,0.125
Humanities,2000,Male,inbreeding4,0.221153846
Humanities,2000,Female,inbreeding1,0.066176471
Humanities,2000,Female,inbreeding2,0.176470588
Humanities,2000,Female,inbreeding3,0.161764706
Humanities,2000,Female,inbreeding4,0.272058824
Humanities,2001,Male,inbreeding1,0.068965517
Humanities,2001,Male,inbreeding2,0.157635468
Humanities,2001,Male,inbreeding3,0.192118227
Humanities,2001,Male,inbreeding4,0.280788177
Humanities,2001,Female,inbreeding1,0.06547619
Humanities,2001,Female,inbreeding2,0.148809524
Humanities,2001,Female,inbreeding3,0.154761905
Humanities,2001,Female,inbreeding4,0.238095238
Humanities,2002,Male,inbreeding1,0.075555556
Humanities,2002,Male,inbreeding2,0.146666667
Humanities,2002,Male,inbreeding3,0.222222222
Humanities,2002,Male,inbreeding4,0.293333333
Humanities,2002,Female,inbreeding1,0.105263158
Humanities,2002,Female,inbreeding2,0.218045113
Humanities,2002,Female,inbreeding3,0.203007519
Humanities,2002,Female,inbreeding4,0.315789474
Humanities,2003,Male,inbreeding1,0.054621849
Humanities,2003,Male,inbreeding2,0.163865546
Humanities,2003,Male,inbreeding3,0.176470588
Humanities,2003,Male,inbreeding4,0.285714286
Humanities,2003,Female,inbreeding1,0.110429448
Humanities,2003,Female,inbreeding2,0.165644172
Humanities,2003,Female,inbreeding3,0.190184049
Humanities,2003,Female,inbreeding4,0.245398773
Humanities,2004,Male,inbreeding1,0.062962963
Humanities,2004,Male,inbreeding2,0.148148148
Humanities,2004,Male,inbreeding3,0.137037037
Humanities,2004,Male,inbreeding4,0.222222222
Humanities,2004,Female,inbreeding1,0.114130435
Humanities,2004,Female,inbreeding2,0.217391304
Humanities,2004,Female,inbreeding3,0.233695652
Humanities,2004,Female,inbreeding4,0.336956522
Humanities,2005,Male,inbreeding1,0.073482428
Humanities,2005,Male,inbreeding2,0.178913738
Humanities,2005,Male,inbreeding3,0.150159744
Humanities,2005,Male,inbreeding4,0.255591054
Humanities,2005,Female,inbreeding1,0.110638298
Humanities,2005,Female,inbreeding2,0.212765957
Humanities,2005,Female,inbreeding3,0.195744681
Humanities,2005,Female,inbreeding4,0.29787234
Humanities,2006,Male,inbreeding1,0.072327044
Humanities,2006,Male,inbreeding2,0.160377358
Humanities,2006,Male,inbreeding3,0.147798742
Humanities,2006,Male,inbreeding4,0.235849057
Humanities,2006,Female,inbreeding1,0.069958848
Humanities,2006,Female,inbreeding2,0.185185185
Humanities,2006,Female,inbreeding3,0.172839506
Humanities,2006,Female,inbreeding4,0.288065844
Humanities,2007,Male,inbreeding1,0.055555556
Humanities,2007,Male,inbreeding2,0.163580247
Humanities,2007,Male,inbreeding3,0.157407407
Humanities,2007,Male,inbreeding4,0.265432099
Humanities,2007,Female,inbreeding1,0.104477612
Humanities,2007,Female,inbreeding2,0.182835821
Humanities,2007,Female,inbreeding3,0.22761194
Humanities,2007,Female,inbreeding4,0.305970149
Humanities,2008,Male,inbreeding1,0.074812968
Humanities,2008,Male,inbreeding2,0.144638404
Humanities,2008,Male,inbreeding3,0.167082294
Humanities,2008,Male,inbreeding4,0.236907731
Humanities,2008,Female,inbreeding1,0.08361204
Humanities,2008,Female,inbreeding2,0.183946488
Humanities,2008,Female,inbreeding3,0.173913043
Humanities,2008,Female,inbreeding4,0.274247492
Humanities,2009,Male,inbreeding1,0.059259259
Humanities,2009,Male,inbreeding2,0.143209877
Humanities,2009,Male,inbreeding3,0.145679012
Humanities,2009,Male,inbreeding4,0.22962963
Humanities,2009,Female,inbreeding1,0.115107914
Humanities,2009,Female,inbreeding2,0.197841727
Humanities,2009,Female,inbreeding3,0.205035971
Humanities,2009,Female,inbreeding4,0.287769784
Humanities,2010,Male,inbreeding1,0.066225166
Humanities,2010,Male,inbreeding2,0.187637969
Humanities,2010,Male,inbreeding3,0.139072848
Humanities,2010,Male,inbreeding4,0.260485651
Humanities,2010,Female,inbreeding1,0.083333333
Humanities,2010,Female,inbreeding2,0.173076923
Humanities,2010,Female,inbreeding3,0.201923077
Humanities,2010,Female,inbreeding4,0.291666667
Humanities,2011,Male,inbreeding1,0.0781893
Humanities,2011,Male,inbreeding2,0.174897119
Humanities,2011,Male,inbreeding3,0.179012346
Humanities,2011,Male,inbreeding4,0.275720165
Humanities,2011,Female,inbreeding1,0.09602649
Humanities,2011,Female,inbreeding2,0.188741722
Humanities,2011,Female,inbreeding3,0.21192053
Humanities,2011,Female,inbreeding4,0.304635762
Humanities,2012,Male,inbreeding1,0.088709677
Humanities,2012,Male,inbreeding2,0.173387097
Humanities,2012,Male,inbreeding3,0.217741935
Humanities,2012,Male,inbreeding4,0.302419355
Humanities,2012,Female,inbreeding1,0.076704545
Humanities,2012,Female,inbreeding2,0.173295455
Humanities,2012,Female,inbreeding3,0.176136364
Humanities,2012,Female,inbreeding4,0.272727273
Humanities,2013,Male,inbreeding1,0.073800738
Humanities,2013,Male,inbreeding2,0.158671587
Humanities,2013,Male,inbreeding3,0.186346863
Humanities,2013,Male,inbreeding4,0.271217712
Humanities,2013,Female,inbreeding1,0.065268065
Humanities,2013,Female,inbreeding2,0.146853147
Humanities,2013,Female,inbreeding3,0.188811189
Humanities,2013,Female,inbreeding4,0.27039627
Humanities,2014,Male,inbreeding1,0.064829822
Humanities,2014,Male,inbreeding2,0.145867099
Humanities,2014,Male,inbreeding3,0.173419773
Humanities,2014,Male,inbreeding4,0.25445705
Humanities,2014,Female,inbreeding1,0.086075949
Humanities,2014,Female,inbreeding2,0.164556962
Humanities,2014,Female,inbreeding3,0.202531646
Humanities,2014,Female,inbreeding4,0.281012658
Humanities,2015,Male,inbreeding1,0.073083779
Humanities,2015,Male,inbreeding2,0.158645276
Humanities,2015,Male,inbreeding3,0.181818182
Humanities,2015,Male,inbreeding4,0.267379679
Humanities,2015,Female,inbreeding1,0.108597285
Humanities,2015,Female,inbreeding2,0.212669683
Humanities,2015,Female,inbreeding3,0.20361991
Humanities,2015,Female,inbreeding4,0.307692308
Humanities,2016,Male,inbreeding1,0.097288676
Humanities,2016,Male,inbreeding2,0.172248804
Humanities,2016,Male,inbreeding3,0.205741627
Humanities,2016,Male,inbreeding4,0.280701754
Humanities,2016,Female,inbreeding1,0.096330275
Humanities,2016,Female,inbreeding2,0.174311927
Humanities,2016,Female,inbreeding3,0.23853211
Humanities,2016,Female,inbreeding4,0.316513761
Humanities,2017,Male,inbreeding1,0.081939799
Humanities,2017,Male,inbreeding2,0.148829431
Humanities,2017,Male,inbreeding3,0.204013378
Humanities,2017,Male,inbreeding4,0.27090301
Humanities,2017,Female,inbreeding1,0.082251082
Humanities,2017,Female,inbreeding2,0.166666667
Humanities,2017,Female,inbreeding3,0.205627706
Humanities,2017,Female,inbreeding4,0.29004329
Humanities,2018,Male,inbreeding1,0.073873874
Humanities,2018,Male,inbreeding2,0.147747748
Humanities,2018,Male,inbreeding3,0.205405405
Humanities,2018,Male,inbreeding4,0.279279279
Humanities,2018,Female,inbreeding1,0.107142857
Humanities,2018,Female,inbreeding2,0.169642857
Humanities,2018,Female,inbreeding3,0.234375
Humanities,2018,Female,inbreeding4,0.296875
Humanities,2019,Male,inbreeding1,0.108737864
Humanities,2019,Male,inbreeding2,0.190291262
Humanities,2019,Male,inbreeding3,0.229126214
Humanities,2019,Male,inbreeding4,0.310679612
Humanities,2019,Female,inbreeding1,0.091346154
Humanities,2019,Female,inbreeding2,0.182692308
Humanities,2019,Female,inbreeding3,0.221153846
Humanities,2019,Female,inbreeding4,0.3125
Humanities,2020,Male,inbreeding1,0.068396226
Humanities,2020,Male,inbreeding2,0.136792453
Humanities,2020,Male,inbreeding3,0.219339623
Humanities,2020,Male,inbreeding4,0.287735849
Humanities,2020,Female,inbreeding1,0.087272727
Humanities,2020,Female,inbreeding2,0.149090909
Humanities,2020,Female,inbreeding3,0.247272727
Humanities,2020,Female,inbreeding4,0.309090909
Humanities,2021,Male,inbreeding1,0.095238095
Humanities,2021,Male,inbreeding2,0.152380952
Humanities,2021,Male,inbreeding3,0.219047619
Humanities,2021,Male,inbreeding4,0.276190476
Humanities,2021,Female,inbreeding1,0.093877551
Humanities,2021,Female,inbreeding2,0.126530612
Humanities,2021,Female,inbreeding3,0.273469388
Humanities,2021,Female,inbreeding4,0.306122449
Humanities,2022,Male,inbreeding1,0.109589041
Humanities,2022,Male,inbreeding2,0.150684932
Humanities,2022,Male,inbreeding3,0.232876712
Humanities,2022,Male,inbreeding4,0.273972603
Humanities,2022,Female,inbreeding1,0.065420561
Humanities,2022,Female,inbreeding2,0.112149533
Humanities,2022,Female,inbreeding3,0.196261682
Humanities,2022,Female,inbreeding4,0.242990654
Math and Computing,1975,Male,inbreeding1,0
Math and Computing,1975,Male,inbreeding2,0.125
Math and Computing,1975,Male,inbreeding3,0
Math and Computing,1975,Male,inbreeding4,0.125
Math and Computing,1975,Female,inbreeding1,0.333333333
Math and Computing,1975,Female,inbreeding2,0.333333333
Math and Computing,1975,Female,inbreeding3,0.333333333
Math and Computing,1975,Female,inbreeding4,0.333333333
Math and Computing,1976,Male,inbreeding1,0.090909091
Math and Computing,1976,Male,inbreeding2,0.363636364
Math and Computing,1976,Male,inbreeding3,0.136363636
Math and Computing,1976,Male,inbreeding4,0.409090909
Math and Computing,1976,Female,inbreeding1,0
Math and Computing,1976,Female,inbreeding2,0.142857143
Math and Computing,1976,Female,inbreeding3,0
Math and Computing,1976,Female,inbreeding4,0.142857143
Math and Computing,1977,Male,inbreeding1,0.076923077
Math and Computing,1977,Male,inbreeding2,0.230769231
Math and Computing,1977,Male,inbreeding3,0.076923077
Math and Computing,1977,Male,inbreeding4,0.230769231
Math and Computing,1977,Female,inbreeding1,0.125
Math and Computing,1977,Female,inbreeding2,0.125
Math and Computing,1977,Female,inbreeding3,0.25
Math and Computing,1977,Female,inbreeding4,0.25
Math and Computing,1978,Male,inbreeding1,0.052631579
Math and Computing,1978,Male,inbreeding2,0.052631579
Math and Computing,1978,Male,inbreeding3,0.105263158
Math and Computing,1978,Male,inbreeding4,0.105263158
Math and Computing,1978,Female,inbreeding1,0
Math and Computing,1978,Female,inbreeding2,0
Math and Computing,1978,Female,inbreeding3,0.333333333
Math and Computing,1978,Female,inbreeding4,0.333333333
Math and Computing,1979,Male,inbreeding1,0.142857143
Math and Computing,1979,Male,inbreeding2,0.238095238
Math and Computing,1979,Male,inbreeding3,0.19047619
Math and Computing,1979,Male,inbreeding4,0.285714286
Math and Computing,1979,Female,inbreeding1,0
Math and Computing,1979,Female,inbreeding2,0.166666667
Math and Computing,1979,Female,inbreeding3,0.166666667
Math and Computing,1979,Female,inbreeding4,0.333333333
Math and Computing,1980,Male,inbreeding1,0.037037037
Math and Computing,1980,Male,inbreeding2,0.074074074
Math and Computing,1980,Male,inbreeding3,0.111111111
Math and Computing,1980,Male,inbreeding4,0.148148148
Math and Computing,1980,Female,inbreeding1,0.166666667
Math and Computing,1980,Female,inbreeding2,0.166666667
Math and Computing,1980,Female,inbreeding3,0.166666667
Math and Computing,1980,Female,inbreeding4,0.166666667
Math and Computing,1981,Male,inbreeding1,0.032258065
Math and Computing,1981,Male,inbreeding2,0.129032258
Math and Computing,1981,Male,inbreeding3,0.064516129
Math and Computing,1981,Male,inbreeding4,0.161290323
Math and Computing,1981,Female,inbreeding1,0.125
Math and Computing,1981,Female,inbreeding2,0.375
Math and Computing,1981,Female,inbreeding3,0.125
Math and Computing,1981,Female,inbreeding4,0.375
Math and Computing,1982,Male,inbreeding1,0.064516129
Math and Computing,1982,Male,inbreeding2,0.096774194
Math and Computing,1982,Male,inbreeding3,0.161290323
Math and Computing,1982,Male,inbreeding4,0.193548387
Math and Computing,1982,Female,inbreeding1,0.083333333
Math and Computing,1982,Female,inbreeding2,0.25
Math and Computing,1982,Female,inbreeding3,0.166666667
Math and Computing,1982,Female,inbreeding4,0.333333333
Math and Computing,1983,Male,inbreeding1,0.097560976
Math and Computing,1983,Male,inbreeding2,0.170731707
Math and Computing,1983,Male,inbreeding3,0.097560976
Math and Computing,1983,Male,inbreeding4,0.170731707
Math and Computing,1983,Female,inbreeding1,0
Math and Computing,1983,Female,inbreeding2,0.2
Math and Computing,1983,Female,inbreeding3,0.2
Math and Computing,1983,Female,inbreeding4,0.4
Math and Computing,1984,Male,inbreeding1,0.078947368
Math and Computing,1984,Male,inbreeding2,0.157894737
Math and Computing,1984,Male,inbreeding3,0.131578947
Math and Computing,1984,Male,inbreeding4,0.210526316
Math and Computing,1984,Female,inbreeding1,0.166666667
Math and Computing,1984,Female,inbreeding2,0.222222222
Math and Computing,1984,Female,inbreeding3,0.222222222
Math and Computing,1984,Female,inbreeding4,0.277777778
Math and Computing,1985,Male,inbreeding1,0.039215686
Math and Computing,1985,Male,inbreeding2,0.117647059
Math and Computing,1985,Male,inbreeding3,0.117647059
Math and Computing,1985,Male,inbreeding4,0.196078431
Math and Computing,1985,Female,inbreeding1,0.105263158
Math and Computing,1985,Female,inbreeding2,0.210526316
Math and Computing,1985,Female,inbreeding3,0.315789474
Math and Computing,1985,Female,inbreeding4,0.421052632
Math and Computing,1986,Male,inbreeding1,0.054545455
Math and Computing,1986,Male,inbreeding2,0.254545455
Math and Computing,1986,Male,inbreeding3,0.181818182
Math and Computing,1986,Male,inbreeding4,0.381818182
Math and Computing,1986,Female,inbreeding1,0.125
Math and Computing,1986,Female,inbreeding2,0.25
Math and Computing,1986,Female,inbreeding3,0.291666667
Math and Computing,1986,Female,inbreeding4,0.416666667
Math and Computing,1987,Male,inbreeding1,0.066666667
Math and Computing,1987,Male,inbreeding2,0.155555556
Math and Computing,1987,Male,inbreeding3,0.133333333
Math and Computing,1987,Male,inbreeding4,0.222222222
Math and Computing,1987,Female,inbreeding1,0.066666667
Math and Computing,1987,Female,inbreeding2,0.233333333
Math and Computing,1987,Female,inbreeding3,0.233333333
Math and Computing,1987,Female,inbreeding4,0.4
Math and Computing,1988,Male,inbreeding1,0.075
Math and Computing,1988,Male,inbreeding2,0.15
Math and Computing,1988,Male,inbreeding3,0.275
Math and Computing,1988,Male,inbreeding4,0.35
Math and Computing,1988,Female,inbreeding1,0.047619048
Math and Computing,1988,Female,inbreeding2,0.19047619
Math and Computing,1988,Female,inbreeding3,0.095238095
Math and Computing,1988,Female,inbreeding4,0.238095238
Math and Computing,1989,Male,inbreeding1,0.064516129
Math and Computing,1989,Male,inbreeding2,0.129032258
Math and Computing,1989,Male,inbreeding3,0.080645161
Math and Computing,1989,Male,inbreeding4,0.14516129
Math and Computing,1989,Female,inbreeding1,0.111111111
Math and Computing,1989,Female,inbreeding2,0.259259259
Math and Computing,1989,Female,inbreeding3,0.185185185
Math and Computing,1989,Female,inbreeding4,0.333333333
Math and Computing,1990,Male,inbreeding1,0.030769231
Math and Computing,1990,Male,inbreeding2,0.092307692
Math and Computing,1990,Male,inbreeding3,0.169230769
Math and Computing,1990,Male,inbreeding4,0.230769231
Math and Computing,1990,Female,inbreeding1,0.027777778
Math and Computing,1990,Female,inbreeding2,0.138888889
Math and Computing,1990,Female,inbreeding3,0.111111111
Math and Computing,1990,Female,inbreeding4,0.222222222
Math and Computing,1991,Male,inbreeding1,0.09375
Math and Computing,1991,Male,inbreeding2,0.171875
Math and Computing,1991,Male,inbreeding3,0.1875
Math and Computing,1991,Male,inbreeding4,0.265625
Math and Computing,1991,Female,inbreeding1,0.073170732
Math and Computing,1991,Female,inbreeding2,0.219512195
Math and Computing,1991,Female,inbreeding3,0.195121951
Math and Computing,1991,Female,inbreeding4,0.341463415
Math and Computing,1992,Male,inbreeding1,0.075757576
Math and Computing,1992,Male,inbreeding2,0.151515152
Math and Computing,1992,Male,inbreeding3,0.151515152
Math and Computing,1992,Male,inbreeding4,0.227272727
Math and Computing,1992,Female,inbreeding1,0.048780488
Math and Computing,1992,Female,inbreeding2,0.243902439
Math and Computing,1992,Female,inbreeding3,0.170731707
Math and Computing,1992,Female,inbreeding4,0.365853659
Math and Computing,1993,Male,inbreeding1,0.078947368
Math and Computing,1993,Male,inbreeding2,0.157894737
Math and Computing,1993,Male,inbreeding3,0.131578947
Math and Computing,1993,Male,inbreeding4,0.210526316
Math and Computing,1993,Female,inbreeding1,0
Math and Computing,1993,Female,inbreeding2,0.066666667
Math and Computing,1993,Female,inbreeding3,0.133333333
Math and Computing,1993,Female,inbreeding4,0.2
Math and Computing,1994,Male,inbreeding1,0.084337349
Math and Computing,1994,Male,inbreeding2,0.21686747
Math and Computing,1994,Male,inbreeding3,0.168674699
Math and Computing,1994,Male,inbreeding4,0.301204819
Math and Computing,1994,Female,inbreeding1,0.045454545
Math and Computing,1994,Female,inbreeding2,0.181818182
Math and Computing,1994,Female,inbreeding3,0.181818182
Math and Computing,1994,Female,inbreeding4,0.318181818
Math and Computing,1995,Male,inbreeding1,0.051546392
Math and Computing,1995,Male,inbreeding2,0.18556701
Math and Computing,1995,Male,inbreeding3,0.164948454
Math and Computing,1995,Male,inbreeding4,0.298969072
Math and Computing,1995,Female,inbreeding1,0.130434783
Math and Computing,1995,Female,inbreeding2,0.239130435
Math and Computing,1995,Female,inbreeding3,0.239130435
Math and Computing,1995,Female,inbreeding4,0.347826087
Math and Computing,1996,Male,inbreeding1,0.051020408
Math and Computing,1996,Male,inbreeding2,0.153061224
Math and Computing,1996,Male,inbreeding3,0.153061224
Math and Computing,1996,Male,inbreeding4,0.255102041
Math and Computing,1996,Female,inbreeding1,0.24
Math and Computing,1996,Female,inbreeding2,0.28
Math and Computing,1996,Female,inbreeding3,0.3
Math and Computing,1996,Female,inbreeding4,0.34
Math and Computing,1997,Male,inbreeding1,0.111111111
Math and Computing,1997,Male,inbreeding2,0.202020202
Math and Computing,1997,Male,inbreeding3,0.212121212
Math and Computing,1997,Male,inbreeding4,0.303030303
Math and Computing,1997,Female,inbreeding1,0.092307692
Math and Computing,1997,Female,inbreeding2,0.2
Math and Computing,1997,Female,inbreeding3,0.169230769
Math and Computing,1997,Female,inbreeding4,0.276923077
Math and Computing,1998,Male,inbreeding1,0.054054054
Math and Computing,1998,Male,inbreeding2,0.198198198
Math and Computing,1998,Male,inbreeding3,0.108108108
Math and Computing,1998,Male,inbreeding4,0.252252252
Math and Computing,1998,Female,inbreeding1,0.151515152
Math and Computing,1998,Female,inbreeding2,0.287878788
Math and Computing,1998,Female,inbreeding3,0.272727273
Math and Computing,1998,Female,inbreeding4,0.409090909
Math and Computing,1999,Male,inbreeding1,0.076388889
Math and Computing,1999,Male,inbreeding2,0.173611111
Math and Computing,1999,Male,inbreeding3,0.194444444
