gender,w_ranking,inbreeding1,inbreeding2,inbreeding3,inbreeding4
Male,495,0.149659864,0.244897959,0.319727891,0.414965986
Female,495,0.107913669,0.172661871,0.366906475,0.431654676
Male,497,0.121134021,0.242268041,0.255154639,0.37628866
Female,497,0.15625,0.256944444,0.322916667,0.423611111
Male,500,0.014814815,0.037037037,0.118518519,0.140740741
Female,500,0.013513514,0.027027027,0.094594595,0.108108108
Male,501,0.229357798,0.321100917,0.385321101,0.47706422
Female,501,0.165048544,0.233009709,0.359223301,0.427184466
Male,504,0.104265403,0.289099526,0.248815166,0.433649289
Female,504,0.116504854,0.218446602,0.291262136,0.393203883
Male,507,0.129692833,0.235494881,0.354948805,0.460750853
Female,507,0.219354839,0.322580645,0.464516129,0.567741935
Male,510,0.043010753,0.086021505,0.107526882,0.150537634
Female,510,0.043478261,0.086956522,0.065217391,0.108695652
Male,512,0.05904059,0.177121771,0.162361624,0.280442804
Female,512,0.097142857,0.251428571,0.234285714,0.388571429
Male,517,0.345794393,0.420560748,0.476635514,0.551401869
Female,517,0.452631579,0.547368421,0.515789474,0.610526316
Male,520,0.313807531,0.40167364,0.460251046,0.548117155
Female,520,0.381322957,0.439688716,0.517509728,0.575875486
Male,525,0.243243243,0.310810811,0.527027027,0.594594595
Female,525,0.292207792,0.344155844,0.61038961,0.662337662
Male,526,0.101769912,0.132743363,0.278761062,0.309734513
Female,526,0.133802817,0.161971831,0.267605634,0.295774648
Male,531,0.314049587,0.380165289,0.475206612,0.541322314
Female,531,0.355311355,0.41025641,0.490842491,0.545787546
Male,537,0.074324324,0.101351351,0.168918919,0.195945946
Female,537,0.153846154,0.164835165,0.340659341,0.351648352
Male,540,0.350877193,0.469298246,0.434210526,0.552631579
Female,540,0.317647059,0.429411765,0.429411765,0.541176471
Male,541,0.166666667,0.166666667,0.333333333,0.333333333
Female,541,0,0,0,0
Male,544,0.016,0.16,0.072,0.216
Female,544,0.012987013,0.272727273,0.103896104,0.363636364
Male,547,0.111111111,0.355072464,0.224637681,0.468599034
Female,547,0.115207373,0.400921659,0.248847926,0.534562212
Male,551,0.102661597,0.136882129,0.224334601,0.258555133
Female,551,0.07960199,0.104477612,0.258706468,0.28358209
Male,554,0.25,0.336956522,0.391304348,0.47826087
Female,554,0.252525253,0.343434343,0.424242424,0.515151515
Male,558,0.082802548,0.108280255,0.261146497,0.286624204
Female,558,0.15,0.166666667,0.35,0.366666667
Male,559,0,0,0.1,0.1
Female,559,0,0,0.333333333,0.333333333
Male,560,0.0625,0.625,0.0625,0.625
Female,560,0,0.545454545,0,0.545454545
Male,561,0.2,0.233333333,0.322222222,0.355555556
Female,561,0.191780822,0.219178082,0.273972603,0.301369863
Male,562,0,0,0,0
Female,562,0,0.333333333,0,0.333333333
Male,564,0.126213592,0.155339806,0.310679612,0.339805825
Female,564,0.161290323,0.212903226,0.361290323,0.412903226
Male,569,1,1,1,1
Female,570,0.136904762,0.208333333,0.416666667,0.488095238
Male,570,0.205128205,0.262820513,0.442307692,0.5
Female,573,0.22826087,0.510869565,0.402173913,0.684782609
Male,573,0.246575342,0.479452055,0.369863014,0.602739726
Female,576,0.046610169,0.063559322,0.207627119,0.224576271
Male,576,0.045454545,0.073863636,0.244318182,0.272727273
Female,579,0.083333333,0.180555556,0.212962963,0.310185185
Male,579,0.044642857,0.133928571,0.214285714,0.303571429
Female,582,0.1,0.6,0.15,0.65
Male,582,0.125,0.5625,0.1875,0.625
Female,583,0.063043478,0.126086957,0.197826087,0.260869565
Male,583,0.089171975,0.149681529,0.257961783,0.318471338
Female,587,0.150943396,0.251572327,0.34591195,0.446540881
Male,587,0.139240506,0.240506329,0.392405063,0.493670886
Female,590,0.080139373,0.12543554,0.153310105,0.198606272
Male,590,0.077419355,0.141935484,0.206451613,0.270967742
Female,591,0,0,0,0
Male,591,0,0,0,0
Female,593,0.093841642,0.19941349,0.234604106,0.340175953
Male,593,0.029268293,0.126829268,0.234146341,0.331707317
Female,598,0.111111111,0.185185185,0.243386243,0.317460317
Male,598,0.110169492,0.186440678,0.245762712,0.322033898
Female,599,0.012658228,0.240506329,0.189873418,0.417721519
Male,599,0,0.238095238,0.047619048,0.285714286
Female,605,0.186868687,0.247474747,0.303030303,0.363636364
Male,605,0.133333333,0.17037037,0.303703704,0.340740741
Female,611,0.243902439,0.43495935,0.341463415,0.532520325
Male,611,0.323353293,0.54491018,0.45508982,0.676646707
Female,615,0.076190476,0.085714286,0.266666667,0.276190476
Male,615,0.044444444,0.044444444,0.177777778,0.177777778
Female,618,0.163934426,0.22295082,0.318032787,0.37704918
Male,618,0.134529148,0.246636771,0.282511211,0.394618834
Female,624,0.025641026,0.051282051,0.102564103,0.128205128
Male,624,0,0.1,0.05,0.15
Female,625,0.118483412,0.194312796,0.341232227,0.417061611
Male,625,0.17679558,0.26519337,0.392265193,0.480662983
Female,629,0.03030303,0.060606061,0.090909091,0.121212121
Male,629,0.111111111,0.111111111,0.333333333,0.333333333
Female,631,0,0,0.142857143,0.142857143
Male,631,0,0,0,0
Female,632,0.176470588,0.294117647,0.294117647,0.411764706
Male,632,0,0,0.333333333,0.333333333
Female,633,0.081395349,0.166666667,0.220930233,0.30620155
Male,633,0.072847682,0.125827815,0.205298013,0.258278146
Female,639,0.088435374,0.217687075,0.183673469,0.31292517
Male,639,0.085106383,0.212765957,0.14893617,0.276595745
Female,643,0.12267658,0.178438662,0.252788104,0.308550186
Male,643,0.16,0.226666667,0.28,0.346666667
Female,649,0,0.011904762,0.119047619,0.130952381
Male,649,0.042553191,0.127659574,0.170212766,0.255319149
Female,652,0.454545455,0.590909091,0.681818182,0.818181818
Male,652,0.458333333,0.625,0.625,0.791666667
Female,653,0.079545455,0.151515152,0.212121212,0.284090909
Male,653,0.088235294,0.147058824,0.205882353,0.264705882
Female,661,0.36,0.653333333,0.426666667,0.72
Male,661,0.428571429,0.714285714,0.485714286,0.771428571
Female,662,0.131707317,0.248780488,0.273170732,0.390243902
Male,662,0.163398693,0.300653595,0.287581699,0.424836601
Female,667,0.097472924,0.180505415,0.252707581,0.335740072
Male,667,0.128205128,0.198717949,0.224358974,0.294871795
Female,673,0.078651685,0.157303371,0.179775281,0.258426966
Male,673,0.097560976,0.158536585,0.231707317,0.292682927
Female,676,0.220472441,0.251968504,0.385826772,0.417322835
Male,676,0.326666667,0.393333333,0.486666667,0.553333333
Female,677,0.136363636,0.181818182,0.181818182,0.227272727
Male,677,0,0.4,0,0.4
Female,679,0.022058824,0.088235294,0.125,0.191176471
Male,679,0,0.05,0.225,0.275
Female,684,0.105263158,0.153110048,0.224880383,0.272727273
Male,684,0.082802548,0.165605096,0.242038217,0.324840764
Female,686,0,0.2,0,0.2
Male,686,0,0,0,0
Female,688,0.193548387,0.491935484,0.290322581,0.588709677
Male,688,0.2,0.56,0.22,0.58
Female,693,0.08974359,0.16025641,0.205128205,0.275641026
Male,693,0.094594595,0.121621622,0.27027027,0.297297297
Female,695,0.209677419,0.451612903,0.290322581,0.532258065
Male,695,0.184615385,0.415384615,0.384615385,0.615384615
Female,696,0.083333333,0.083333333,0.583333333,0.583333333
Male,696,0.222222222,0.222222222,0.555555556,0.555555556
Female,698,0.116504854,0.194174757,0.247572816,0.325242718
Male,698,0.058139535,0.139534884,0.26744186,0.348837209
Female,702,0.028368794,0.04964539,0.170212766,0.191489362
Male,702,0.03960396,0.099009901,0.237623762,0.297029703
Female,708,0.136752137,0.170940171,0.324786325,0.358974359
Male,708,0.041666667,0.083333333,0.208333333,0.25
Female,710,0.119001919,0.307101727,0.318618042,0.50671785
Male,710,0.126279863,0.279863481,0.300341297,0.453924915
Female,717,0.102473498,0.190812721,0.261484099,0.349823322
Male,717,0.110526316,0.205263158,0.3,0.394736842
Female,722,0.268421053,0.310526316,0.4,0.442105263
Male,722,0.386363636,0.448863636,0.494318182,0.556818182
Female,725,0.075862069,0.227586207,0.193103448,0.344827586
Male,725,0.151162791,0.313953488,0.244186047,0.406976744
Female,728,0.111111111,0.111111111,0.222222222,0.222222222
Male,728,0.666666667,0.666666667,0.666666667,0.666666667
Female,730,0.037037037,0.074074074,0.111111111,0.148148148
Male,730,0.25,0.25,0.321428571,0.321428571
Female,732,0.181818182,0.189393939,0.28030303,0.287878788
Male,732,0.157142857,0.171428571,0.371428571,0.385714286
Female,735,0.032258065,0.032258065,0.193548387,0.193548387
Male,735,0,0,0.222222222,0.222222222
Female,736,0.055555556,0.055555556,0.333333333,0.333333333
Male,736,0.1,0.15,0.4,0.45
Female,739,0.1875,0.386363636,0.340909091,0.539772727
Male,739,0.166666667,0.377777778,0.366666667,0.577777778
Female,744,0.25,0.5,0.25,0.5
Male,744,0,0,0,0
Female,745,0.147540984,0.204918033,0.303278689,0.360655738
Male,745,0.165137615,0.220183486,0.247706422,0.302752294
Female,750,0.0546875,0.158854167,0.1796875,0.283854167
Male,750,0.090909091,0.181818182,0.247474747,0.338383838
Female,756,0.777777778,0.777777778,0.777777778,0.777777778
Male,756,0.466666667,0.733333333,0.6,0.866666667
Female,757,0.223880597,0.649253731,0.350746269,0.776119403
Male,757,0.19047619,0.511904762,0.345238095,0.666666667
Female,759,0.097222222,0.259259259,0.240740741,0.402777778
Male,759,0.141935484,0.24516129,0.309677419,0.412903226
Female,764,0.085820896,0.388059701,0.220149254,0.52238806
Male,764,0.076502732,0.491803279,0.202185792,0.617486339
Female,767,0.05,0.125,0.15,0.225
Male,767,0,0.064935065,0.194805195,0.25974026
Female,770,0.165333333,0.24,0.282666667,0.357333333
Male,770,0.23125,0.334375,0.3875,0.490625
Female,775,0,0,0.333333333,0.333333333
Male,775,0.125,0.125,0.25,0.25
Female,776,0.137931034,0.24137931,0.310344828,0.413793103
Male,776,0.277777778,0.5,0.277777778,0.5
Female,779,0.118644068,0.186440678,0.271186441,0.338983051
Male,779,0.117647059,0.147058824,0.352941176,0.382352941
Female,782,0.252173913,0.32173913,0.386956522,0.456521739
Male,782,0.284883721,0.401162791,0.476744186,0.593023256
Female,787,0.376470588,0.564705882,0.505882353,0.694117647
Male,787,0.375,0.597222222,0.5,0.722222222
Female,789,0.098214286,0.133928571,0.294642857,0.330357143
Male,789,0.048387097,0.096774194,0.177419355,0.225806452
Female,794,0.1,0.254166667,0.208333333,0.3625
Male,794,0.081632653,0.197278912,0.170068027,0.285714286
Female,801,0.161572052,0.318777293,0.283842795,0.441048035
Male,801,0.181818182,0.306220096,0.311004785,0.435406699
Female,807,0.145038168,0.335877863,0.284987277,0.475826972
Male,807,0.095505618,0.264044944,0.297752809,0.466292135
Female,812,0.1,0.233333333,0.216666667,0.35
Male,812,0.054054054,0.216216216,0.135135135,0.297297297
Female,814,0.275862069,0.310344828,0.471264368,0.505747126
Male,814,0.25,0.266666667,0.466666667,0.483333333
Female,815,0,0,0,0
Male,815,0.5,1,0.5,1
Female,816,0.139372822,0.303135889,0.285714286,0.449477352
Male,816,0.169014085,0.319248826,0.323943662,0.474178404
Female,821,0.096551724,0.155172414,0.34137931,0.4
Male,821,0.065989848,0.14213198,0.289340102,0.365482234
Female,826,0.095041322,0.140495868,0.260330579,0.305785124
Male,826,0.118881119,0.174825175,0.314685315,0.370629371
Female,831,0.065217391,0.326086957,0.152173913,0.413043478
Male,831,0.065217391,0.239130435,0.239130435,0.413043478
Female,835,0.163120567,0.283687943,0.304964539,0.425531915
Male,835,0.175925926,0.324074074,0.268518519,0.416666667
Female,844,0.128686327,0.190348525,0.345844504,0.407506702
Male,844,0.180156658,0.240208877,0.375979112,0.436031332
Female,849,0.016666667,0.133333333,0.133333333,0.25
Male,849,0.055555556,0.166666667,0.138888889,0.25
Female,852,0.159090909,0.392045455,0.301136364,0.534090909
Male,852,0.195,0.46,0.365,0.63
Female,853,0.375,0.53125,0.625,0.78125
Male,853,0.333333333,0.458333333,0.604166667,0.729166667
Female,856,0.066225166,0.178807947,0.132450331,0.245033113
Male,856,0.074074074,0.148148148,0.148148148,0.222222222
Female,860,0.206896552,0.267241379,0.387931034,0.448275862
Male,860,0.119047619,0.19047619,0.30952381,0.380952381
Female,865,0.5,0.5,0.5,0.5
Male,865,0.75,0.75,1,1
Female,866,0.326530612,0.485714286,0.497959184,0.657142857
Male,866,0.370629371,0.513986014,0.541958042,0.685314685
Female,870,0.5,0.5,0.5,0.5
Male,870,0.5,0.5,0.5,0.5
Female,871,0.164251208,0.323671498,0.231884058,0.391304348
Male,871,0.132183908,0.310344828,0.212643678,0.390804598
Female,872,0.020833333,0.041666667,0.3125,0.333333333
Male,872,0.076923077,0.076923077,0.307692308,0.307692308
Female,875,0.233918129,0.315789474,0.415204678,0.497076023
Male,875,0.207207207,0.261261261,0.36036036,0.414414414
Female,879,0.264,0.312,0.4,0.448
Male,879,0.322834646,0.362204724,0.543307087,0.582677165
Female,880,0.05,0.125,0.1,0.175
Male,880,0,0.032258065,0.129032258,0.161290323
Female,881,0,0,0,0
Male,881,0.333333333,0.333333333,0.666666667,0.666666667
Female,884,0.058823529,0.08496732,0.307189542,0.333333333
Male,884,0.056818182,0.068181818,0.295454545,0.306818182
Female,889,0.073417722,0.17721519,0.248101266,0.351898734
Male,889,0.110552764,0.24120603,0.301507538,0.432160804
Female,896,0.10483871,0.286290323,0.286290323,0.467741935
Male,896,0.127572016,0.271604938,0.251028807,0.395061728
Female,901,0.164305949,0.467422096,0.277620397,0.580736544
Male,901,0.131944444,0.368055556,0.277777778,0.513888889
Female,903,0,0.166666667,0.166666667,0.333333333
Male,903,0,0,0,0
Female,907,0.104395604,0.313186813,0.181318681,0.39010989
Male,907,0.041666667,0.319444444,0.138888889,0.416666667
Female,909,0,0.5,0,0.5
Male,909,0.333333333,0.333333333,1,1
Female,912,0.119815668,0.188940092,0.299539171,0.368663594
Male,912,0.214285714,0.351648352,0.340659341,0.478021978
Female,917,0.06185567,0.170103093,0.211340206,0.319587629
Male,917,0.074829932,0.183673469,0.265306122,0.37414966
Female,920,0.054878049,0.103658537,0.179878049,0.228658537
Male,920,0.048780488,0.109756098,0.158536585,0.219512195
Female,923,0,0,0,0
Male,923,0,0,0,0
Female,926,0,0.159090909,0.090909091,0.25
Male,926,0,0.172413793,0.172413793,0.344827586
Female,927,0.192307692,0.5,0.230769231,0.538461538
Male,927,0.322580645,0.580645161,0.451612903,0.709677419
Female,928,0.202531646,0.329113924,0.291139241,0.417721519
Male,928,0.127659574,0.340425532,0.14893617,0.361702128
Female,930,0.06557377,0.147540984,0.163934426,0.245901639
Male,930,0.097560976,0.146341463,0.341463415,0.390243902
Female,932,0.183098592,0.281690141,0.422535211,0.521126761
Male,932,0.136363636,0.181818182,0.454545455,0.5
Female,935,0.129707113,0.205020921,0.276150628,0.351464435
Male,935,0.080536913,0.134228188,0.241610738,0.295302013
Female,940,0.269736842,0.592105263,0.394736842,0.717105263
Male,940,0.25862069,0.431034483,0.413793103,0.586206897
Female,943,0.054878049,0.225609756,0.195121951,0.365853659
Male,943,0.164179104,0.313432836,0.253731343,0.402985075
Female,948,0.114503817,0.351145038,0.236641221,0.473282443
Male,948,0.125,0.284090909,0.227272727,0.386363636
Female,951,0.105263158,0.157894737,0.263157895,0.315789474
Male,951,0.111111111,0.222222222,0.333333333,0.444444444
Female,953,0.083916084,0.118881119,0.237762238,0.272727273
Male,953,0.069306931,0.089108911,0.297029703,0.316831683
Female,954,0.076923077,0.230769231,0.307692308,0.461538462
Male,954,0,0,0.333333333,0.333333333
Female,958,0,0,0,0
Male,958,0.111111111,0.222222222,0.111111111,0.222222222
Female,959,0.091463415,0.182926829,0.18902439,0.280487805
Male,959,0.086021505,0.161290323,0.204301075,0.279569892
Female,964,0.130434783,0.15942029,0.31884058,0.347826087
Male,964,0.142857143,0.178571429,0.25,0.285714286
Female,966,0.017241379,0.051724138,0.120689655,0.155172414
Male,966,0.152173913,0.217391304,0.413043478,0.47826087
Female,970,0.127388535,0.414012739,0.27388535,0.560509554
Male,970,0.091603053,0.366412214,0.221374046,0.496183206
Female,975,0.2,0.2,0.2,0.2
Male,975,0.166666667,0.333333333,0.166666667,0.333333333
Female,976,0.666666667,0.666666667,0.833333333,0.833333333
Male,976,0.333333333,0.666666667,0.333333333,0.666666667
Female,977,0.103921569,0.358823529,0.209803922,0.464705882
Male,977,0.150289017,0.352601156,0.329479769,0.531791908
Female,979,0,0,0.416666667,0.416666667
Male,979,0,0,0.538461538,0.538461538
Female,982,0,0.2,0.1,0.3
Male,982,0.6,0.8,0.8,1
Female,984,0.147826087,0.191304348,0.365217391,0.408695652
Male,984,0.1875,0.197916667,0.40625,0.416666667
Female,986,0.5,1,0.5,1
Male,986,0,0,0,0
Female,989,0.056818182,0.079545455,0.136363636,0.159090909
Male,989,0.092105263,0.184210526,0.210526316,0.302631579
Female,992,0.089473684,0.226315789,0.2,0.336842105
Male,992,0.1,0.309090909,0.190909091,0.4
Female,997,0.137931034,0.189655172,0.396551724,0.448275862
Male,997,0.054054054,0.108108108,0.189189189,0.243243243
Female,1002,0.109649123,0.263157895,0.26754386,0.421052632
Male,1002,0.185365854,0.302439024,0.380487805,0.497560976
Female,1003,0,0,0.166666667,0.166666667
Male,1008,0.040816327,0.12244898,0.06122449,0.142857143
Female,1008,0.071428571,0.166666667,0.095238095,0.19047619
Male,1012,0.102564103,0.461538462,0.256410256,0.615384615
Female,1012,0,0.285714286,0.142857143,0.428571429
Male,1013,0.209876543,0.25308642,0.382716049,0.425925926
Female,1013,0.266666667,0.322222222,0.511111111,0.566666667
Male,1016,0.090909091,0.454545455,0.181818182,0.545454545
Female,1016,0.064516129,0.35483871,0.129032258,0.419354839
Male,1017,0.096774194,0.216589862,0.285714286,0.405529954
Female,1017,0.1,0.183333333,0.277777778,0.361111111
Male,1022,0.128205128,0.256410256,0.346153846,0.474358974
Female,1022,0.184782609,0.304347826,0.336956522,0.456521739
Male,1026,0,0,0,0
Female,1026,0,0,0,0
Male,1027,0.179012346,0.617283951,0.24691358,0.685185185
Female,1027,0.216494845,0.494845361,0.298969072,0.577319588
Male,1032,0.115942029,0.246376812,0.31884058,0.449275362
Female,1032,0.104,0.248,0.232,0.376
Male,1036,0.08,0.24,0.26,0.42
Female,1036,0.181818182,0.181818182,0.363636364,0.363636364
Male,1037,0.04,0.24,0.06,0.26
Female,1037,0.133333333,0.266666667,0.2,0.333333333
Male,1042,0.039215686,0.098039216,0.137254902,0.196078431
Female,1042,0.025,0.075,0.1625,0.2125
Male,1046,0.14,0.26,0.2,0.32
Female,1046,0.104166667,0.25,0.333333333,0.479166667
Male,1047,0,0,0,0
Female,1047,0,0,0.25,0.25
Male,1049,0.136231884,0.191304348,0.275362319,0.330434783
Female,1049,0.246376812,0.309178744,0.396135266,0.458937198
Male,1051,0,0,0,0
Female,1051,0,0.333333333,0.333333333,0.666666667
Male,1054,0,0,0,0
Female,1056,0,0,0.5,0.5
Male,1059,0.179775281,0.415730337,0.235955056,0.471910112
Female,1059,0.166666667,0.423076923,0.243589744,0.5
Male,1060,0.113402062,0.216494845,0.237113402,0.340206186
Female,1060,0.077922078,0.116883117,0.194805195,0.233766234
Male,1066,0.281690141,0.323943662,0.394366197,0.436619718
Female,1066,0.169230769,0.276923077,0.238461538,0.346153846
Male,1069,0.147727273,0.431818182,0.261363636,0.545454545
Female,1069,0.055555556,0.222222222,0.138888889,0.305555556
Male,1070,0.041666667,0.458333333,0.041666667,0.458333333
Female,1070,0,0.166666667,0,0.166666667
Male,1071,0.555555556,0.555555556,0.666666667,0.666666667
Female,1071,0.125,0.5,0.5,0.875
Male,1072,0.286956522,0.343478261,0.408695652,0.465217391
Female,1072,0.236607143,0.361607143,0.375,0.5
Male,1074,0,0.076923077,0.076923077,0.153846154
Female,1074,0.142857143,0.142857143,0.285714286,0.285714286
Male,1080,0.095041322,0.301652893,0.20661157,0.41322314
Female,1080,0.099415205,0.251461988,0.280701754,0.432748538
Male,1082,0.203703704,0.333333333,0.37037037,0.5
Female,1082,0.161290323,0.290322581,0.419354839,0.548387097
Male,1085,0.17,0.295,0.35,0.475
Female,1085,0.204081633,0.357142857,0.37755102,0.530612245
Male,1086,0,0,0.058823529,0.058823529
Female,1086,0,0.117647059,0.058823529,0.176470588
Male,1088,0.141025641,0.222222222,0.282051282,0.363247863
Female,1088,0.082474227,0.164948454,0.24742268,0.329896907
Male,1093,0,0,0,0
Female,1093,0,0,0,0
Male,1095,0.126829268,0.214634146,0.248780488,0.336585366
Female,1095,0.088,0.184,0.248,0.344
Male,1097,0.5,0.75,0.5,0.75
Female,1097,0.857142857,0.857142857,0.857142857,0.857142857
Male,1099,0.125,0.3,0.275,0.45
Female,1099,0.051282051,0.153846154,0.230769231,0.333333333
Male,1101,0.068627451,0.333333333,0.274509804,0.539215686
Female,1101,0.088495575,0.530973451,0.159292035,0.601769912
Male,1103,0.03125,0.125,0.03125,0.125
Female,1103,0,0.285714286,0.107142857,0.392857143
Male,1104,0,0.086956522,0,0.086956522
Female,1104,0,0.0625,0,0.0625
Male,1106,0.032258065,0.040322581,0.233870968,0.241935484
Female,1106,0.18852459,0.213114754,0.352459016,0.37704918
Male,1109,0,0,0,0
Female,1109,0,0,0,0
Male,1110,1,1,1,1
Female,1113,0.088607595,0.240506329,0.234177215,0.386075949
Male,1113,0.197368421,0.434210526,0.302631579,0.539473684
Female,1116,0.033333333,0.2,0.166666667,0.333333333
Male,1116,0.032258065,0.193548387,0.064516129,0.225806452
Female,1121,0.083969466,0.198473282,0.198473282,0.312977099
Male,1121,0.113821138,0.170731707,0.325203252,0.382113821
Female,1122,0.272727273,0.636363636,0.363636364,0.727272727
Male,1122,0.5,0.75,0.666666667,0.916666667
Female,1123,0.05,0.15,0.1,0.2
Male,1123,0,0,0.083333333,0.083333333
Female,1126,0.140127389,0.292993631,0.25477707,0.407643312
Male,1126,0.109489051,0.306569343,0.255474453,0.452554745
Female,1129,0.05,0.15,0.15,0.25
Male,1129,0.096774194,0.161290323,0.193548387,0.258064516
Female,1130,0,0.2,0,0.2
Male,1130,0.090909091,0.363636364,0.181818182,0.454545455
Female,1132,0.432835821,0.567164179,0.52238806,0.656716418
Male,1132,0.392857143,0.464285714,0.482142857,0.553571429
Female,1136,0.048387097,0.080645161,0.177419355,0.209677419
Male,1136,0.021276596,0.234042553,0.085106383,0.29787234
Female,1138,0,0,0,0
Male,1140,0.076555024,0.167464115,0.186602871,0.277511962
Female,1140,0.06870229,0.244274809,0.167938931,0.34351145
Male,1141,0,0,0.113636364,0.113636364
Female,1141,0,0,0,0
Male,1145,0.121212121,0.757575758,0.151515152,0.787878788
Female,1145,0.148148148,0.518518519,0.259259259,0.62962963
Male,1146,0,0.176470588,0.058823529,0.235294118
Female,1146,0,0.307692308,0,0.307692308
Male,1147,0.090225564,0.285714286,0.218045113,0.413533835
Female,1147,0.212962963,0.305555556,0.361111111,0.453703704
Male,1151,0.372881356,0.423728814,0.644067797,0.694915254
Female,1151,0.473684211,0.5,0.605263158,0.631578947
Male,1153,0.068493151,0.109589041,0.219178082,0.260273973
Female,1153,0.034482759,0.137931034,0.103448276,0.206896552
Male,1155,0.142857143,0.523809524,0.226190476,0.607142857
Female,1155,0.142857143,0.519480519,0.272727273,0.649350649
Male,1158,0.076923077,0.338461538,0.184615385,0.446153846
Female,1158,0.074074074,0.259259259,0.148148148,0.333333333
Male,1159,0,0.285714286,0,0.285714286
Female,1159,0,0,0.142857143,0.142857143
Male,1163,0.027027027,0.189189189,0.108108108,0.27027027
Female,1163,0.04,0.1,0.1,0.16
Male,1167,0.075757576,0.318181818,0.151515152,0.393939394
Female,1167,0.064516129,0.225806452,0.161290323,0.322580645
Male,1172,0.11875,0.18125,0.2875,0.35
Female,1172,0.242990654,0.317757009,0.401869159,0.476635514
Male,1180,0.103448276,0.137931034,0.137931034,0.172413793
Female,1180,0.115384615,0.192307692,0.153846154,0.230769231
Male,1184,0.092436975,0.151260504,0.268907563,0.327731092
Female,1184,0.098591549,0.211267606,0.267605634,0.38028169
Male,1190,0.195804196,0.286713287,0.405594406,0.496503497
Female,1190,0.23183391,0.335640138,0.501730104,0.605536332
Male,1198,0.246478873,0.394366197,0.433098592,0.580985915
Female,1198,0.311965812,0.465811966,0.482905983,0.636752137
Male,1203,0.091176471,0.247058824,0.217647059,0.373529412
Female,1203,0.118705036,0.302158273,0.248201439,0.431654676
Male,1205,0.025641026,0.461538462,0.025641026,0.461538462
Female,1205,0,0.368421053,0,0.368421053
Male,1207,0,0,0,0
Female,1208,0.0625,0.211538462,0.197115385,0.346153846
Male,1208,0.090909091,0.242424242,0.171717172,0.323232323
Female,1209,0.235294118,0.470588235,0.294117647,0.529411765
Male,1209,0.333333333,0.333333333,0.333333333,0.333333333
Female,1210,0,0,0,0
Male,1210,0,0,0,0
Female,1212,0,0,0,0
Male,1213,0,0,0,0
Female,1213,0,1,0,1
Male,1216,0.138888889,0.361111111,0.25,0.472222222
Female,1216,0.142857143,0.285714286,0.238095238,0.380952381
Male,1218,0.285714286,0.392857143,0.464285714,0.571428571
Female,1218,0.085714286,0.257142857,0.142857143,0.314285714
Male,1222,0.037735849,0.132075472,0.132075472,0.226415094
Female,1222,0.083333333,0.388888889,0.111111111,0.416666667
Male,1224,0,0,0,0
Female,1224,0,0,0,0
Male,1225,0.163636364,0.242424242,0.345454545,0.424242424
Female,1225,0.253623188,0.326086957,0.463768116,0.536231884
Male,1226,0,0,0.25,0.25
Female,1226,0,0,0.111111111,0.111111111
Male,1229,0,0,0,0
Female,1229,0,0,0,0
Male,1230,0,0,0,0
Female,1233,0.054054054,0.252252252,0.189189189,0.387387387
Male,1233,0.086956522,0.289855072,0.188405797,0.391304348
Female,1237,0,0.2,0.2,0.4
Male,1237,0,0,0,0
Female,1239,0.060344828,0.094827586,0.172413793,0.206896552
Male,1239,0.0625,0.09375,0.078125,0.109375
Female,1240,0,0.5,0.214285714,0.714285714
Male,1240,0,0.75,0,0.75
Female,1243,0.111111111,0.242424242,0.222222222,0.353535354
Male,1243,0.086419753,0.320987654,0.185185185,0.419753086
Female,1249,0,0,1,1
Male,1250,0.454545455,0.5,0.636363636,0.681818182
Female,1250,0.714285714,0.785714286,0.714285714,0.785714286
Male,1251,0.096153846,0.384615385,0.134615385,0.423076923
Female,1251,0.096774194,0.387096774,0.161290323,0.451612903
Male,1254,0.08627451,0.180392157,0.282352941,0.376470588
Female,1254,0.082758621,0.151724138,0.344827586,0.413793103
Male,1256,0.268292683,0.390243902,0.463414634,0.585365854
Female,1256,0.186046512,0.302325581,0.348837209,0.465116279
Male,1258,0.052631579,0.210526316,0.210526316,0.368421053
Female,1258,0.16,0.16,0.2,0.2
Male,1259,0,0.176470588,0.058823529,0.235294118
Female,1259,0,0.375,0,0.375
Male,1261,0.151219512,0.27804878,0.268292683,0.395121951
Female,1261,0.157534247,0.253424658,0.260273973,0.356164384
Male,1262,0,0,0,0
Female,1262,0,0,0,0
Male,1266,0.096774194,0.112903226,0.201612903,0.217741935
Female,1266,0.046511628,0.069767442,0.279069767,0.302325581
Male,1271,0.030769231,0.076923077,0.138461538,0.184615385
Female,1271,0.019230769,0.038461538,0.173076923,0.192307692
Male,1272,0.5,1,0.5,1
Female,1274,0,0,0,0
Male,1274,0.333333333,0.333333333,0.333333333,0.333333333
Female,1275,0.071856287,0.191616766,0.179640719,0.299401198
Male,1275,0.088235294,0.294117647,0.225490196,0.431372549
Female,1276,0.523809524,0.904761905,0.523809524,0.904761905
Male,1276,0.727272727,0.863636364,0.772727273,0.909090909
Female,1281,0.12109375,0.16015625,0.37109375,0.41015625
Male,1281,0.193965517,0.262931034,0.400862069,0.469827586
Female,1287,0,0,0,0
Male,1287,0,0,0,0
Female,1288,0.114942529,0.413793103,0.16091954,0.459770115
Male,1288,0.178217822,0.425742574,0.326732673,0.574257426
Female,1289,0,0.2,0.2,0.4
