gender,w_ranking,inbreeding1,inbreeding2,inbreeding3,inbreeding4
Male,1289,0,0.25,0,0.25
Female,1291,0.03968254,0.158730159,0.150793651,0.26984127
Male,1291,0.116504854,0.252427184,0.174757282,0.310679612
Female,1295,0.1,0.2,0.1,0.2
Male,1295,0,0.083333333,0,0.083333333
Female,1301,0.127777778,0.388888889,0.227777778,0.488888889
Male,1301,0.134020619,0.412371134,0.206185567,0.484536082
Female,1303,0.107692308,0.2,0.184615385,0.276923077
Male,1303,0.117647059,0.205882353,0.205882353,0.294117647
Female,1305,0.125,0.3125,0.375,0.5625
Male,1305,0,0.222222222,0.111111111,0.333333333
Female,1308,0.25,0.375,0.25,0.375
Male,1308,0.5,0.5,0.5,0.5
Female,1309,0.066666667,0.133333333,0.2,0.266666667
Male,1309,0.054054054,0.243243243,0.216216216,0.405405405
Female,1313,0,0.086956522,0.02173913,0.108695652
Male,1313,0,0.130434783,0,0.130434783
Female,1314,0.183544304,0.449367089,0.284810127,0.550632911
Male,1314,0.245283019,0.465408805,0.383647799,0.603773585
Female,1316,0,0,0,0
Male,1317,0.114803625,0.205438066,0.253776435,0.344410876
Female,1317,0.117924528,0.20754717,0.287735849,0.377358491
Male,1318,0,0.333333333,0,0.333333333
Female,1318,0,0,0,0
Male,1319,0.137931034,0.482758621,0.24137931,0.586206897
Female,1319,0.086956522,0.608695652,0.217391304,0.739130435
Male,1320,0.083333333,0.291666667,0.125,0.333333333
Female,1320,0.04,0.2,0.08,0.24
Male,1322,0.6,0.8,0.6,0.8
Female,1322,0.421052632,0.526315789,0.421052632,0.526315789
Male,1323,0,0,0,0
Female,1325,0,0.1875,0.0625,0.25
Male,1325,0,0.125,0,0.125
Female,1327,0.147928994,0.272189349,0.230769231,0.355029586
Male,1327,0.133333333,0.241666667,0.316666667,0.425
Female,1328,0,0.357142857,0.071428571,0.428571429
Male,1328,0,0.285714286,0.142857143,0.428571429
Female,1329,0.046153846,0.2,0.2,0.353846154
Male,1329,0.051282051,0.282051282,0.230769231,0.461538462
Female,1332,0.454545455,0.636363636,0.545454545,0.727272727
Male,1332,0.230769231,0.384615385,0.461538462,0.615384615
Female,1334,0.25,0.6,0.25,0.6
Male,1334,0,0.3,0.1,0.4
Female,1338,0.089285714,0.3125,0.214285714,0.4375
Male,1338,0.078431373,0.235294118,0.254901961,0.411764706
Female,1340,0,0.5,0,0.5
Male,1344,0.107526882,0.23655914,0.204301075,0.333333333
Female,1344,0.060606061,0.333333333,0.121212121,0.393939394
Male,1346,0.126984127,0.388888889,0.242063492,0.503968254
Female,1346,0.18018018,0.472972973,0.256756757,0.54954955
Male,1347,0,0.4375,0,0.4375
Female,1347,0.214285714,0.428571429,0.214285714,0.428571429
Male,1348,0.125,0.625,0.3125,0.8125
Female,1348,0,0.5,0,0.5
Male,1350,0.075471698,0.20754717,0.113207547,0.245283019
Female,1350,0.057142857,0.171428571,0.2,0.314285714
Male,1353,0,0.5,0,0.5
Female,1353,0.5,0.5,0.5,0.5
Male,1354,0.129411765,0.235294118,0.247058824,0.352941176
Female,1354,0.078947368,0.210526316,0.184210526,0.315789474
Male,1355,0.2,0.55,0.275,0.625
Female,1355,0.262295082,0.590163934,0.360655738,0.68852459
Male,1356,0,0,0.166666667,0.166666667
Female,1356,0,0,0,0
Male,1357,0.069767442,0.139534884,0.186046512,0.255813953
Female,1357,0.166666667,0.3,0.233333333,0.366666667
Male,1358,0,0,0.142857143,0.142857143
Female,1358,0.5,0.5,0.5,0.5
Male,1361,0.136363636,0.339572193,0.401069519,0.604278075
Female,1361,0.206896552,0.388714734,0.394984326,0.576802508
Male,1362,0,0,0.052631579,0.052631579
Female,1362,0,0,0.090909091,0.090909091
Male,1363,0.025641026,0.115384615,0.217948718,0.307692308
Female,1363,0.084745763,0.203389831,0.355932203,0.474576271
Male,1365,0.026315789,0.105263158,0.197368421,0.276315789
Female,1365,0.06122449,0.163265306,0.204081633,0.306122449
Male,1366,0,0.230769231,0.076923077,0.307692308
Female,1366,0.111111111,0.333333333,0.111111111,0.333333333
Male,1367,0.162162162,0.243243243,0.324324324,0.405405405
Female,1367,0,0.111111111,0.222222222,0.333333333
Male,1368,0,0.333333333,0.111111111,0.444444444
Female,1368,0.2,0.6,0.3,0.7
Male,1369,0.093457944,0.635514019,0.14953271,0.691588785
Female,1369,0.104651163,0.534883721,0.186046512,0.61627907
Male,1372,0,0.2,0,0.2
Female,1372,0,0.125,0,0.125
Male,1373,0,0,0,0
Female,1373,0,0,0,0
Male,1375,0,0,0,0
Female,1376,0.076923077,0.258241758,0.175824176,0.357142857
Male,1376,0.014925373,0.186567164,0.141791045,0.313432836
Female,1379,0.14,0.68,0.2,0.74
Male,1379,0.066666667,0.6,0.066666667,0.6
Female,1381,0.018691589,0.08411215,0.08411215,0.14953271
Male,1381,0.018518519,0.111111111,0.074074074,0.166666667
Female,1382,0.071428571,0.178571429,0.25,0.357142857
Male,1382,0.131578947,0.157894737,0.447368421,0.473684211
Female,1383,0.025,0.05,0.05,0.075
Male,1383,0.076923077,0.076923077,0.230769231,0.230769231
Female,1384,0,0.086956522,0,0.086956522
Male,1384,0,0.181818182,0,0.181818182
Female,1386,0.027027027,0.027027027,0.189189189,0.189189189
Male,1386,0.176470588,0.235294118,0.352941176,0.411764706
Female,1388,0.473684211,0.526315789,0.736842105,0.789473684
Male,1388,0.428571429,0.523809524,0.714285714,0.80952381
Female,1389,0.233333333,0.291666667,0.366666667,0.425
Male,1389,0.326530612,0.367346939,0.448979592,0.489795918
Female,1390,0,0,0.333333333,0.333333333
Male,1390,0,0,0,0
Female,1393,0.153846154,0.442307692,0.192307692,0.480769231
Male,1393,0.152173913,0.391304348,0.260869565,0.5
Female,1394,0.132075472,0.198113208,0.226415094,0.29245283
Male,1394,0.218181818,0.254545455,0.345454545,0.381818182
Female,1398,0,0,0,0
Male,1398,0,0,0,0
Female,1399,0.072164948,0.134020619,0.175257732,0.237113402
Male,1399,0.028169014,0.056338028,0.126760563,0.154929577
Female,1400,0,0.066666667,0.333333333,0.4
Male,1400,0.153846154,0.230769231,0.230769231,0.307692308
Female,1405,0.096774194,0.602150538,0.150537634,0.655913978
Male,1405,0.078125,0.703125,0.109375,0.734375
Female,1406,0,0.333333333,0,0.333333333
Male,1406,0.1,0.2,0.2,0.3
Female,1407,0.168831169,0.220779221,0.285714286,0.337662338
Male,1407,0.15,0.2,0.316666667,0.366666667
Female,1408,0.333333333,0.333333333,0.666666667,0.666666667
Male,1409,0.133333333,0.333333333,0.333333333,0.533333333
Female,1409,0.111111111,0.333333333,0.111111111,0.333333333
Male,1410,0,0,0,0
Female,1413,0.0625,0.1375,0.19375,0.26875
Male,1413,0.136363636,0.236363636,0.263636364,0.363636364
Female,1415,0,0.5,0,0.5
Male,1417,0.047619048,0.158730159,0.142857143,0.253968254
Female,1417,0.027777778,0.208333333,0.180555556,0.361111111
Male,1419,0.666666667,0.666666667,0.666666667,0.666666667
Female,1419,0.5,0.5,0.75,0.75
Male,1420,0,0,0.375,0.375
Female,1420,0,0.4,0,0.4
Male,1421,0,0,0,0
Female,1421,0,0,0,0
Male,1422,0.080357143,0.3125,0.151785714,0.383928571
Female,1422,0.073394495,0.321100917,0.146788991,0.394495413
Male,1424,0.015151515,0.560606061,0.090909091,0.636363636
Female,1424,0,0.342857143,0.085714286,0.428571429
Male,1425,0.265432099,0.543209877,0.413580247,0.691358025
Female,1425,0.288461538,0.442307692,0.423076923,0.576923077
Male,1426,0,0.166666667,0.041666667,0.208333333
Female,1426,0,0.095238095,0.142857143,0.238095238
Male,1428,0.1484375,0.265625,0.34375,0.4609375
Female,1428,0.15862069,0.234482759,0.379310345,0.455172414
Male,1431,0.049382716,0.209876543,0.12345679,0.283950617
Female,1431,0.064516129,0.161290323,0.177419355,0.274193548
Male,1433,0,0.333333333,0,0.333333333
Female,1433,0,0.333333333,0,0.333333333
Male,1434,0.214285714,0.642857143,0.25,0.678571429
Female,1434,0.086956522,0.52173913,0.130434783,0.565217391
Male,1436,0,0.333333333,0.1,0.433333333
Female,1436,0.041666667,0.333333333,0.125,0.416666667
Male,1438,0.107913669,0.273381295,0.201438849,0.366906475
Female,1438,0.030612245,0.173469388,0.071428571,0.214285714
Male,1442,0,0.176470588,0.117647059,0.294117647
Female,1442,0,0.125,0.0625,0.1875
Male,1443,0.28,0.36,0.36,0.44
Female,1443,0,0.173913043,0.043478261,0.217391304
Male,1446,0.129032258,0.161290323,0.290322581,0.322580645
Female,1446,0.142857143,0.285714286,0.285714286,0.428571429
Male,1447,0,0,0,0
Female,1449,0.047619048,0.238095238,0.19047619,0.380952381
Male,1449,0.1,0.2,0.15,0.25
Female,1451,0,0,0,0
Male,1451,0,0,0,0
Female,1452,0.125,0.25,0.2,0.325
Male,1452,0.186046512,0.348837209,0.279069767,0.441860465
Female,1453,0,0,0,0
Male,1453,0,0,0,0
Female,1454,0.115384615,0.423076923,0.269230769,0.576923077
Male,1454,0,0.25,0.25,0.5
Female,1455,0.04964539,0.113475177,0.156028369,0.219858156
Male,1455,0.064102564,0.153846154,0.166666667,0.256410256
Female,1457,0.0625,0.3125,0.1875,0.4375
Male,1457,0,0.285714286,0,0.285714286
Female,1458,0.071428571,0.5,0.071428571,0.5
Male,1458,0.076923077,0.230769231,0.153846154,0.307692308
Female,1461,0.083333333,0.333333333,0.333333333,0.583333333
Male,1461,0,0.4,0.3,0.7
Female,1462,0,0.142857143,0,0.142857143
Male,1462,0.066666667,0.2,0.133333333,0.266666667
Female,1463,0.034482759,0.103448276,0.137931034,0.206896552
Male,1463,0.076923077,0.153846154,0.076923077,0.153846154
Female,1464,0,0.052631579,0,0.052631579
Male,1464,0.076923077,0.230769231,0.076923077,0.230769231
Female,1465,0.030769231,0.123076923,0.169230769,0.261538462
Male,1465,0.047619048,0.166666667,0.142857143,0.261904762
Female,1467,0,0.666666667,0,0.666666667
Male,1467,0,0,1,1
Female,1470,0.214285714,0.535714286,0.357142857,0.678571429
Male,1470,0.181818182,0.363636364,0.363636364,0.545454545
Female,1471,0.305555556,0.583333333,0.416666667,0.694444444
Male,1471,0.269230769,0.5,0.269230769,0.5
Female,1472,0.125,0.25,0.375,0.5
Male,1472,0,0.142857143,0.142857143,0.285714286
Female,1473,0.107692308,0.261538462,0.169230769,0.323076923
Male,1473,0.081632653,0.408163265,0.142857143,0.469387755
Female,1474,0,0.181818182,0,0.181818182
Male,1474,0,0.5,0.083333333,0.583333333
Female,1476,0,0.285714286,0,0.285714286
Male,1476,0.25,0.25,0.25,0.25
Female,1477,0,0.5,0,0.5
Male,1477,0,0.25,0,0.25
Female,1478,0.066666667,0.266666667,0.1,0.3
Male,1478,0.058823529,0.176470588,0.117647059,0.235294118
Female,1479,0,0.285714286,0,0.285714286
Male,1479,0,0.222222222,0.111111111,0.333333333
Female,1482,0.111111111,0.333333333,0.388888889,0.611111111
Male,1482,0.0625,0.375,0.3125,0.625
Female,1483,0,0.03125,0.15625,0.1875
Male,1483,0.049180328,0.114754098,0.327868852,0.393442623
Female,1489,0.105263158,0.236842105,0.184210526,0.315789474
Male,1489,0.15625,0.1875,0.28125,0.3125
Female,1491,0,0.5,0,0.5
Male,1491,0,0.5,0,0.5
Female,1492,0,0.5,0,0.5
Male,1492,0,0.5,0,0.5
Female,1493,0,0.25,0,0.25
Male,1493,0,0.142857143,0,0.142857143
Female,1494,0.098591549,0.211267606,0.154929577,0.267605634
Male,1494,0,0.216216216,0.108108108,0.324324324
Female,1496,0,0.125,0,0.125
Male,1496,0,0.25,0,0.25
Female,1498,0.074380165,0.140495868,0.190082645,0.256198347
Male,1498,0.169014085,0.253521127,0.352112676,0.436619718
Female,1506,0.068181818,0.090909091,0.25,0.272727273
Male,1506,0,0.033333333,0.366666667,0.4
Female,1511,0.08,0.12,0.28,0.32
Male,1511,0.047619048,0.119047619,0.285714286,0.357142857
Female,1514,0.08,0.146666667,0.32,0.386666667
Male,1514,0.117021277,0.127659574,0.361702128,0.372340426
Female,1519,0,0,0,0
Male,1519,0,0,0,0
Female,1520,0,0.057142857,0.085714286,0.142857143
Male,1520,0,0,0.058823529,0.058823529
Female,1522,0.134615385,0.25,0.173076923,0.288461538
Male,1522,0.222222222,0.333333333,0.222222222,0.333333333
Female,1526,0.102941176,0.161764706,0.242647059,0.301470588
Male,1526,0.082191781,0.205479452,0.191780822,0.315068493
Female,1535,0.054794521,0.136986301,0.123287671,0.205479452
Male,1535,0.042553191,0.127659574,0.106382979,0.191489362
Female,1542,0.150537634,0.258064516,0.247311828,0.35483871
Male,1542,0.056338028,0.183098592,0.183098592,0.309859155
Female,1549,0.113636364,0.136363636,0.272727273,0.295454545
Male,1549,0.075,0.125,0.15,0.2
Female,1553,0.094594595,0.148648649,0.175675676,0.22972973
Male,1553,0.047619048,0.19047619,0.380952381,0.523809524
Female,1556,0.117647059,0.196078431,0.215686275,0.294117647
Male,1556,0.078947368,0.184210526,0.105263158,0.210526316
Female,1561,0.078431373,0.156862745,0.215686275,0.294117647
Male,1561,0.027777778,0.222222222,0.166666667,0.361111111
Female,1564,0.1,0.1,0.2,0.2
Male,1564,0.1,0.2,0.3,0.4
Female,1567,0.032258065,0.096774194,0.193548387,0.258064516
Male,1567,0,0,0.15,0.15
Female,1570,0.080536913,0.201342282,0.120805369,0.241610738
Male,1570,0.083333333,0.1875,0.201388889,0.305555556
Female,1578,0.117647059,0.235294118,0.235294118,0.352941176
Male,1578,0,0.333333333,0.333333333,0.666666667
Female,1581,0.060606061,0.090909091,0.212121212,0.242424242
Male,1581,0,0.1,0.05,0.15
Female,1585,0.04,0.106666667,0.186666667,0.253333333
Male,1585,0.033333333,0.033333333,0.133333333,0.133333333
Female,1589,0.071428571,0.089285714,0.357142857,0.375
Male,1589,0.073170732,0.12195122,0.195121951,0.243902439
Female,1597,0,0.03030303,0.121212121,0.151515152
Male,1597,0.058823529,0.117647059,0.058823529,0.117647059
Female,1600,0.190909091,0.3,0.372727273,0.481818182
Male,1600,0.178571429,0.339285714,0.303571429,0.464285714
Female,1603,0.043010753,0.161290323,0.129032258,0.247311828
Male,1603,0.036144578,0.120481928,0.060240964,0.144578313
Female,1609,0.049180328,0.180327869,0.098360656,0.229508197
Male,1609,0.103448276,0.137931034,0.206896552,0.24137931
Female,1615,0,0,0.25,0.25
Male,1615,0,0,0.375,0.375
Female,1617,0.03030303,0.090909091,0.151515152,0.212121212
Male,1617,0,0,0.058823529,0.058823529
Female,1621,0,0.073170732,0.097560976,0.170731707
Male,1621,0,0.074074074,0,0.074074074
Female,1626,0,0,0,0
Male,1627,0.048387097,0.129032258,0.112903226,0.193548387
Female,1627,0,0.148148148,0.037037037,0.185185185
Male,1631,0.08,0.28,0.2,0.4
Female,1631,0.0625,0.25,0.1875,0.375
Male,1636,0.102325581,0.204651163,0.246511628,0.348837209
Female,1636,0.070588235,0.152941176,0.205882353,0.288235294
Male,1647,0.074074074,0.125925926,0.244444444,0.296296296
Female,1647,0.06122449,0.091836735,0.214285714,0.244897959
Male,1653,0.071428571,0.206349206,0.174603175,0.30952381
Female,1653,0.047619048,0.19047619,0.19047619,0.333333333
Male,1658,0.081081081,0.135135135,0.108108108,0.162162162
Female,1658,0.058823529,0.117647059,0.235294118,0.294117647
Male,1662,0,0.25,0,0.25
Female,1662,0,0,0.071428571,0.071428571
Male,1664,0.239130435,0.347826087,0.413043478,0.52173913
Female,1664,0.454545455,0.515151515,0.606060606,0.666666667
Male,1668,0,0.052631579,0.105263158,0.157894737
Female,1668,0.020833333,0.166666667,0.104166667,0.25
Male,1671,0.053571429,0.357142857,0.160714286,0.464285714
Female,1671,0.18,0.34,0.24,0.4
Male,1675,0.047619048,0.142857143,0.095238095,0.19047619
Female,1675,0.052631579,0.157894737,0.157894737,0.263157895
Male,1677,0,0,0.125,0.125
Female,1677,0,0,0.5,0.5
Male,1678,0.112359551,0.258426966,0.191011236,0.337078652
Female,1678,0.0625,0.234375,0.125,0.296875
Male,1684,0,0.038461538,0.115384615,0.153846154
Female,1684,0,0,0,0
Male,1686,0.192,0.264,0.352,0.424
Female,1686,0.171875,0.3046875,0.3828125,0.515625
Male,1689,0.181818182,0.363636364,0.181818182,0.363636364
Female,1689,0,0,0,0
Male,1691,0.058823529,0.176470588,0.058823529,0.176470588
Female,1691,0,0.1,0,0.1
Male,1694,0.276595745,0.446808511,0.340425532,0.510638298
Female,1694,0.255813953,0.395348837,0.38372093,0.523255814
Male,1704,0.5,0.5,0.5,0.5
Female,1704,0.333333333,0.333333333,0.666666667,0.666666667
Male,1705,0.057142857,0.114285714,0.257142857,0.314285714
Female,1705,0.133333333,0.133333333,0.133333333,0.133333333
Male,1712,0.05,0.175,0.1,0.225
Female,1712,0,0.055555556,0.083333333,0.138888889
Male,1716,0.05,0.05,0.1,0.1
Female,1716,0,0,0.285714286,0.285714286
Male,1718,0.042857143,0.242857143,0.128571429,0.328571429
Female,1718,0.092307692,0.2,0.153846154,0.261538462
Male,1723,0.027777778,0.083333333,0.083333333,0.138888889
Female,1723,0,0.041666667,0.041666667,0.083333333
Male,1726,0.02173913,0.163043478,0.065217391,0.206521739
Female,1726,0,0.048387097,0.096774194,0.14516129
Male,1733,0.169014085,0.492957746,0.309859155,0.633802817
Female,1733,0.03030303,0.378787879,0.181818182,0.53030303
Male,1734,0.166666667,0.166666667,0.166666667,0.166666667
Female,1734,0.25,0.25,0.25,0.25
Male,1735,0.030927835,0.206185567,0.164948454,0.340206186
Female,1735,0.064935065,0.272727273,0.155844156,0.363636364
Male,1741,0.073394495,0.293577982,0.220183486,0.440366972
Female,1741,0.127659574,0.457446809,0.180851064,0.510638298
Male,1745,0,0,1,1
Female,1745,0,0,0.5,0.5
Male,1746,0.029411765,0.235294118,0.117647059,0.323529412
Female,1746,1,1,1,1
Male,1750,0.065217391,0.173913043,0.260869565,0.369565217
Female,1750,0.083333333,0.270833333,0.208333333,0.395833333
Male,1753,0.206896552,0.413793103,0.275862069,0.482758621
Female,1753,0.133333333,0.2,0.2,0.266666667
Male,1758,0.024390244,0.097560976,0.146341463,0.219512195
Female,1758,0.055555556,0.166666667,0.166666667,0.277777778
Male,1766,0.121212121,0.606060606,0.181818182,0.666666667
Female,1766,0.193548387,0.612903226,0.290322581,0.709677419
Male,1767,0,0.090909091,0.136363636,0.227272727
Female,1767,0.19047619,0.285714286,0.333333333,0.428571429
Male,1771,0.2,0.2,0.6,0.6
Female,1771,0.181818182,0.363636364,0.636363636,0.818181818
Male,1774,0.041666667,0.25,0.138888889,0.347222222
Female,1774,0.080645161,0.290322581,0.112903226,0.322580645
Male,1779,1,1,1,1
Female,1779,0,0,0,0
Male,1781,0.096153846,0.471153846,0.182692308,0.557692308
Female,1781,0.082474227,0.371134021,0.175257732,0.463917526
Male,1785,0.090909091,0.090909091,0.181818182,0.181818182
Female,1785,0.111111111,0.111111111,0.111111111,0.111111111
Male,1786,0,0.15,0.1,0.25
Female,1786,0,0.25,0.25,0.5
Male,1788,0,0,0,0
Female,1788,0.153846154,0.153846154,0.230769231,0.230769231
Male,1792,0.078947368,0.157894737,0.131578947,0.210526316
Female,1792,0,0.055555556,0.055555556,0.111111111
Male,1795,0,0,0,0
Female,1795,0,0,0,0
Male,1798,0.113207547,0.169811321,0.283018868,0.339622642
Female,1798,0.181818182,0.242424242,0.333333333,0.393939394
Male,1803,0.066666667,0.066666667,0.066666667,0.066666667
Female,1803,0,0.142857143,0.285714286,0.428571429
Male,1805,0,0.2,0,0.2
Female,1805,0,0.166666667,0,0.166666667
Male,1809,0.25,0.625,0.25,0.625
Female,1809,0.083333333,0.25,0.166666667,0.333333333
Male,1812,0,0,0,0
Female,1812,0,0,0,0
Male,1813,0,0.041666667,0,0.041666667
Female,1813,0,0,0,0
Male,1817,0,0,0.1,0.1
Female,1817,0,0,0.5,0.5
Male,1818,0.055555556,0.111111111,0.277777778,0.333333333
Female,1818,0,0.222222222,0.111111111,0.333333333
Male,1821,0.215686275,0.607843137,0.294117647,0.68627451
Female,1821,0.243589744,0.653846154,0.294871795,0.705128205
Male,1825,0,0,0.125,0.125
Female,1825,0,0.125,0,0.125
Male,1827,0,0.071428571,0.071428571,0.142857143
Female,1827,0.043478261,0.130434783,0.086956522,0.173913043
Male,1831,0,0,0,0
Female,1832,0,0.142857143,0.047619048,0.19047619
Male,1832,0.2,0.2,0.2,0.2
Female,1835,0.056451613,0.129032258,0.153225806,0.225806452
Male,1835,0.035714286,0.053571429,0.071428571,0.089285714
Female,1841,0.5,0.5,1,1
Male,1841,0,0,0.4,0.4
Female,1842,0,0.023255814,0.151162791,0.174418605
Male,1842,0,0.038461538,0.076923077,0.115384615
Female,1844,0.047619048,0.170068027,0.217687075,0.340136054
Male,1844,0.079207921,0.247524752,0.198019802,0.366336634
Female,1847,0,0.04,0.04,0.08
Male,1847,0,0.25,0,0.25
Female,1849,0.05,0.15,0.275,0.375
Male,1849,0.272727273,0.272727273,0.363636364,0.363636364
Female,1854,0,0.25,0.25,0.5
Male,1854,0,0.5,0,0.5
Female,1857,0.105263158,0.105263158,0.157894737,0.157894737
Male,1857,0,0,0.25,0.25
Female,1861,0.14516129,0.177419355,0.419354839,0.451612903
Male,1861,0.203389831,0.237288136,0.389830508,0.423728814
Female,1865,0.162162162,0.324324324,0.27027027,0.432432432
Male,1865,0.152173913,0.369565217,0.282608696,0.5
Female,1868,0.032258065,0.322580645,0.080645161,0.370967742
Male,1868,0.017857143,0.392857143,0.107142857,0.482142857
Female,1871,0,0,0,0
Male,1871,0.166666667,0.166666667,0.166666667,0.166666667
Female,1872,0,0,0.5,0.5
Male,1873,0.076923077,0.230769231,0.153846154,0.307692308
Female,1873,0.111111111,0.111111111,0.333333333,0.333333333
Male,1878,0.176470588,0.470588235,0.352941176,0.647058824
Female,1878,0.25,0.5,0.25,0.5
Male,1879,0.25,0.25,0.25,0.25
Female,1879,0,0,0,0
Male,1880,0,0.071428571,0.071428571,0.142857143
Female,1880,0.076923077,0.153846154,0.076923077,0.153846154
Male,1883,0.125,0.125,0.125,0.125
Female,1883,0,0.2,0,0.2
Male,1885,0.083333333,0.166666667,0.083333333,0.166666667
Female,1885,0,0,0,0
Male,1886,0,0,0.034482759,0.034482759
Female,1886,0,0,0.129032258,0.129032258
Male,1888,0.041666667,0.083333333,0.041666667,0.083333333
Female,1888,0,0.055555556,0.055555556,0.111111111
Male,1891,0,0,0,0
Female,1891,0,0,0.076923077,0.076923077
Male,1893,0.071428571,0.142857143,0.357142857,0.428571429
Female,1893,0.181818182,0.272727273,0.454545455,0.545454545
Male,1894,0,0,0,0
Female,1894,0,0,0,0
Male,1897,0.083333333,0.166666667,0.333333333,0.416666667
Female,1897,0,0.090909091,0.090909091,0.181818182
Male,1899,0.166666667,0.166666667,0.333333333,0.333333333
Female,1899,0,0,0.333333333,0.333333333
Male,1901,0.166666667,0.333333333,0.333333333,0.5
Female,1901,0,0,0.142857143,0.142857143
Male,1903,0.363636364,0.363636364,0.363636364,0.363636364
Female,1903,0.4,0.4,0.6,0.6
Male,1905,0,0.090909091,0,0.090909091
Female,1905,0,0.166666667,0,0.166666667
Male,1907,0.333333333,0.666666667,0.333333333,0.666666667
Female,1908,0.068965517,0.137931034,0.172413793,0.24137931
Male,1908,0.189189189,0.324324324,0.27027027,0.405405405
Female,1912,0.089285714,0.125,0.267857143,0.303571429
Male,1912,0.03030303,0.060606061,0.121212121,0.151515152
Female,1916,0.055555556,0.055555556,0.166666667,0.166666667
Male,1916,0,0,0.047619048,0.047619048
Female,1919,1,1,1,1
Male,1921,0,0.333333333,0,0.333333333
Female,1921,0,0,0,0
Male,1922,0,0,0,0
Female,1922,0,0,0,0
Male,1923,0.166666667,0.333333333,0.333333333,0.5
Female,1923,0.5,0.5,0.5,0.5
Male,1925,0,0.076923077,0,0.076923077
Female,1925,0,0.285714286,0.285714286,0.571428571
Male,1927,0,0.25,0,0.25
Female,1927,0,0.25,0,0.25
Male,1930,0.090909091,0.272727273,0.090909091,0.272727273
Female,1930,0.076923077,0.384615385,0.153846154,0.461538462
Male,1934,0,0.045454545,0.045454545,0.090909091
Female,1934,0,0,0.166666667,0.166666667
Male,1936,0,0,0,0
Female,1936,0,0,0,0
Male,1938,0.066666667,0.2,0.066666667,0.2
Female,1938,0.166666667,0.166666667,0.166666667,0.166666667
Male,1941,0.103448276,0.172413793,0.172413793,0.24137931
Female,1941,0.05,0.2,0.25,0.4
Male,1945,0,0,0.5,0.5
Female,1945,0,0,0,0
Male,1949,0,0,0,0
Female,1949,0,0,0,0
Male,1950,0.101694915,0.152542373,0.288135593,0.338983051
Female,1950,0.14893617,0.234042553,0.255319149,0.340425532
Male,1953,0,0,0.166666667,0.166666667
Female,1953,0,0,0,0
Male,1954,0.153846154,0.307692308,0.384615385,0.538461538
Female,1954,0,0,0,0
Male,1955,0.142857143,0.285714286,0.142857143,0.285714286
Female,1955,0,0,0.4,0.4
Male,1958,0,0,1,1
Female,1958,0,0,0.5,0.5
Male,1959,0,0.055555556,0.166666667,0.222222222
Female,1959,0,0,0.666666667,0.666666667
Male,1960,0,0,0,0
Female,1963,0.047619048,0.19047619,0.19047619,0.333333333
Male,1963,0.15,0.25,0.3,0.4
Female,1965,0,0,0.272727273,0.272727273
Male,1965,0.041666667,0.041666667,0.25,0.25
Female,1967,0,0.055555556,0.111111111,0.166666667
Male,1967,0,0,0,0
Female,1969,0,0,0.238095238,0.238095238
Male,1969,0,0,0.25,0.25
Female,1971,0,0,0.125,0.125
Male,1971,0,0,0,0
Female,1972,0,0,0,0
Male,1972,0,0,0,0
Female,1973,0,0.071428571,0,0.071428571
Male,1973,0,0,0.2,0.2
Female,1974,0,0,0,0
Male,1974,0,0,0.363636364,0.363636364
Female,1975,0,1,0,1
Male,1976,0.045454545,0.181818182,0.363636364,0.5
Female,1976,0,0.071428571,0.285714286,0.357142857
Male,1978,0,0,0,0
Female,1978,0,0,0.333333333,0.333333333
Male,1980,0,0,0.235294118,0.235294118
Female,1980,0,0.066666667,0.266666667,0.333333333
Male,1981,0.076923077,0.153846154,0.230769231,0.307692308
Female,1981,0.181818182,0.181818182,0.454545455,0.454545455
Male,1982,0,0,0,0
Female,1982,0,0,0,0
Male,1983,0,0,0,0
Female,1984,0,0,0,0
Male,1984,0,0,0,0
Female,1985,0.090909091,0.090909091,0.181818182,0.181818182
Male,1985,0,0,0.142857143,0.142857143
Female,1987,0,0,0.1,0.1
Male,1987,0,0,0.111111111,0.111111111
Female,1989,0.03030303,0.363636364,0.03030303,0.363636364
Male,1989,0.066666667,0.266666667,0.066666667,0.266666667
Female,1991,0,0,0,0
Male,1991,0,0,0,0
Female,1992,0,0,0,0
Male,1992,0,0,0,0
Female,1994,0.125,0.25,0.3125,0.4375
Male,1994,0.333333333,0.333333333,0.333333333,0.333333333
Female,1998,0,0,0,0
Male,2000,0,0.333333333,0,0.333333333
Female,2001,0.06089262,0.183870968,0.154927088,0.277905435
Male,2001,0.06679723,0.194516332,0.172693572,0.300412674
