country_w,year,gender,variable,value
CN,2012,Female,mean_inbreeding2,0.208092486
CN,2012,Female,mean_inbreeding3,0.251445087
CN,2012,Female,mean_inbreeding4,0.323699422
CN,2012,Female,mean_inbreeding5,0.676300578
CN,2013,Male,mean_inbreeding1,0.085714286
CN,2013,Male,mean_inbreeding2,0.161904762
CN,2013,Male,mean_inbreeding3,0.177777778
CN,2013,Male,mean_inbreeding4,0.253968254
CN,2013,Male,mean_inbreeding5,0.746031746
CN,2013,Female,mean_inbreeding1,0.123425693
CN,2013,Female,mean_inbreeding2,0.186397985
CN,2013,Female,mean_inbreeding3,0.229219144
CN,2013,Female,mean_inbreeding4,0.292191436
CN,2013,Female,mean_inbreeding5,0.707808564
CN,2014,Male,mean_inbreeding1,0.085635359
CN,2014,Male,mean_inbreeding2,0.174033149
CN,2014,Male,mean_inbreeding3,0.160220994
CN,2014,Male,mean_inbreeding4,0.248618785
CN,2014,Male,mean_inbreeding5,0.751381215
CN,2014,Female,mean_inbreeding1,0.085308057
CN,2014,Female,mean_inbreeding2,0.158767773
CN,2014,Female,mean_inbreeding3,0.170616114
CN,2014,Female,mean_inbreeding4,0.244075829
CN,2014,Female,mean_inbreeding5,0.755924171
CN,2015,Male,mean_inbreeding1,0.112094395
CN,2015,Male,mean_inbreeding2,0.16519174
CN,2015,Male,mean_inbreeding3,0.203539823
CN,2015,Male,mean_inbreeding4,0.256637168
CN,2015,Male,mean_inbreeding5,0.743362832
CN,2015,Female,mean_inbreeding1,0.078481013
CN,2015,Female,mean_inbreeding2,0.162025316
CN,2015,Female,mean_inbreeding3,0.151898734
CN,2015,Female,mean_inbreeding4,0.235443038
CN,2015,Female,mean_inbreeding5,0.764556962
CN,2016,Male,mean_inbreeding1,0.082742317
CN,2016,Male,mean_inbreeding2,0.170212766
CN,2016,Male,mean_inbreeding3,0.174940898
CN,2016,Male,mean_inbreeding4,0.262411348
CN,2016,Male,mean_inbreeding5,0.737588652
CN,2016,Female,mean_inbreeding1,0.088180113
CN,2016,Female,mean_inbreeding2,0.140712946
CN,2016,Female,mean_inbreeding3,0.17260788
CN,2016,Female,mean_inbreeding4,0.225140713
CN,2016,Female,mean_inbreeding5,0.774859287
CN,2017,Male,mean_inbreeding1,0.075829384
CN,2017,Male,mean_inbreeding2,0.13507109
CN,2017,Male,mean_inbreeding3,0.170616114
CN,2017,Male,mean_inbreeding4,0.22985782
CN,2017,Male,mean_inbreeding5,0.77014218
CN,2017,Female,mean_inbreeding1,0.092727273
CN,2017,Female,mean_inbreeding2,0.169090909
CN,2017,Female,mean_inbreeding3,0.198181818
CN,2017,Female,mean_inbreeding4,0.274545455
CN,2017,Female,mean_inbreeding5,0.725454545
CN,2018,Male,mean_inbreeding1,0.082159624
CN,2018,Male,mean_inbreeding2,0.164319249
CN,2018,Male,mean_inbreeding3,0.150234742
CN,2018,Male,mean_inbreeding4,0.232394366
CN,2018,Male,mean_inbreeding5,0.767605634
CN,2018,Female,mean_inbreeding1,0.109259259
CN,2018,Female,mean_inbreeding2,0.157407407
CN,2018,Female,mean_inbreeding3,0.183333333
CN,2018,Female,mean_inbreeding4,0.231481481
CN,2018,Female,mean_inbreeding5,0.768518519
CN,2019,Male,mean_inbreeding1,0.081339713
CN,2019,Male,mean_inbreeding2,0.150717703
CN,2019,Male,mean_inbreeding3,0.198564593
CN,2019,Male,mean_inbreeding4,0.267942584
CN,2019,Male,mean_inbreeding5,0.732057416
CN,2019,Female,mean_inbreeding1,0.092081031
CN,2019,Female,mean_inbreeding2,0.139963168
CN,2019,Female,mean_inbreeding3,0.208103131
CN,2019,Female,mean_inbreeding4,0.255985267
CN,2019,Female,mean_inbreeding5,0.744014733
CN,2020,Male,mean_inbreeding1,0.085510689
CN,2020,Male,mean_inbreeding2,0.140142518
CN,2020,Male,mean_inbreeding3,0.19239905
CN,2020,Male,mean_inbreeding4,0.247030879
CN,2020,Male,mean_inbreeding5,0.752969121
CN,2020,Female,mean_inbreeding1,0.118299445
CN,2020,Female,mean_inbreeding2,0.177449168
CN,2020,Female,mean_inbreeding3,0.242144177
CN,2020,Female,mean_inbreeding4,0.3012939
CN,2020,Female,mean_inbreeding5,0.6987061
CN,2021,Male,mean_inbreeding1,0.072580645
CN,2021,Male,mean_inbreeding2,0.137096774
CN,2021,Male,mean_inbreeding3,0.177419355
CN,2021,Male,mean_inbreeding4,0.241935484
CN,2021,Male,mean_inbreeding5,0.758064516
CN,2021,Female,mean_inbreeding1,0.079726651
CN,2021,Female,mean_inbreeding2,0.134396355
CN,2021,Female,mean_inbreeding3,0.186788155
CN,2021,Female,mean_inbreeding4,0.241457859
CN,2021,Female,mean_inbreeding5,0.758542141
CN,2022,Male,mean_inbreeding1,0.06993007
CN,2022,Male,mean_inbreeding2,0.132867133
CN,2022,Male,mean_inbreeding3,0.195804196
CN,2022,Male,mean_inbreeding4,0.258741259
CN,2022,Male,mean_inbreeding5,0.741258741
CN,2022,Female,mean_inbreeding1,0.096153846
CN,2022,Female,mean_inbreeding2,0.16025641
CN,2022,Female,mean_inbreeding3,0.205128205
CN,2022,Female,mean_inbreeding4,0.269230769
CN,2022,Female,mean_inbreeding5,0.730769231
DE,1975,Male,mean_inbreeding1,0
DE,1975,Male,mean_inbreeding2,0
DE,1975,Male,mean_inbreeding3,0
DE,1975,Male,mean_inbreeding4,0
DE,1975,Male,mean_inbreeding5,1
DE,1976,Male,mean_inbreeding1,0.5
DE,1976,Male,mean_inbreeding2,0.5
DE,1976,Male,mean_inbreeding3,0.5
DE,1976,Male,mean_inbreeding4,0.5
DE,1976,Male,mean_inbreeding5,0.5
DE,1977,Male,mean_inbreeding1,0
DE,1977,Male,mean_inbreeding2,0.5
DE,1977,Male,mean_inbreeding3,0.25
DE,1977,Male,mean_inbreeding4,0.75
DE,1977,Male,mean_inbreeding5,0.25
DE,1978,Male,mean_inbreeding1,0
DE,1978,Male,mean_inbreeding2,0
DE,1978,Male,mean_inbreeding3,0
DE,1978,Male,mean_inbreeding4,0
DE,1978,Male,mean_inbreeding5,1
DE,1978,Female,mean_inbreeding1,0
DE,1978,Female,mean_inbreeding2,0.333333333
DE,1978,Female,mean_inbreeding3,0
DE,1978,Female,mean_inbreeding4,0.333333333
DE,1978,Female,mean_inbreeding5,0.666666667
DE,1979,Male,mean_inbreeding1,0
DE,1979,Male,mean_inbreeding2,0.25
DE,1979,Male,mean_inbreeding3,0.25
DE,1979,Male,mean_inbreeding4,0.5
DE,1979,Male,mean_inbreeding5,0.5
DE,1979,Female,mean_inbreeding1,0
DE,1979,Female,mean_inbreeding2,0
DE,1979,Female,mean_inbreeding3,0
DE,1979,Female,mean_inbreeding4,0
DE,1979,Female,mean_inbreeding5,1
DE,1980,Male,mean_inbreeding1,0
DE,1980,Male,mean_inbreeding2,0
DE,1980,Male,mean_inbreeding3,0
DE,1980,Male,mean_inbreeding4,0
DE,1980,Male,mean_inbreeding5,1
DE,1980,Female,mean_inbreeding1,0
DE,1980,Female,mean_inbreeding2,0
DE,1980,Female,mean_inbreeding3,0
DE,1980,Female,mean_inbreeding4,0
DE,1980,Female,mean_inbreeding5,1
DE,1981,Male,mean_inbreeding1,0
DE,1981,Male,mean_inbreeding2,0
DE,1981,Male,mean_inbreeding3,0
DE,1981,Male,mean_inbreeding4,0
DE,1981,Male,mean_inbreeding5,1
DE,1981,Female,mean_inbreeding1,0
DE,1981,Female,mean_inbreeding2,0
DE,1981,Female,mean_inbreeding3,0
DE,1981,Female,mean_inbreeding4,0
DE,1981,Female,mean_inbreeding5,1
DE,1982,Male,mean_inbreeding1,0
DE,1982,Male,mean_inbreeding2,0
DE,1982,Male,mean_inbreeding3,0
DE,1982,Male,mean_inbreeding4,0
DE,1982,Male,mean_inbreeding5,1
DE,1982,Female,mean_inbreeding1,0.333333333
DE,1982,Female,mean_inbreeding2,0.333333333
DE,1982,Female,mean_inbreeding3,0.333333333
DE,1982,Female,mean_inbreeding4,0.333333333
DE,1982,Female,mean_inbreeding5,0.666666667
DE,1983,Male,mean_inbreeding1,0
DE,1983,Male,mean_inbreeding2,0
DE,1983,Male,mean_inbreeding3,0.181818182
DE,1983,Male,mean_inbreeding4,0.181818182
DE,1983,Male,mean_inbreeding5,0.818181818
DE,1983,Female,mean_inbreeding1,0
DE,1983,Female,mean_inbreeding2,0
DE,1983,Female,mean_inbreeding3,0
DE,1983,Female,mean_inbreeding4,0
DE,1983,Female,mean_inbreeding5,1
DE,1984,Male,mean_inbreeding1,0
DE,1984,Male,mean_inbreeding2,0
DE,1984,Male,mean_inbreeding3,0.142857143
DE,1984,Male,mean_inbreeding4,0.142857143
DE,1984,Male,mean_inbreeding5,0.857142857
DE,1984,Female,mean_inbreeding1,0.25
DE,1984,Female,mean_inbreeding2,0.25
DE,1984,Female,mean_inbreeding3,0.25
DE,1984,Female,mean_inbreeding4,0.25
DE,1984,Female,mean_inbreeding5,0.75
DE,1985,Male,mean_inbreeding1,0.111111111
DE,1985,Male,mean_inbreeding2,0.222222222
DE,1985,Male,mean_inbreeding3,0.222222222
DE,1985,Male,mean_inbreeding4,0.333333333
DE,1985,Male,mean_inbreeding5,0.666666667
DE,1985,Female,mean_inbreeding1,0
DE,1985,Female,mean_inbreeding2,0.333333333
DE,1985,Female,mean_inbreeding3,0
DE,1985,Female,mean_inbreeding4,0.333333333
DE,1985,Female,mean_inbreeding5,0.666666667
DE,1986,Male,mean_inbreeding1,0.0625
DE,1986,Male,mean_inbreeding2,0.0625
DE,1986,Male,mean_inbreeding3,0.1875
DE,1986,Male,mean_inbreeding4,0.1875
DE,1986,Male,mean_inbreeding5,0.8125
DE,1986,Female,mean_inbreeding1,0.111111111
DE,1986,Female,mean_inbreeding2,0.111111111
DE,1986,Female,mean_inbreeding3,0.111111111
DE,1986,Female,mean_inbreeding4,0.111111111
DE,1986,Female,mean_inbreeding5,0.888888889
DE,1987,Male,mean_inbreeding1,0
DE,1987,Male,mean_inbreeding2,0
DE,1987,Male,mean_inbreeding3,0.1
DE,1987,Male,mean_inbreeding4,0.1
DE,1987,Male,mean_inbreeding5,0.9
DE,1987,Female,mean_inbreeding1,0
DE,1987,Female,mean_inbreeding2,0
DE,1987,Female,mean_inbreeding3,0.25
DE,1987,Female,mean_inbreeding4,0.25
DE,1987,Female,mean_inbreeding5,0.75
DE,1988,Male,mean_inbreeding1,0
DE,1988,Male,mean_inbreeding2,0.090909091
DE,1988,Male,mean_inbreeding3,0.181818182
DE,1988,Male,mean_inbreeding4,0.272727273
DE,1988,Male,mean_inbreeding5,0.727272727
DE,1988,Female,mean_inbreeding1,0
DE,1988,Female,mean_inbreeding2,0.5
DE,1988,Female,mean_inbreeding3,0
DE,1988,Female,mean_inbreeding4,0.5
DE,1988,Female,mean_inbreeding5,0.5
DE,1989,Male,mean_inbreeding1,0
DE,1989,Male,mean_inbreeding2,0
DE,1989,Male,mean_inbreeding3,0
DE,1989,Male,mean_inbreeding4,0
DE,1989,Male,mean_inbreeding5,1
DE,1989,Female,mean_inbreeding1,0
DE,1989,Female,mean_inbreeding2,0
DE,1989,Female,mean_inbreeding3,0
DE,1989,Female,mean_inbreeding4,0
DE,1989,Female,mean_inbreeding5,1
DE,1990,Male,mean_inbreeding1,0.043478261
DE,1990,Male,mean_inbreeding2,0.086956522
DE,1990,Male,mean_inbreeding3,0.173913043
DE,1990,Male,mean_inbreeding4,0.217391304
DE,1990,Male,mean_inbreeding5,0.782608696
DE,1990,Female,mean_inbreeding1,0
DE,1990,Female,mean_inbreeding2,0.25
DE,1990,Female,mean_inbreeding3,0
DE,1990,Female,mean_inbreeding4,0.25
DE,1990,Female,mean_inbreeding5,0.75
DE,1991,Male,mean_inbreeding1,0.052631579
DE,1991,Male,mean_inbreeding2,0.052631579
DE,1991,Male,mean_inbreeding3,0.263157895
DE,1991,Male,mean_inbreeding4,0.263157895
DE,1991,Male,mean_inbreeding5,0.736842105
DE,1991,Female,mean_inbreeding1,0.125
DE,1991,Female,mean_inbreeding2,0.125
DE,1991,Female,mean_inbreeding3,0.375
DE,1991,Female,mean_inbreeding4,0.375
DE,1991,Female,mean_inbreeding5,0.625
DE,1992,Male,mean_inbreeding1,0.066666667
DE,1992,Male,mean_inbreeding2,0.066666667
DE,1992,Male,mean_inbreeding3,0.133333333
DE,1992,Male,mean_inbreeding4,0.133333333
DE,1992,Male,mean_inbreeding5,0.866666667
DE,1992,Female,mean_inbreeding1,0
DE,1992,Female,mean_inbreeding2,0
DE,1992,Female,mean_inbreeding3,0
DE,1992,Female,mean_inbreeding4,0
DE,1992,Female,mean_inbreeding5,1
DE,1993,Male,mean_inbreeding1,0
DE,1993,Male,mean_inbreeding2,0.055555556
DE,1993,Male,mean_inbreeding3,0
DE,1993,Male,mean_inbreeding4,0.055555556
DE,1993,Male,mean_inbreeding5,0.944444444
DE,1993,Female,mean_inbreeding1,0
DE,1993,Female,mean_inbreeding2,0
DE,1993,Female,mean_inbreeding3,0
DE,1993,Female,mean_inbreeding4,0
DE,1993,Female,mean_inbreeding5,1
DE,1994,Male,mean_inbreeding1,0.05
DE,1994,Male,mean_inbreeding2,0.05
DE,1994,Male,mean_inbreeding3,0.1
DE,1994,Male,mean_inbreeding4,0.1
DE,1994,Male,mean_inbreeding5,0.9
DE,1994,Female,mean_inbreeding1,0.181818182
DE,1994,Female,mean_inbreeding2,0.272727273
DE,1994,Female,mean_inbreeding3,0.272727273
DE,1994,Female,mean_inbreeding4,0.363636364
DE,1994,Female,mean_inbreeding5,0.636363636
DE,1995,Male,mean_inbreeding1,0.052631579
DE,1995,Male,mean_inbreeding2,0.052631579
DE,1995,Male,mean_inbreeding3,0.052631579
DE,1995,Male,mean_inbreeding4,0.052631579
DE,1995,Male,mean_inbreeding5,0.947368421
DE,1995,Female,mean_inbreeding1,0.111111111
DE,1995,Female,mean_inbreeding2,0.111111111
DE,1995,Female,mean_inbreeding3,0.111111111
DE,1995,Female,mean_inbreeding4,0.111111111
DE,1995,Female,mean_inbreeding5,0.888888889
DE,1996,Male,mean_inbreeding1,0.114285714
DE,1996,Male,mean_inbreeding2,0.142857143
DE,1996,Male,mean_inbreeding3,0.228571429
DE,1996,Male,mean_inbreeding4,0.257142857
DE,1996,Male,mean_inbreeding5,0.742857143
DE,1996,Female,mean_inbreeding1,0.214285714
DE,1996,Female,mean_inbreeding2,0.214285714
DE,1996,Female,mean_inbreeding3,0.428571429
DE,1996,Female,mean_inbreeding4,0.428571429
DE,1996,Female,mean_inbreeding5,0.571428571
DE,1997,Male,mean_inbreeding1,0.085714286
DE,1997,Male,mean_inbreeding2,0.228571429
DE,1997,Male,mean_inbreeding3,0.114285714
DE,1997,Male,mean_inbreeding4,0.257142857
DE,1997,Male,mean_inbreeding5,0.742857143
DE,1997,Female,mean_inbreeding1,0.133333333
DE,1997,Female,mean_inbreeding2,0.2
DE,1997,Female,mean_inbreeding3,0.133333333
DE,1997,Female,mean_inbreeding4,0.2
DE,1997,Female,mean_inbreeding5,0.8
DE,1998,Male,mean_inbreeding1,0.03030303
DE,1998,Male,mean_inbreeding2,0.090909091
DE,1998,Male,mean_inbreeding3,0.181818182
DE,1998,Male,mean_inbreeding4,0.242424242
DE,1998,Male,mean_inbreeding5,0.757575758
DE,1998,Female,mean_inbreeding1,0.058823529
DE,1998,Female,mean_inbreeding2,0.058823529
DE,1998,Female,mean_inbreeding3,0.058823529
DE,1998,Female,mean_inbreeding4,0.058823529
DE,1998,Female,mean_inbreeding5,0.941176471
DE,1999,Male,mean_inbreeding1,0.052631579
DE,1999,Male,mean_inbreeding2,0.078947368
DE,1999,Male,mean_inbreeding3,0.105263158
DE,1999,Male,mean_inbreeding4,0.131578947
DE,1999,Male,mean_inbreeding5,0.868421053
DE,1999,Female,mean_inbreeding1,0.071428571
DE,1999,Female,mean_inbreeding2,0.142857143
DE,1999,Female,mean_inbreeding3,0.071428571
DE,1999,Female,mean_inbreeding4,0.142857143
DE,1999,Female,mean_inbreeding5,0.857142857
DE,2000,Male,mean_inbreeding1,0.048780488
DE,2000,Male,mean_inbreeding2,0.048780488
DE,2000,Male,mean_inbreeding3,0.12195122
DE,2000,Male,mean_inbreeding4,0.12195122
DE,2000,Male,mean_inbreeding5,0.87804878
DE,2000,Female,mean_inbreeding1,0.074074074
DE,2000,Female,mean_inbreeding2,0.111111111
DE,2000,Female,mean_inbreeding3,0.148148148
DE,2000,Female,mean_inbreeding4,0.185185185
DE,2000,Female,mean_inbreeding5,0.814814815
DE,2001,Male,mean_inbreeding1,0.022222222
DE,2001,Male,mean_inbreeding2,0.044444444
DE,2001,Male,mean_inbreeding3,0.088888889
DE,2001,Male,mean_inbreeding4,0.111111111
DE,2001,Male,mean_inbreeding5,0.888888889
DE,2001,Female,mean_inbreeding1,0
DE,2001,Female,mean_inbreeding2,0.058823529
DE,2001,Female,mean_inbreeding3,0
DE,2001,Female,mean_inbreeding4,0.058823529
DE,2001,Female,mean_inbreeding5,0.941176471
DE,2002,Male,mean_inbreeding1,0.055555556
DE,2002,Male,mean_inbreeding2,0.092592593
DE,2002,Male,mean_inbreeding3,0.12962963
DE,2002,Male,mean_inbreeding4,0.166666667
DE,2002,Male,mean_inbreeding5,0.833333333
DE,2002,Female,mean_inbreeding1,0.037037037
DE,2002,Female,mean_inbreeding2,0.074074074
DE,2002,Female,mean_inbreeding3,0.037037037
DE,2002,Female,mean_inbreeding4,0.074074074
DE,2002,Female,mean_inbreeding5,0.925925926
DE,2003,Male,mean_inbreeding1,0.094339623
DE,2003,Male,mean_inbreeding2,0.132075472
DE,2003,Male,mean_inbreeding3,0.169811321
DE,2003,Male,mean_inbreeding4,0.20754717
DE,2003,Male,mean_inbreeding5,0.79245283
DE,2003,Female,mean_inbreeding1,0.115384615
DE,2003,Female,mean_inbreeding2,0.115384615
DE,2003,Female,mean_inbreeding3,0.153846154
DE,2003,Female,mean_inbreeding4,0.153846154
DE,2003,Female,mean_inbreeding5,0.846153846
DE,2004,Male,mean_inbreeding1,0.061538462
DE,2004,Male,mean_inbreeding2,0.138461538
DE,2004,Male,mean_inbreeding3,0.092307692
DE,2004,Male,mean_inbreeding4,0.169230769
DE,2004,Male,mean_inbreeding5,0.830769231
DE,2004,Female,mean_inbreeding1,0.04
DE,2004,Female,mean_inbreeding2,0.08
DE,2004,Female,mean_inbreeding3,0.04
DE,2004,Female,mean_inbreeding4,0.08
DE,2004,Female,mean_inbreeding5,0.92
DE,2005,Male,mean_inbreeding1,0
DE,2005,Male,mean_inbreeding2,0.068965517
DE,2005,Male,mean_inbreeding3,0.051724138
DE,2005,Male,mean_inbreeding4,0.120689655
DE,2005,Male,mean_inbreeding5,0.879310345
DE,2005,Female,mean_inbreeding1,0
DE,2005,Female,mean_inbreeding2,0
DE,2005,Female,mean_inbreeding3,0.121212121
DE,2005,Female,mean_inbreeding4,0.121212121
DE,2005,Female,mean_inbreeding5,0.878787879
DE,2006,Male,mean_inbreeding1,0.03030303
DE,2006,Male,mean_inbreeding2,0.045454545
DE,2006,Male,mean_inbreeding3,0.181818182
DE,2006,Male,mean_inbreeding4,0.196969697
DE,2006,Male,mean_inbreeding5,0.803030303
DE,2006,Female,mean_inbreeding1,0
DE,2006,Female,mean_inbreeding2,0.063829787
DE,2006,Female,mean_inbreeding3,0.021276596
DE,2006,Female,mean_inbreeding4,0.085106383
DE,2006,Female,mean_inbreeding5,0.914893617
DE,2007,Male,mean_inbreeding1,0.07
DE,2007,Male,mean_inbreeding2,0.09
DE,2007,Male,mean_inbreeding3,0.15
DE,2007,Male,mean_inbreeding4,0.17
DE,2007,Male,mean_inbreeding5,0.83
DE,2007,Female,mean_inbreeding1,0.022222222
DE,2007,Female,mean_inbreeding2,0.066666667
DE,2007,Female,mean_inbreeding3,0.155555556
DE,2007,Female,mean_inbreeding4,0.2
DE,2007,Female,mean_inbreeding5,0.8
DE,2008,Male,mean_inbreeding1,0.032258065
DE,2008,Male,mean_inbreeding2,0.086021505
DE,2008,Male,mean_inbreeding3,0.11827957
DE,2008,Male,mean_inbreeding4,0.172043011
DE,2008,Male,mean_inbreeding5,0.827956989
DE,2008,Female,mean_inbreeding1,0.061538462
DE,2008,Female,mean_inbreeding2,0.076923077
DE,2008,Female,mean_inbreeding3,0.092307692
DE,2008,Female,mean_inbreeding4,0.107692308
DE,2008,Female,mean_inbreeding5,0.892307692
DE,2009,Male,mean_inbreeding1,0.063492063
DE,2009,Male,mean_inbreeding2,0.087301587
DE,2009,Male,mean_inbreeding3,0.142857143
DE,2009,Male,mean_inbreeding4,0.166666667
DE,2009,Male,mean_inbreeding5,0.833333333
DE,2009,Female,mean_inbreeding1,0.034482759
DE,2009,Female,mean_inbreeding2,0.068965517
DE,2009,Female,mean_inbreeding3,0.120689655
DE,2009,Female,mean_inbreeding4,0.155172414
DE,2009,Female,mean_inbreeding5,0.844827586
DE,2010,Male,mean_inbreeding1,0.081761006
DE,2010,Male,mean_inbreeding2,0.119496855
DE,2010,Male,mean_inbreeding3,0.157232704
DE,2010,Male,mean_inbreeding4,0.194968553
DE,2010,Male,mean_inbreeding5,0.805031447
DE,2010,Female,mean_inbreeding1,0.041666667
DE,2010,Female,mean_inbreeding2,0.0625
DE,2010,Female,mean_inbreeding3,0.09375
DE,2010,Female,mean_inbreeding4,0.114583333
DE,2010,Female,mean_inbreeding5,0.885416667
DE,2011,Male,mean_inbreeding1,0.043209877
DE,2011,Male,mean_inbreeding2,0.104938272
DE,2011,Male,mean_inbreeding3,0.111111111
DE,2011,Male,mean_inbreeding4,0.172839506
DE,2011,Male,mean_inbreeding5,0.827160494
DE,2011,Female,mean_inbreeding1,0.027777778
DE,2011,Female,mean_inbreeding2,0.037037037
DE,2011,Female,mean_inbreeding3,0.064814815
DE,2011,Female,mean_inbreeding4,0.074074074
DE,2011,Female,mean_inbreeding5,0.925925926
DE,2012,Male,mean_inbreeding1,0.053191489
DE,2012,Male,mean_inbreeding2,0.090425532
DE,2012,Male,mean_inbreeding3,0.132978723
DE,2012,Male,mean_inbreeding4,0.170212766
DE,2012,Male,mean_inbreeding5,0.829787234
DE,2012,Female,mean_inbreeding1,0.027777778
DE,2012,Female,mean_inbreeding2,0.046296296
DE,2012,Female,mean_inbreeding3,0.101851852
DE,2012,Female,mean_inbreeding4,0.12037037
DE,2012,Female,mean_inbreeding5,0.87962963
DE,2013,Male,mean_inbreeding1,0.078947368
DE,2013,Male,mean_inbreeding2,0.096491228
DE,2013,Male,mean_inbreeding3,0.197368421
DE,2013,Male,mean_inbreeding4,0.214912281
DE,2013,Male,mean_inbreeding5,0.785087719
DE,2013,Female,mean_inbreeding1,0.087591241
DE,2013,Female,mean_inbreeding2,0.124087591
DE,2013,Female,mean_inbreeding3,0.197080292
DE,2013,Female,mean_inbreeding4,0.233576642
DE,2013,Female,mean_inbreeding5,0.766423358
DE,2014,Male,mean_inbreeding1,0.071713147
DE,2014,Male,mean_inbreeding2,0.099601594
DE,2014,Male,mean_inbreeding3,0.15936255
DE,2014,Male,mean_inbreeding4,0.187250996
DE,2014,Male,mean_inbreeding5,0.812749004
DE,2014,Female,mean_inbreeding1,0.040816327
DE,2014,Female,mean_inbreeding2,0.068027211
DE,2014,Female,mean_inbreeding3,0.129251701
DE,2014,Female,mean_inbreeding4,0.156462585
DE,2014,Female,mean_inbreeding5,0.843537415
DE,2015,Male,mean_inbreeding1,0.068259386
DE,2015,Male,mean_inbreeding2,0.09556314
DE,2015,Male,mean_inbreeding3,0.208191126
DE,2015,Male,mean_inbreeding4,0.235494881
DE,2015,Male,mean_inbreeding5,0.764505119
DE,2015,Female,mean_inbreeding1,0.042105263
DE,2015,Female,mean_inbreeding2,0.063157895
DE,2015,Female,mean_inbreeding3,0.157894737
DE,2015,Female,mean_inbreeding4,0.178947368
DE,2015,Female,mean_inbreeding5,0.821052632
DE,2016,Male,mean_inbreeding1,0.046875
DE,2016,Male,mean_inbreeding2,0.096875
DE,2016,Male,mean_inbreeding3,0.175
DE,2016,Male,mean_inbreeding4,0.225
DE,2016,Male,mean_inbreeding5,0.775
DE,2016,Female,mean_inbreeding1,0.047337278
DE,2016,Female,mean_inbreeding2,0.100591716
DE,2016,Female,mean_inbreeding3,0.189349112
DE,2016,Female,mean_inbreeding4,0.24260355
DE,2016,Female,mean_inbreeding5,0.75739645
DE,2017,Male,mean_inbreeding1,0.044728435
DE,2017,Male,mean_inbreeding2,0.060702875
DE,2017,Male,mean_inbreeding3,0.172523962
DE,2017,Male,mean_inbreeding4,0.188498403
DE,2017,Male,mean_inbreeding5,0.811501597
DE,2017,Female,mean_inbreeding1,0.037209302
DE,2017,Female,mean_inbreeding2,0.065116279
DE,2017,Female,mean_inbreeding3,0.176744186
DE,2017,Female,mean_inbreeding4,0.204651163
DE,2017,Female,mean_inbreeding5,0.795348837
DE,2018,Male,mean_inbreeding1,0.055232558
DE,2018,Male,mean_inbreeding2,0.072674419
DE,2018,Male,mean_inbreeding3,0.171511628
DE,2018,Male,mean_inbreeding4,0.188953488
DE,2018,Male,mean_inbreeding5,0.811046512
DE,2018,Female,mean_inbreeding1,0.042016807
DE,2018,Female,mean_inbreeding2,0.067226891
DE,2018,Female,mean_inbreeding3,0.172268908
DE,2018,Female,mean_inbreeding4,0.197478992
DE,2018,Female,mean_inbreeding5,0.802521008
DE,2019,Male,mean_inbreeding1,0.033519553
DE,2019,Male,mean_inbreeding2,0.053072626
DE,2019,Male,mean_inbreeding3,0.156424581
DE,2019,Male,mean_inbreeding4,0.175977654
DE,2019,Male,mean_inbreeding5,0.824022346
DE,2019,Female,mean_inbreeding1,0.02764977
DE,2019,Female,mean_inbreeding2,0.036866359
DE,2019,Female,mean_inbreeding3,0.152073733
DE,2019,Female,mean_inbreeding4,0.161290323
DE,2019,Female,mean_inbreeding5,0.838709677
DE,2020,Male,mean_inbreeding1,0.048192771
DE,2020,Male,mean_inbreeding2,0.072289157
DE,2020,Male,mean_inbreeding3,0.144578313
DE,2020,Male,mean_inbreeding4,0.168674699
DE,2020,Male,mean_inbreeding5,0.831325301
DE,2020,Female,mean_inbreeding1,0.018779343
DE,2020,Female,mean_inbreeding2,0.046948357
DE,2020,Female,mean_inbreeding3,0.169014085
DE,2020,Female,mean_inbreeding4,0.197183099
DE,2020,Female,mean_inbreeding5,0.802816901
DE,2021,Male,mean_inbreeding1,0.03986711
DE,2021,Male,mean_inbreeding2,0.059800664
DE,2021,Male,mean_inbreeding3,0.162790698
DE,2021,Male,mean_inbreeding4,0.182724252
DE,2021,Male,mean_inbreeding5,0.817275748
DE,2021,Female,mean_inbreeding1,0.022099448
DE,2021,Female,mean_inbreeding2,0.044198895
DE,2021,Female,mean_inbreeding3,0.154696133
DE,2021,Female,mean_inbreeding4,0.17679558
DE,2021,Female,mean_inbreeding5,0.82320442
DE,2022,Male,mean_inbreeding1,0.053846154
DE,2022,Male,mean_inbreeding2,0.061538462
DE,2022,Male,mean_inbreeding3,0.169230769
DE,2022,Male,mean_inbreeding4,0.176923077
DE,2022,Male,mean_inbreeding5,0.823076923
DE,2022,Female,mean_inbreeding1,0
DE,2022,Female,mean_inbreeding2,0
DE,2022,Female,mean_inbreeding3,0.076923077
DE,2022,Female,mean_inbreeding4,0.076923077
DE,2022,Female,mean_inbreeding5,0.923076923
ES,1975,Male,mean_inbreeding1,0.25
ES,1975,Male,mean_inbreeding2,0.25
ES,1975,Male,mean_inbreeding3,0.75
ES,1975,Male,mean_inbreeding4,0.75
ES,1975,Male,mean_inbreeding5,0.25
ES,1975,Female,mean_inbreeding1,0.333333333
ES,1975,Female,mean_inbreeding2,0.333333333
ES,1975,Female,mean_inbreeding3,0.5
ES,1975,Female,mean_inbreeding4,0.5
ES,1975,Female,mean_inbreeding5,0.5
ES,1976,Male,mean_inbreeding1,0.285714286
