year,gender,inbreeding1,inbreeding2,inbreeding3,inbreeding4,inbreeding5,country_w,w_ranking,w_subject2,ranking_category,branking,dranking,continent_b,continent_d,continent_w,first_work_pre_avg_publications,first_work_pre_avg_jif,work_bachelor_year,country_b,country_d,bsubject2,dsubject2,work_to_2022,start_year_facawork_oid_sum_afterwork,start_year_facawork_oid_jifsum_afterwork,first_work_pre_avg_publications_afterwork,first_work_pre_avg_jif_afterwork,gender_inbreeding1,gender_inbreeding2,gender_inbreeding3,gender_inbreeding4
2016,0,0,0,1,1,0,US,356,7,0-500,74,356,North America,North America,North America,0,0,14,US,US,4,4,6,1,6.5,0.166666667,1.083333333,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2015,0,0,0,0,0,1,IN,583,4,500-1000,1361,605,Asia,Asia,Asia,0,0,8,IN,IN,4,1,7,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2010,0,0,0,0,0,1,GB,1027,4,1000-1500,36,36,Oceania,Oceania,Europe,0.111111111,0,9,AU,AU,3,3,12,43,112.2,3.583333333,9.35,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2021,0,0,0,0,0,1,US,NA,6,>2000,73,20,North America,North America,North America,0.3125,1.425,16,US,US,8,4,1,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2010,0,0,0,0,0,1,CH,NA,7,>2000,342,NA,Europe,Europe,Europe,0.636363636,3.245454545,11,NL,CH,4,4,12,42,132.5,3.5,11.04166667,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2015,0,0,0,0,0,1,AU,2001,4,>2000,186,186,Oceania,Oceania,Oceania,0.111111111,0.122222222,9,AU,AU,6,4,7,6,19.8,0.857142857,2.828571429,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2021,0,0,1,0,1,0,US,253,7,0-500,253,468,North America,North America,North America,0,0,12,US,US,7,7,1,0,0,0,0,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2020,0,0,0,0,0,1,KR,844,4,500-1000,2001,926,Asia,Asia,Asia,1.25,4.69375,16,IN,IN,6,4,2,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1996,0,0,0,0,0,1,"Punjab, PK",1578,4,1500-2000,807,NA,Asia,Asia,Asia,0,0,13,PK,PK,9,3,26,15,23.7,0.576923077,0.911538462,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1987,1,0,0,0,0,1,GB,295,7,0-500,907,295,Africa,Europe,Europe,0,0,14,GH,GB,6,7,35,178,781.71,5.085714286,22.33457143,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1984,0,0,0,1,1,0,CH,107,4,0-500,29,107,Europe,Europe,Europe,0,0,7,CH,CH,4,6,38,386,1679.6,10.15789474,44.2,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2022,1,0,0,0,0,1,MY,37,7,0-500,547,547,Asia,Asia,Asia,0.888888889,2.203333333,9,MY,MY,6,6,0,0,0,NA,NA,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2003,0,0,0,0,0,1,TR,45,7,0-500,NA,NA,Asia,Asia,Asia,0,0,14,TR,TR,4,4,19,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2020,1,0,0,0,0,1,US,152,7,0-500,2001,19,North America,North America,North America,0.181818182,0.209090909,11,US,US,7,7,2,5,15.5,2.5,7.75,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2020,0,0,0,0,0,1,CO,NA,7,>2000,2001,NA,Latin America,Latin America,Latin America,0,0,19,CO,CO,7,7,2,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1993,1,1,1,1,1,0,CU,2001,11,>2000,2001,2001,Latin America,Latin America,Latin America,NA,NA,0,CU,CU,1,4,29,15,0,0.517241379,0,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2008,1,0,0,0,0,1,TR,631,3,500-1000,745,2001,Asia,Asia,Asia,0,0,15,TR,TR,3,3,14,24,0,1.714285714,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2009,0,0,0,0,0,1,SA,95,8,0-500,2001,230,North America,North America,Asia,2.695652174,1.517391304,23,US,US,8,8,13,658,7478.55,50.61538462,575.2730769,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2014,0,0,0,0,0,1,US,10,7,0-500,1465,265,North America,North America,North America,1.111111111,4.222222222,9,US,US,4,4,8,18,75.2,2.25,9.4,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2003,0,0,0,0,0,1,US,NA,11,>2000,2001,160,North America,North America,North America,0,0,11,US,US,4,7,19,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2019,1,0,0,1,1,0,IN,717,4,500-1000,856,717,Asia,Asia,Asia,0,0,4,IN,IN,4,4,3,1,4,0.333333333,1.333333333,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2017,1,0,0,0,0,1,US,1049,11,1000-1500,1526,14,North America,North America,North America,0,0,28,US,US,11,11,5,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2012,0,0,0,0,0,1,US,16,3,0-500,82,82,Europe,Europe,North America,0.636363636,0,11,NL,NL,6,3,10,5,14,0.5,1.4,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2015,0,1,1,1,1,0,SG,30,8,0-500,368,368,Asia,Asia,Asia,0,0,15,CN,CN,4,6,7,18,130.6,2.571428571,18.65714286,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2018,0,0,1,0,1,0,PE,940,7,500-1000,940,413,Latin America,Latin America,Latin America,0.5625,2.98125,16,PE,BR,.,7,4,15,26.8,3.75,6.7,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2004,0,0,0,0,0,1,RU,129,6,0-500,1415,NA,Asia,Europe,Europe,0.9,0,10,KZ,RU,4,4,18,34,66.1,1.888888889,3.672222222,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2017,1,0,0,0,0,1,KR,292,7,0-500,NA,20,North America,North America,Asia,2.55,14.7,20,US,US,4,4,5,58,358,11.6,71.6,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2004,0,1,1,1,1,0,ZA,370,3,0-500,370,370,Africa,Africa,Africa,NA,NA,0,ZA,ZA,3,3,18,14,2.9,0.777777778,0.161111111,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2019,0,0,0,0,0,1,IN,129,6,0-500,2001,1140,Asia,Asia,Asia,0.615384615,2.661538462,13,IN,IN,4,8,3,1,5.2,0.333333333,1.733333333,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2018,1,0,0,0,0,1,ES,NA,8,>2000,1256,466,Europe,Europe,Europe,0,0,6,ES,ES,8,7,4,23,85.5,5.75,21.375,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2011,0,0,0,0,0,1,MN,2001,3,>2000,321,702,Asia,Asia,Asia,NA,NA,.,CN,CN,3,3,11,22,3.8,2,0.345454545,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2011,1,0,0,0,0,1,VE,NA,4,>2000,695,NA,Latin America,Latin America,Latin America,0.25,1.075,16,VE,VE,8,4,11,24,60.7,2.181818182,5.518181818,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2015,0,0,0,0,0,1,BR,1686,4,1500-2000,NA,871,Latin America,Latin America,Latin America,0,0,8,BR,BR,4,7,7,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2016,0,0,1,0,1,0,US,19,5,0-500,28,4,Oceania,North America,North America,0.3,1.19,10,AU,US,5,5,6,1,10.9,0.166666667,1.816666667,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2016,1,0,0,0,0,1,BR,432,7,0-500,413,413,Latin America,Latin America,Latin America,0.3,0,10,BR,BR,4,3,6,8,2.2,1.333333333,0.366666667,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2005,1,0,1,0,1,0,PH,NA,6,>2000,NA,290,Asia,Asia,Asia,0,0,11,PH,KR,6,6,17,2,0,0.117647059,0,Female Non-Inbred,Female Inbred,Female Non-Inbred,Female Inbred
2013,0,0,0,0,0,1,EG,NA,4,>2000,611,611,Africa,Africa,Africa,0,0,10,EG,EG,4,4,9,1,0.8,0.111111111,0.088888889,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2007,1,0,0,0,0,1,US,328,8,0-500,74,9,North America,North America,North America,0.846153846,3.046153846,13,US,US,4,4,15,19,86.2,1.266666667,5.746666667,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2006,1,0,0,0,0,1,TR,NA,8,>2000,554,NA,Asia,Asia,Asia,0,0,7,TR,TR,8,4,16,29,77.1,1.8125,4.81875,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2020,1,0,0,0,0,1,SG,NA,7,>2000,26,26,Asia,Asia,Asia,1.611111111,24.88888889,18,SG,SG,4,4,2,5,14.7,2.5,7.35,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1997,1,0,0,0,0,1,CN,NA,7,>2000,2001,860,Asia,Asia,Asia,0,0,17,CN,CN,7,7,25,70,215.2,2.8,8.608,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2016,1,0,0,0,0,1,CN,333,6,0-500,123,NA,Asia,Asia,Asia,1.777777778,6.388888889,9,CN,CN,6,6,6,20,71.3,3.333333333,11.88333333,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2011,0,0,0,0,0,1,ZA,821,5,500-1000,421,NA,Africa,Africa,Africa,0,0,4,ZA,ZA,6,6,11,4,0,0.363636364,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1990,0,0,0,0,0,1,US,352,7,0-500,119,140,North America,North America,North America,0,0,11,US,US,4,4,32,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2009,1,0,0,0,0,1,US,7,4,0-500,129,18,Asia,North America,North America,0,0,13,KR,CA,4,4,13,50,249.4,3.846153846,19.18461538,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2005,1,0,0,0,0,1,AM,NA,6,>2000,NA,NA,Latin America,Asia,Asia,0,0,4,PE,AM,7,7,17,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2016,1,0,0,0,0,1,US,NA,4,>2000,2001,537,North America,North America,North America,0.666666667,1.944444444,9,US,US,4,7,6,9,41.1,1.5,6.85,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1999,1,0,0,0,0,1,US,119,8,0-500,239,55,North America,North America,North America,0.461538462,0,13,US,US,3,8,23,29,52.4,1.260869565,2.27826087,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2005,1,0,0,0,0,1,BR,2001,5,>2000,1301,710,Latin America,Latin America,Latin America,0,0,6,BR,BR,6,3,17,5,0,0.294117647,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2018,1,0,0,0,0,1,US,NA,4,>2000,2001,55,Asia,North America,North America,0.615384615,3.2,13,IN,US,7,8,4,16,47.2,4,11.8,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2008,1,0,0,0,0,1,US,3,6,0-500,180,4,North America,North America,North America,0,0,17,US,US,3,3,14,1,5.4,0.071428571,0.385714286,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1983,1,0,0,1,1,0,US,129,4,0-500,2001,129,North America,North America,North America,0,0,14,US,US,7,4,39,12,0.4,0.307692308,0.01025641,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2015,0,0,0,0,0,1,US,57,4,0-500,57,51,North America,North America,North America,0.888888889,0,9,US,US,4,4,7,16,44,2.285714286,6.285714286,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1999,0,0,0,0,0,1,US,2001,4,>2000,2001,11,North America,North America,North America,0.454545455,0,22,US,US,3,4,23,4,0,0.173913043,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2006,1,0,0,0,0,1,ES,844,6,500-1000,844,844,Europe,Europe,Europe,0.714285714,0,7,ES,ES,6,6,16,2,0,0.125,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2018,0,0,0,0,0,1,BR,871,7,500-1000,NA,1314,Latin America,Latin America,Latin America,0,0,13,BR,BR,7,3,4,2,0,0.5,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2014,0,0,0,0,0,1,BR,NA,6,>2000,1989,1346,Latin America,Latin America,Latin America,0,0,10,BR,BR,3,3,8,1,0,0.125,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2015,0,0,0,0,0,1,US,63,7,0-500,129,129,North America,North America,North America,0,0,12,US,US,3,6,7,8,12.7,1.142857143,1.814285714,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2013,0,0,0,1,1,0,AU,112,6,0-500,247,112,Oceania,Oceania,Oceania,1.2,2.79,20,NZ,AU,6,6,9,44,128.9,4.888888889,14.32222222,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
1999,0,0,0,0,0,1,IR,598,4,500-1000,57,57,Europe,Europe,Asia,0,0,14,DE,DE,4,4,23,3,15,0.130434783,0.652173913,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2019,1,0,0,0,0,1,US,2001,3,>2000,230,160,North America,North America,North America,0.285714286,0.471428571,14,US,US,3,3,3,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2013,0,0,0,1,1,0,IN,717,6,500-1000,717,1413,Asia,Asia,Asia,0,0,6,IN,IN,8,2,9,64,276.4,7.111111111,30.71111111,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2012,0,0,0,0,0,1,AU,192,6,0-500,28,28,Oceania,Oceania,Oceania,1.466666667,2.833333333,30,AU,AU,6,3,10,38,90,3.8,9,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2002,1,1,1,1,1,0,CN,930,7,500-1000,930,930,Asia,Asia,Asia,0,0,10,CN,CN,6,7,20,0,0,0,0,Female Inbred,Female Inbred,Female Inbred,Female Inbred
1975,0,0,1,0,1,0,BR,468,5,0-500,468,330,Latin America,Europe,Latin America,0,0,5,BR,GB,8,5,47,4,8.9,0.085106383,0.189361702,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
1996,0,0,0,1,1,0,GB,12,4,0-500,5,12,Europe,Europe,Europe,0.466666667,1,15,GB,GB,4,4,26,121,502.8,4.653846154,19.33846154,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
1994,1,0,0,0,0,1,US,20,7,0-500,2001,24,North America,North America,North America,0,0,13,US,US,4,4,28,2,2.9,0.071428571,0.103571429,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2020,0,0,0,1,1,0,IN,NA,4,>2000,NA,NA,Asia,Asia,Asia,0,0,7,IN,IN,7,4,2,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2008,0,0,0,0,0,1,US,2001,6,>2000,2001,356,North America,North America,North America,0,0,13,US,US,8,7,14,11,33.6,0.785714286,2.4,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2019,0,1,1,1,1,0,IN,NA,4,>2000,NA,NA,Asia,Asia,Asia,0,0,19,IN,IN,4,4,3,0,0,0,0,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2013,0,0,0,0,0,1,US,16,7,0-500,8,103,Europe,North America,North America,0.1,0,10,GB,US,4,6,9,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2016,0,1,1,1,1,0,EG,807,6,500-1000,807,807,Africa,Africa,Africa,0,0,9,EG,EG,6,6,6,0,0,0,0,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2014,1,0,0,0,0,1,US,129,7,0-500,3,73,North America,North America,North America,0.615384615,4.753846154,13,US,US,3,3,8,3,9.9,0.375,1.2375,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2020,0,0,0,0,0,1,GB,NA,6,>2000,34,12,Europe,Europe,Europe,0.733333333,1.356666667,30,GB,GB,6,6,2,1,2.9,0.5,1.45,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2003,0,0,0,0,0,1,IN,472,3,0-500,2001,826,Asia,Asia,Asia,0,0,12,IN,IN,7,7,19,2,9,0.105263158,0.473684211,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2014,1,0,0,0,0,1,ES,NA,7,>2000,86,86,Europe,Europe,Europe,1.25,2.666666667,12,ES,ES,6,7,8,29,399,3.625,49.875,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2019,1,0,0,0,0,1,MZ,NA,7,>2000,2001,NA,Africa,Africa,Africa,0,0,9,MZ,MZ,7,4,3,0,0,0,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1999,1,0,0,0,0,1,US,11,3,0-500,349,57,Africa,North America,North America,0,0,9,NG,US,5,6,23,9,26.6,0.391304348,1.156521739,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2017,1,0,0,0,0,1,BR,120,5,0-500,2001,2001,Latin America,Latin America,Latin America,0.5,1.51,10,BR,BR,11,11,5,3,24.4,0.6,4.88,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2008,0,0,0,0,0,1,GB,277,2,0-500,152,8,Europe,Europe,Europe,0,0,18,GB,GB,2,2,14,13,0,0.928571429,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2005,1,0,1,0,1,0,ID,2001,4,>2000,2001,NA,Asia,Asia,Asia,0,0,10,ID,ID,4,4,17,31,70.4,1.823529412,4.141176471,Female Non-Inbred,Female Inbred,Female Non-Inbred,Female Inbred
2018,1,0,0,0,0,1,CN,745,8,500-1000,1357,23,Asia,Asia,Asia,0.090909091,0,11,CN,CN,4,8,4,11,19,2.75,4.75,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2014,1,0,0,0,0,1,ES,1636,7,1500-2000,337,337,Europe,Europe,Europe,3,3.966666667,6,ES,ES,3,6,8,12,20.6,1.5,2.575,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2018,1,0,0,0,0,1,FR,389,4,0-500,273,273,Europe,Europe,Europe,0.636363636,2.172727273,11,FI,FI,8,8,4,1,0,0.25,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2010,0,0,0,0,0,1,DE,2001,3,>2000,5,2,Europe,North America,Europe,1.5,0,14,GB,US,3,3,12,84,229.9,7,19.15833333,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2001,1,0,0,1,1,0,ES,2001,4,>2000,2001,782,Europe,Europe,Europe,0,0,9,ES,ES,7,4,21,3,0.4,0.142857143,0.019047619,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2003,1,0,0,0,0,1,MX,1950,3,1500-2000,NA,NA,Latin America,Latin America,Latin America,0,0,12,BR,MX,4,7,19,2,0,0.105263158,0,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2001,0,0,0,0,0,1,IN,725,8,500-1000,NA,725,Asia,Europe,Asia,0,0,6,IN,GB,8,8,21,78,184.8,3.714285714,8.8,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2007,0,1,1,1,1,0,RU,NA,5,>2000,NA,NA,Europe,Europe,Europe,0,0,5,RU,RU,3,4,15,18,2.8,1.2,0.186666667,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2014,0,0,0,0,0,1,US,11,4,0-500,352,11,North America,North America,North America,0.181818182,0,11,US,US,4,4,8,8,0,1,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2007,0,0,0,0,0,1,US,24,7,0-500,1049,583,Asia,Asia,North America,0,0,9,JP,JP,4,7,15,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
1989,0,0,1,0,1,0,ES,337,5,0-500,1101,337,Latin America,Europe,Europe,NA,NA,.,PE,ES,4,3,33,6,0,0.181818182,0,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2010,1,0,0,0,0,1,PT,487,4,0-500,NA,NA,Europe,Europe,Europe,0,0,5,PT,GB,6,7,12,59,231.92,4.916666667,19.32666667,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2020,0,0,1,0,1,0,GB,134,3,0-500,134,NA,Europe,Europe,Europe,0,0,8,GB,GB,7,7,2,1,16.2,0.5,8.1,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2015,0,0,0,0,0,1,NG,2001,4,>2000,2001,277,Africa,Europe,Africa,0.25,0,12,NG,GB,4,4,7,24,100.7,3.428571429,14.38571429,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2013,1,0,0,0,0,1,NG,2001,3,>2000,2001,1060,Africa,Europe,Africa,0,0,6,NG,GB,3,3,9,18,11,2,1.222222222,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2022,1,0,0,1,1,0,JP,1803,7,1500-2000,2001,1803,Asia,Asia,Asia,1.636363636,1.872727273,11,ID,JP,7,7,0,0,0,NA,NA,Female Non-Inbred,Female Non-Inbred,Female Inbred,Female Inbred
2001,1,1,1,1,1,0,US,1,4,0-500,294,294,Latin America,Latin America,North America,0.375,4.525,8,BR,BR,6,7,21,13,181,0.619047619,8.619047619,Female Inbred,Female Inbred,Female Inbred,Female Inbred
2010,0,0,0,0,0,1,US,1452,4,1000-1500,16,67,North America,North America,North America,0,0,14,US,US,4,4,12,4,30.8,0.333333333,2.566666667,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2012,1,0,0,0,0,1,DE,47,4,0-500,1376,47,Asia,Europe,Europe,0.75,5.45,8,IN,DE,4,4,10,53,426.5,5.3,42.65,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2008,0,0,0,0,0,1,US,667,7,500-1000,2001,450,North America,North America,North America,0.083333333,0,12,US,US,8,7,14,7,19.1,0.5,1.364285714,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2019,0,0,0,0,0,1,KR,409,8,0-500,2001,409,Asia,Asia,Asia,3.4,19.82,10,KR,KR,8,8,3,15,131.3,5,43.76666667,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2017,1,0,0,0,0,1,PT,NA,4,>2000,NA,487,Europe,Europe,Europe,2,3.527777778,18,PT,PT,6,3,5,30,128.2,6,25.64,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2016,0,0,0,0,0,1,US,NA,3,>2000,19,57,North America,North America,North America,0,0,6,US,US,4,3,6,6,57.1,1,9.516666667,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2017,0,0,0,0,0,1,PE,2001,4,>2000,2001,570,Europe,Europe,Latin America,0.166666667,0,18,ES,ES,6,7,5,5,6.2,1,1.24,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2021,1,0,0,0,0,1,ES,2001,7,>2000,1389,1389,Europe,Europe,Europe,1.3,3.18,10,ES,ES,6,4,1,2,10,2,10,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
2013,0,0,0,0,0,1,US,1455,7,1000-1500,2001,1106,North America,North America,North America,0,0,10,US,US,6,6,9,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2015,0,0,1,0,1,0,CN,1163,8,1000-1500,1163,102,Asia,Asia,Asia,0.5,1.671428571,14,CN,CN,4,7,7,7,39.5,1,5.642857143,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2014,1,0,0,0,0,1,US,372,4,0-500,570,372,Asia,North America,North America,0,0,7,CN,US,8,4,8,28,181.4,3.5,22.675,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
1997,0,1,1,1,1,0,PE,NA,4,>2000,NA,2001,Latin America,Latin America,Latin America,0,0,16,PE,PE,4,4,25,0,0,0,0,Male Inbred,Male Inbred,Male Inbred,Male Inbred
2012,0,0,0,0,0,1,IT,256,4,0-500,NA,NA,Europe,Europe,Europe,0,0,7,PT,DE,7,3,10,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2016,0,0,0,0,0,1,AU,62,7,0-500,1140,1140,Asia,Asia,Oceania,0.461538462,0.138461538,13,PK,PK,7,4,6,16,7.1,2.666666667,1.183333333,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2004,0,0,0,0,0,1,US,10,7,0-500,11,16,North America,North America,North America,0,0,22,US,US,1,7,18,18,33.4,1,1.855555556,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2021,0,0,0,0,0,1,ES,2001,1,>2000,866,977,Europe,Europe,Europe,0.454545455,0.018181818,11,ES,ES,6,6,1,5,0,5,0,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2014,0,0,0,1,1,0,BR,1678,7,1500-2000,816,1678,Latin America,Latin America,Latin America,0,0,13,BR,BR,7,4,8,0,0,0,0,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2008,0,0,1,0,1,0,US,10,7,0-500,770,500,Asia,North America,North America,0.153846154,0.369230769,13,CN,US,4,7,14,16,135.1,1.142857143,9.65,Male Non-Inbred,Male Inbred,Male Non-Inbred,Male Inbred
2016,0,0,0,1,1,0,US,45,6,0-500,2001,45,North America,North America,North America,0.307692308,0.661538462,13,US,US,6,4,6,4,13.1,0.666666667,2.183333333,Male Non-Inbred,Male Non-Inbred,Male Inbred,Male Inbred
2013,0,0,0,0,0,1,US,NA,6,>2000,684,241,North America,North America,North America,0.924528302,2.394339623,53,US,US,4,4,9,4,6.8,0.444444444,0.755555556,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred,Male Non-Inbred
2022,1,0,0,0,0,1,TW,NA,4,>2000,NA,NA,Asia,Asia,Asia,0.888888889,0,9,TW,TW,7,7,0,0,0,NA,NA,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred,Female Non-Inbred
