author_id,author_gender,author_academic_age,field_id,field,domain_id,domain,orcid,last_institution_id,last_institution_name,last_institution_country,last_institution_type,degree_institution_name,degree_institution_id,degree_institution_country,degree_institution_type,last_degree,graduate_year,degree_rank_type,us_top_degree_inst100,last_flow_year,institution_name,QS_2025,USNews_2025,THE_2025,ARWU_2024,rank_mean,is_inbred,rank_type
5049770701,Male,63,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,0000-0001-8401-0545,114027177,University of North Carolina at Chapel Hill,US,education,Cardiovascular Institute Hospital,3019692003,JP,healthcare,phd,2013,3,0,2016,University of North Carolina at Chapel Hill,155,47,70,35,76.75,0,1
5001594573,Male,43,17,Computer Science,3,Physical Sciences,0000-0003-3695-1580,95457486,"University of California, Berkeley",US,education,Stanford University,97018004,US,education,phd,1985,1,0,1987,"University of California, Berkeley",12,5,8,5,7.5,0,1
5046943453,Male,65,31,Physics and Astronomy,3,Physical Sciences,0000-0002-4615-1563,78744979,University of La Rochelle,FR,education,Laboratoire d'Informatique Algorithmique: Fondements et Applications,4210094115,FR,facility,phd,2004,3,0,2015,University of La Rochelle,,,1452,,1452,0,4
5034372799,Male,55,31,Physics and Astronomy,3,Physical Sciences,0000-0002-0583-4595,40120149,University of Oxford,GB,education,University of Oxford,40120149,GB,education,phd,2004,3,0,2012,University of Oxford,3,4,1,6,3.5,1,1
5074895828,Female,35,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,0000-0002-4259-6362,204250578,"University of California, Irvine",US,education,Ferdowsi University of Mashhad,86958956,IR,education,phd,2008,3,0,2012,"University of California, Irvine",307,100,90,76,143.25,0,1
5086198262,Female,37,17,Computer Science,3,Physical Sciences,0000-0002-9322-3515,70931966,Université de Montréal,CA,education,McGill University,5023651,CA,education,phd,1991,3,0,1993,Universit¨¦ de Montr¨¦al,159,174,125,164,155.5,0,1
5058047443,Male,50,32,Psychology,2,Social Sciences,0000-0003-2139-0485,57206974,New York University,US,education,University of Chicago,40347166,US,education,phd,1976,1,0,1993,New York University,43,32,33,31,34.75,0,1
5063349644,Male,35,23,Environmental Science,3,Physical Sciences,0000-0002-3255-3692,165779595,University of Melbourne,AU,education,University of Melbourne,165779595,AU,education,phd,1999,3,0,2001,University of Melbourne,13,27,39,37,29,1,1
5023992050,Male,50,23,Environmental Science,3,Physical Sciences,0000-0001-8708-3475,165779595,University of Melbourne,AU,education,University of Bristol,36234482,GB,education,phd,1975,3,0,1979,University of Melbourne,13,27,39,37,29,0,1
5017921526,Female,40,32,Psychology,2,Social Sciences,0000-0002-1453-6434,141945490,University of British Columbia,CA,education,Harvard University,136199984,US,education,phd,1983,1,0,2001,University of British Columbia,38,39,41,47,41.25,0,1
5024870825,Male,39,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,0000-0002-7507-6494,118564535,University of Bern,CH,education,University of Geneva,114457229,CH,education,phd,1988,3,0,2001,University of Bern,161,111,104,131,126.75,0,1
5076984889,Male,50,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,0000-0002-5892-6506,87216513,Michigan State University,US,education,"University of California, San Diego",36258959,US,education,phd,2001,1,0,2012,Michigan State University,152,123,122,173,142.5,0,1
5069354331,Male,42,25,Materials Science,3,Physical Sciences,0000-0002-1757-1980,170201317,University of Pittsburgh,US,education,Northwestern University,111979921,US,education,phd,2004,1,0,2008,University of Pittsburgh,275,50,141,90,139,0,1
5013713764,Male,32,28,Neuroscience,1,Life Sciences,0000-0002-4598-8775,57206974,New York University,US,education,University of Pennsylvania,79576946,US,education,phd,1992,1,0,2006,New York University,43,32,33,31,34.75,0,1
5023308747,Male,13,27,Medicine,4,Health Sciences,0000-0003-4574-9122,139264467,Seoul National University,KR,education,University of Ulsan,40542001,KR,education,phd,2015,3,0,2017,Seoul National University,31,135,62,86,78.5,0,1
5081493752,Male,41,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,0000-0003-3385-5171,139264467,Seoul National University,KR,education,Newcastle University,84884186,GB,education,phd,1995,3,0,1996,Seoul National University,31,135,62,86,78.5,0,1
5028537931,Female,24,22,Engineering,3,Physical Sciences,0000-0003-0033-2526,157485424,Korea Advanced Institute of Science and Technology,KR,education,Seoul National University,139264467,KR,education,phd,2006,3,0,2019,Korea Advanced Institute of Science and Technology,53,296,82,218,162.25,0,1
5041324397,Male,29,23,Environmental Science,3,Physical Sciences,0000-0002-3998-4815,97565354,University of Lausanne,CH,education,University of Geneva,114457229,CH,education,phd,1997,3,0,2001,University of Lausanne,224,175,134,138,167.75,0,1
5026318269,Male,58,31,Physics and Astronomy,3,Physical Sciences,0000-0001-7237-9206,204136569,The Open University,GB,education,Newcastle University,84884186,GB,education,phd,2004,3,0,2013,The Open University,,888,884,774,848.6666667,0,3
5075533015,Male,65,25,Materials Science,3,Physical Sciences,0000-0002-9944-7894,161318765,"University of California, Los Angeles",US,education,University of Nebraska–Lincoln,114395901,US,education,phd,1997,2,0,1998,"University of California, Los Angeles",42,11,18,15,21.5,0,1
5031259089,Female,16,22,Engineering,3,Physical Sciences,0000-0002-9354-5952,136199984,Harvard University,US,education,Stanford University,97018004,US,education,phd,2022,1,0,2023,Harvard University,4,1,3,1,2.25,0,1
5051587086,Female,40,17,Computer Science,3,Physical Sciences,0000-0001-6477-0096,205783295,Cornell University,US,education,Massachusetts Institute of Technology,63966007,US,education,phd,1985,1,0,2013,Cornell University,16,19,20,12,16.75,0,1
5016442699,Male,65,17,Computer Science,3,Physical Sciences,0000-0002-3290-8932,66946132,"University of Maryland, College Park",US,education,Kurume University,105296287,JP,education,phd,1983,3,0,1986,"University of Maryland, College Park",218,72,112,58,115,0,1
5009493618,Male,36,28,Neuroscience,1,Life Sciences,0000-0002-2324-2761,91712215,Saarland University,DE,education,Heidelberg University,223822909,DE,education,phd,1990,3,0,2009,Saarland University,601,1228,,418,749,0,3
5074513311,Male,57,22,Engineering,3,Physical Sciences,0000-0002-4382-5139,57206974,New York University,US,education,University of Michigan–Ann Arbor,27837315,US,education,phd,1989,1,0,2004,New York University,43,32,33,31,34.75,0,1
5055829204,Male,39,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,0000-0002-6634-7627,111979921,Northwestern University,US,education,Pennsylvania State University,130769515,US,education,phd,1989,1,0,1992,Northwestern University,50,24,31,33,34.5,0,1
5088146443,Male,51,22,Engineering,3,Physical Sciences,0000-0001-8199-8703,62916508,Technical University of Munich,DE,education,Lawrence Berkeley National Laboratory,148283060,US,facility,phd,1993,2,0,2009,Technical University of Munich,28,82,26,47,45.75,0,1
5087154648,Male,42,27,Medicine,4,Health Sciences,0000-0001-9402-7404,123387679,Uppsala University,SE,education,Uppsala University,123387679,SE,education,phd,2011,3,0,2012,Uppsala University,103,150,130,88,117.75,1,1
5036859960,Male,28,27,Medicine,4,Health Sciences,0000-0001-8438-2066,181547552,Baylor College of Medicine,US,education,Washington University in St. Louis,204465549,US,education,phd,2007,2,0,2020,Baylor College of Medicine,,137,,280,208.5,0,2
5077865016,Male,50,18,Decision Sciences,2,Social Sciences,0000-0002-7531-0631,111979921,Northwestern University,US,education,Stanford University,97018004,US,education,phd,1980,1,0,2008,Northwestern University,50,24,31,33,34.5,0,1
5069803910,Male,16,31,Physics and Astronomy,3,Physical Sciences,0000-0002-1069-9973,63966007,Massachusetts Institute of Technology,US,education,University of British Columbia,141945490,CA,education,phd,2013,3,0,2017,Massachusetts Institute of Technology,1,2,2,3,2,0,1
5024216881,Male,60,28,Neuroscience,1,Life Sciences,0000-0003-2765-7996,58956616,Case Western Reserve University,US,education,Case Western Reserve University,58956616,US,education,phd,1979,1,0,1980,Case Western Reserve University,259,160,159,172,187.5,1,1
5022950566,Female,37,24,Immunology and Microbiology,1,Life Sciences,0000-0002-3573-3584,126596746,Jagiellonian University,PL,education,UiT The Arctic University of Norway,78037679,NO,education,phd,2001,3,0,2002,Jagiellonian University,312,391,739,441,470.75,0,2
5076619099,Female,28,22,Engineering,3,Physical Sciences,0000-0001-7220-9389,74775410,Rice University,US,education,University of Michigan–Ann Arbor,27837315,US,education,phd,2017,1,0,2018,Rice University,141,223,112,113,147.25,0,1
5064787967,Male,17,23,Environmental Science,3,Physical Sciences,0000-0002-4704-4145,154570441,"University of California, Santa Barbara",US,education,University of Florida,33213144,US,education,phd,2012,1,0,2015,"University of California, Santa Barbara",178,89,67,64,99.5,0,1
5054242868,Male,32,14,"Business, Management and Accounting",2,Social Sciences,0000-0003-0563-0899,98251732,McMaster University,CA,education,Stanford University,97018004,US,education,phd,1994,1,0,2000,McMaster University,176,127,116,105,131,0,1
5091083063,Female,45,21,Energy,3,Physical Sciences,0000-0003-3463-5509,151746483,University of Waterloo,CA,education,Ningbo University,109935558,CN,education,phd,2008,3,0,2009,University of Waterloo,115,192,163,197,166.75,0,1
5007163616,Male,36,22,Engineering,3,Physical Sciences,0000-0001-6622-8559,27804330,Brown University,US,education,Lehigh University,186143895,US,education,phd,1991,3,0,2012,Brown University,79,153,58,103,98.25,0,1
5057792294,Male,53,24,Immunology and Microbiology,1,Life Sciences,0000-0002-1086-0296,59130452,University of Nebraska Medical Center,US,healthcare,University of Vermont,111236770,US,education,phd,1995,2,0,2024,University of Nebraska Medical Center,,,519,993,756,0,3
5019172558,Male,65,28,Neuroscience,1,Life Sciences,0000-0003-2248-4600,74973139,Carnegie Mellon University,US,education,University of Oregon,181233156,US,education,phd,1973,2,0,1975,Carnegie Mellon University,58,134,24,115,82.75,0,1
5046224413,Male,24,17,Computer Science,3,Physical Sciences,0000-0001-5311-8027,87216513,Michigan State University,US,education,Instituto Politécnico Nacional,59361560,MX,education,phd,2005,3,0,2024,Michigan State University,152,123,122,170,141.75,0,1
5047963662,Male,25,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,0000-0002-4871-8818,881427289,University of Gothenburg,SE,education,Karolinska Institutet,28166907,SE,education,phd,2002,3,0,2008,University of Gothenburg,194,160,243,137,183.5,0,1
5068236757,Male,64,28,Neuroscience,1,Life Sciences,0000-0002-1978-7486,36258959,"University of California, San Diego",US,education,University of Pennsylvania,79576946,US,education,phd,1999,1,0,2000,"University of California, San Diego",72,21,34,18,36.25,0,1
5014196604,Male,58,20,"Economics, Econometrics and Finance",2,Social Sciences,0000-0003-3183-7922,95457486,"University of California, Berkeley",US,education,University of Minnesota,130238516,US,education,phd,1962,1,0,1968,"University of California, Berkeley",12,5,8,5,7.5,0,1
5041361844,Female,56,25,Materials Science,3,Physical Sciences,0000-0002-9533-8527,45438204,The University of Texas at San Antonio,US,education,Rice University,74775410,US,education,phd,2010,1,0,2019,The University of Texas at San Antonio,1001,590,756,632,744.75,0,3
5071284506,Male,14,31,Physics and Astronomy,3,Physical Sciences,0000-0001-5211-6388,86987016,KTH Royal Institute of Technology,SE,education,KTH Royal Institute of Technology,86987016,SE,education,phd,2015,3,0,2016,KTH Royal Institute of Technology,74,251,95,227,161.75,1,1
5027246219,Male,41,24,Immunology and Microbiology,1,Life Sciences,0000-0002-2368-4957,201448701,University of Washington,US,education,University of Iowa,126307644,US,education,phd,1996,1,0,1998,University of Washington,76,7,25,18,31.5,0,1
5023542709,Male,37,16,Chemistry,3,Physical Sciences,0000-0002-8045-8200,212119943,University of Victoria,CA,education,North Carolina State University,137902535,US,education,phd,1991,2,0,2021,University of Victoria,349,385,313,303,337.5,0,2
5006699770,Female,56,26,Mathematics,3,Physical Sciences,0000-0002-3706-9349,124601658,University of Parma,IT,education,Roma Tre University,119003972,IT,education,phd,2007,3,0,2011,University of Parma,951,596,800,576,730.75,0,3
5087556046,Male,63,17,Computer Science,3,Physical Sciences,0000-0002-0012-3874,40347166,University of Chicago,US,education,Yale University,32971472,US,education,phd,2007,1,0,2011,University of Chicago,21,25,14,10,17.5,0,1
5083803230,Male,35,17,Computer Science,3,Physical Sciences,0000-0002-0272-5481,32971472,Yale University,US,education,Yale University,32971472,US,education,phd,2006,1,0,2007,Yale University,23,10,10,11,13.5,1,1
5049727461,Male,21,31,Physics and Astronomy,3,Physical Sciences,0000-0002-9089-4866,142263535,University of Nottingham,GB,education,Scuola Internazionale Superiore di Studi Avanzati,138549579,IT,education,phd,2007,3,0,2014,University of Nottingham,108,142,136,133,129.75,0,1
5057347823,Male,17,16,Chemistry,3,Physical Sciences,0000-0002-8571-0372,255234318,Universidad de Zaragoza,ES,education,Universitat de Barcelona,71999127,ES,education,phd,2010,3,0,2022,Universidad de Zaragoza,544,796,1028,554,730.5,0,3
5046903273,Male,61,17,Computer Science,3,Physical Sciences,0000-0003-1703-5069,201448701,University of Washington,US,education,Harvard University,136199984,US,education,phd,1963,1,0,1967,University of Washington,76,7,25,18,31.5,0,1
5022103693,Male,42,18,Decision Sciences,2,Social Sciences,0000-0001-6950-3966,59553526,Stony Brook University,US,education,V.M. Glushkov Institute of Cybernetics,4210156878,UA,facility,phd,1983,3,0,2019,Stony Brook University,460,227,253,400,335,0,2
5089735643,Male,25,25,Materials Science,3,Physical Sciences,0000-0001-6222-1210,201448701,University of Washington,US,education,Stanford University,97018004,US,education,phd,2012,1,0,2017,University of Washington,76,7,25,18,31.5,0,1
5057354851,Male,24,25,Materials Science,3,Physical Sciences,0000-0002-1278-7862,97018004,Stanford University,US,education,University of Cambridge,241749,GB,education,phd,1997,3,0,2001,Stanford University,6,3,6,2,4.25,0,1
5069941546,Male,60,25,Materials Science,3,Physical Sciences,0000-0002-6434-5134,145608581,University of Miami,US,education,Lawrence Berkeley National Laboratory,148283060,US,facility,phd,1983,2,0,2024,University of Miami,324,241,218,364,286.75,0,2
5089379747,Female,20,11,Agricultural and Biological Sciences,1,Life Sciences,0000-0001-7472-7753,36258959,"University of California, San Diego",US,education,Johns Hopkins University,145311948,US,education,phd,2006,1,0,2018,"University of California, San Diego",72,21,34,18,36.25,0,1
5048274066,Male,38,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,0000-0002-7429-1854,145311948,Johns Hopkins University,US,education,Johns Hopkins University,145311948,US,education,phd,2014,1,0,2019,Johns Hopkins University,32,13,16,17,19.5,1,1
5055057550,Female,17,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,0000-0001-9167-2002,145311948,Johns Hopkins University,US,education,Johns Hopkins University,145311948,US,education,phd,2019,1,0,2020,Johns Hopkins University,32,13,16,17,19.5,1,1
5009556658,Male,16,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,0000-0003-2437-1976,145311948,Johns Hopkins University,US,education,Johns Hopkins University,145311948,US,education,phd,2012,1,0,2013,Johns Hopkins University,32,13,16,17,19.5,1,1
5084820578,Male,21,27,Medicine,4,Health Sciences,0000-0001-7814-3173,162608824,University of Sussex,GB,education,Trinity College Dublin,205274468,IE,education,phd,2011,3,0,2014,University of Sussex,246,245,233,289,253.25,0,2
5072633457,Male,55,23,Environmental Science,3,Physical Sciences,0000-0002-8958-8474,114027177,University of North Carolina at Chapel Hill,US,education,University of Leeds,130828816,GB,education,phd,2005,3,0,2024,University of North Carolina at Chapel Hill,155,47,70,35,76.75,0,1
5072403157,Male,37,11,Agricultural and Biological Sciences,1,Life Sciences,0000-0002-9244-1991,97565354,University of Lausanne,CH,education,University of Basel,1850255,CH,education,phd,1993,3,0,2008,University of Lausanne,224,175,134,118,162.75,0,1
5061928018,Male,31,25,Materials Science,3,Physical Sciences,0000-0002-3856-3752,63966007,Massachusetts Institute of Technology,US,education,"University of California, Santa Barbara",154570441,US,education,phd,1988,1,0,1994,Massachusetts Institute of Technology,1,2,2,3,2,0,1
5044689232,Female,58,32,Psychology,2,Social Sciences,0000-0001-7912-3617,40120149,University of Oxford,GB,education,West Virginia University,12097938,US,education,phd,1985,2,0,2016,University of Oxford,3,4,1,6,3.5,0,1
5014395742,Female,34,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,0000-0002-5964-0382,136199984,Harvard University,US,education,Memorial Sloan Kettering Cancer Center,1334819555,US,healthcare,phd,1995,3,0,2001,Harvard University,4,1,3,1,2.25,0,1
5023977293,Male,35,27,Medicine,4,Health Sciences,0000-0002-6587-1152,40120149,University of Oxford,GB,education,University College London,45129253,GB,education,phd,1991,3,0,2008,University of Oxford,3,4,1,6,3.5,0,1
5079949567,Male,48,11,Agricultural and Biological Sciences,1,Life Sciences,0000-0002-3285-1315,141945490,University of British Columbia,CA,education,"University of California, Davis",84218800,US,education,phd,1981,1,0,1985,University of British Columbia,38,39,41,47,41.25,0,1
5083314175,Male,51,22,Engineering,3,Physical Sciences,0000-0002-9739-1639,91045830,Texas A&M University,US,education,The University of Texas at Austin,86519309,US,education,phd,1974,1,0,1992,Texas A&M University,154,171,143,238,176.5,0,1
5088047776,Male,64,17,Computer Science,3,Physical Sciences,0000-0001-9482-1042,185261750,University of Toronto,CA,education,University of Toronto,185261750,CA,education,phd,1984,3,0,1985,University of Toronto,25,17,21,26,22.25,1,1
5052623072,Male,54,17,Computer Science,3,Physical Sciences,0000-0002-8298-1097,66946132,"University of Maryland, College Park",US,education,Stony Brook University,59553526,US,education,phd,1973,1,0,1977,"University of Maryland, College Park",218,72,112,58,115,0,1
5082669141,Male,17,27,Medicine,4,Health Sciences,0000-0001-8386-3984,201448701,University of Washington,US,education,University of New Mexico,169521973,US,education,phd,2014,2,0,2015,University of Washington,76,7,25,18,31.5,0,1
5068244186,Male,41,22,Engineering,3,Physical Sciences,0000-0002-8107-9499,145311948,Johns Hopkins University,US,education,University of Illinois Urbana-Champaign,157725225,US,education,phd,1995,1,0,2009,Johns Hopkins University,32,13,16,17,19.5,0,1
5040270674,Male,38,31,Physics and Astronomy,3,Physical Sciences,0000-0002-6336-3293,185103710,"University of California, Santa Cruz",US,education,Scuola Internazionale Superiore di Studi Avanzati,138549579,IT,education,phd,1987,3,0,2000,"University of California, Santa Cruz",393,129,196,174,223,0,2
5086480636,Male,24,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,0000-0002-8092-4320,165779595,University of Melbourne,AU,education,University of Dundee,177639307,GB,education,phd,2005,3,0,2019,University of Melbourne,13,27,39,37,29,0,1
5015972398,Male,54,28,Neuroscience,1,Life Sciences,0000-0003-4659-6543,241749,University of Cambridge,GB,education,Australian National University,118347636,AU,education,phd,1974,3,0,1987,University of Cambridge,5,6,5,4,5,0,1
5029850418,Male,49,27,Medicine,4,Health Sciences,0000-0001-5350-7671,201448701,University of Washington,US,education,University of Colorado Boulder,188538660,US,education,phd,1984,2,0,2020,University of Washington,76,7,25,18,31.5,0,1
5076024705,Male,58,27,Medicine,4,Health Sciences,0000-0002-5362-9430,177639307,University of Dundee,GB,education,University of Aberdeen,195460627,GB,education,phd,2000,3,0,2012,University of Dundee,418,362,317,451,387,0,2
5048253912,Female,40,27,Medicine,4,Health Sciences,0000-0003-0022-9625,139264467,Seoul National University,KR,education,Seoul National University,139264467,KR,education,phd,2006,3,0,2007,Seoul National University,31,135,62,86,78.5,1,1
5045697367,Female,36,22,Engineering,3,Physical Sciences,0000-0003-2368-6300,848706,Sungkyunkwan University,KR,education,Seoul National University,139264467,KR,education,phd,1995,3,0,2009,Sungkyunkwan University,123,275,102,153,163.25,0,1
5062861585,Female,34,17,Computer Science,3,Physical Sciences,0000-0002-3751-0165,162577319,The University of Texas at Dallas,US,education,Princeton University,20089843,US,education,phd,1996,1,0,1999,The University of Texas at Dallas,596,460,401,558,503.75,0,3
5011556172,Male,36,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,0000-0001-9655-7142,185261750,University of Toronto,CA,education,Politecnico di Milano,93860229,IT,education,phd,2014,3,0,2015,University of Toronto,25,17,21,26,22.25,0,1
5086110340,Male,52,31,Physics and Astronomy,3,Physical Sciences,0000-0001-7490-7463,107672454,Dartmouth College,US,education,University of Wisconsin–Milwaukee,43579087,US,education,phd,1992,3,0,2000,Dartmouth College,243,320,168,340,267.75,0,2
5034017535,Male,21,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,0000-0002-6795-6336,63966007,Massachusetts Institute of Technology,US,education,Dana-Farber Cancer Institute,4210117453,US,facility,phd,2006,3,0,2009,Massachusetts Institute of Technology,1,2,2,3,2,0,1
5043994887,Male,46,27,Medicine,4,Health Sciences,0000-0001-9553-3202,36258959,"University of California, San Diego",US,education,Kawasaki Medical School,189996419,JP,education,phd,1975,3,0,1984,"University of California, San Diego",72,21,34,18,36.25,0,1
5064286839,Male,36,36,Health Professions,4,Health Sciences,0000-0002-8824-5816,1174212,University of Southern California,US,education,Rensselaer Polytechnic Institute,165799507,US,education,phd,1991,3,0,2000,University of Southern California,125,79,72,62,84.5,0,1
5073142416,Male,62,22,Engineering,3,Physical Sciences,0000-0002-4092-6970,43439940,University of Southampton,GB,education,Princeton University,20089843,US,education,phd,1989,1,0,1991,University of Southampton,80,123,115,158,119,0,1
5074762366,Male,20,32,Psychology,2,Social Sciences,0000-0002-7537-7289,140172145,University of Connecticut,US,education,Universidade Federal do Rio Grande do Sul,130442723,BR,education,phd,2009,3,0,2024,University of Connecticut,565,315,328,330,384.5,0,2
5090436131,Male,18,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,0000-0003-2242-7227,40120149,University of Oxford,GB,education,University of Tartu,56085075,EE,education,phd,2010,3,0,2013,University of Oxford,3,4,1,6,3.5,0,1
5059573074,Female,63,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,0000-0001-6036-0399,136199984,Harvard University,US,education,Georgetown University,184565670,US,education,phd,1971,1,0,1985,Harvard University,4,1,3,1,2.25,0,1
5024223074,Female,29,28,Neuroscience,1,Life Sciences,0000-0002-1255-4196,184565670,Georgetown University,US,education,"University of California, Berkeley",95457486,US,education,phd,1998,1,0,2023,Georgetown University,301,310,242,506,339.75,0,2
5000763253,Male,47,24,Immunology and Microbiology,1,Life Sciences,0000-0003-1308-3952,180670191,"University of California, San Francisco",US,education,University of North Carolina at Chapel Hill,114027177,US,education,phd,1978,2,0,1987,"University of California, San Francisco",,15,,20,17.5,0,1
5014079626,Male,57,16,Chemistry,3,Physical Sciences,0000-0001-8636-0901,848706,Sungkyunkwan University,KR,education,Korea Institute of Science and Technology,58716616,KR,facility,phd,2003,3,0,2009,Sungkyunkwan University,123,275,102,156,164,0,1
5062408295,Male,32,22,Engineering,3,Physical Sciences,0000-0001-6046-3304,111979921,Northwestern University,US,education,Cornell University,205783295,US,education,phd,2000,1,0,2004,Northwestern University,50,24,31,33,34.5,0,1
5019833998,Male,15,21,Energy,3,Physical Sciences,0000-0001-6445-7884,170201317,University of Pittsburgh,US,education,California Institute of Technology,122411786,US,education,phd,2013,1,0,2017,University of Pittsburgh,275,50,141,90,139,0,1
5015008318,Male,49,21,Energy,3,Physical Sciences,0000-0001-5245-0538,122411786,California Institute of Technology,US,education,Massachusetts Institute of Technology,63966007,US,education,phd,1981,1,0,1984,California Institute of Technology,10,23,7,8,12,0,1
5053277598,Female,44,22,Engineering,3,Physical Sciences,0000-0002-4875-0420,51504820,San Jose State University,US,education,University of Trento,193223587,IT,education,phd,2005,3,0,2020,San Jose State University,,1624,,,1624,0,4
5025102458,Female,38,14,"Business, Management and Accounting",2,Social Sciences,0000-0001-5536-6083,139264467,Seoul National University,KR,education,IFMR Graduate School of Business,3130082100,IN,education,phd,1987,3,0,1994,Seoul National University,31,135,62,86,78.5,0,1
5067660877,Male,32,14,"Business, Management and Accounting",2,Social Sciences,0000-0002-3485-9484,193531525,George Washington University,US,education,"University at Albany, State University of New York",392282,US,education,phd,1993,3,0,2016,George Washington University,371,271,228,370,310,0,2
5001803562,Male,41,23,Environmental Science,3,Physical Sciences,0000-0003-2691-4436,71052956,University of Reading,GB,education,University of Southampton,43439940,GB,education,phd,1984,3,0,2008,University of Reading,172,378,227,491,317,0,2
5028133858,Female,27,33,Social Sciences,2,Social Sciences,0000-0002-4825-9797,43439940,University of Southampton,GB,education,University of East Anglia,1118541,GB,education,phd,2001,3,0,2005,University of Southampton,80,123,115,168,121.5,0,1
5085358934,Male,65,28,Neuroscience,1,Life Sciences,0000-0003-1537-0816,51556381,University of Virginia,US,education,University College London,45129253,GB,education,phd,1992,3,0,2020,University of Virginia,297,125,163,201,196.5,0,1
5079559642,Male,48,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,0000-0003-3700-6345,1174212,University of Southern California,US,education,Oak Ridge National Laboratory,1289243028,US,facility,phd,1981,3,0,1998,University of Southern California,125,79,72,62,84.5,0,1
5085765161,Male,64,31,Physics and Astronomy,3,Physical Sciences,0000-0003-3868-0024,168635309,University of Calgary,CA,education,Thomas Jefferson University,149251103,US,education,phd,2008,2,0,2021,University of Calgary,198,206,227,156,196.75,0,1
5048241340,Male,65,22,Engineering,3,Physical Sciences,0000-0003-0123-4370,115475287,Oklahoma State University,US,education,Oklahoma State University,115475287,US,education,phd,2001,2,0,2002,Oklahoma State University,851,694,779,573,724.25,1,3
5025235699,Male,31,31,Physics and Astronomy,3,Physical Sciences,0000-0003-4937-8189,102335020,Karlsruhe Institute of Technology,DE,education,Tel Aviv University,16391192,IL,education,phd,1997,3,0,1998,Karlsruhe Institute of Technology,102,289,166,265,205.5,0,2
5025748256,Female,28,31,Physics and Astronomy,3,Physical Sciences,0000-0002-5549-7400,111088046,Boston University,US,education,Yale University,32971472,US,education,phd,2003,1,0,2005,Boston University,108,73,75,118,93.5,0,1
5091699309,Male,52,28,Neuroscience,1,Life Sciences,0000-0002-0260-2772,202697423,University of Zurich,CH,education,Cornell University,205783295,US,education,phd,2007,1,0,2011,University of Zurich,109,60,,67,78.66666667,0,1
5087791202,Male,45,27,Medicine,4,Health Sciences,0000-0003-2540-3095,51713134,University of Colorado Anschutz Medical Campus,US,education,University of Colorado Boulder,188538660,US,education,phd,2001,2,0,2009,University of Colorado Anschutz Medical Campus,,142,,,142,0,1
5038645201,Male,34,28,Neuroscience,1,Life Sciences,0000-0001-6719-5402,170897317,Duke University,US,education,Virginia Tech,859038795,US,education,phd,2004,2,0,2017,Duke University,61,26,27,39,38.25,0,1
5052236177,Male,16,17,Computer Science,3,Physical Sciences,0000-0002-1478-0402,35440088,ETH Zurich,CH,education,KU Leuven,99464096,BE,education,phd,2013,3,0,2014,ETH Zurich,7,33,11,21,18,0,1
5065196865,Male,47,23,Environmental Science,3,Physical Sciences,0000-0002-3737-5717,141945490,University of British Columbia,CA,education,University of Wisconsin–Madison,135310074,US,education,phd,2000,1,0,2015,University of British Columbia,38,39,41,47,41.25,0,1
5035977661,Male,46,27,Medicine,4,Health Sciences,0000-0002-7347-7761,98251732,McMaster University,CA,education,McMaster University,98251732,CA,education,phd,2008,3,0,2009,McMaster University,176,127,116,122,135.25,1,1
5035641566,Male,54,22,Engineering,3,Physical Sciences,0000-0002-8431-0967,79576946,University of Pennsylvania,US,education,Tel Aviv University,16391192,IL,education,phd,1972,3,0,1985,University of Pennsylvania,11,14,14,14,13.25,0,1
5073269476,Male,64,17,Computer Science,3,Physical Sciences,0000-0001-5009-7101,164389053,Fordham University,US,education,New York University,57206974,US,education,phd,2003,2,0,2005,Fordham University,1001,1164,,,1082.5,0,4
5001110166,Male,44,22,Engineering,3,Physical Sciences,0000-0003-4137-8387,57093077,Swinburne University of Technology,AU,education,Swinburne University of Technology,57093077,AU,education,phd,2007,3,0,2008,Swinburne University of Technology,291,142,253,243,232.25,1,2
5040448723,Male,14,32,Psychology,2,Social Sciences,0000-0003-2936-4775,97018004,Stanford University,US,education,University of Cambridge,241749,GB,education,phd,2014,3,0,2015,Stanford University,6,3,6,2,4.25,0,1
5091811096,Male,46,23,Environmental Science,3,Physical Sciences,0000-0003-3496-4919,95457486,"University of California, Berkeley",US,education,University of Nebraska–Lincoln,114395901,US,education,phd,1982,2,0,1998,"University of California, Berkeley",12,5,8,5,7.5,0,1
